Rec_Session_Id,Trial_Nr,Trial_Id,Block_Name,Block_Nr,Task_Name,Task_Nr,accuracy,Bnd_loc,boundary,Condition_Id,copy_of_copy_of_trial_number,copy_of_trial_number,Frequency,gaze_box,gaze_box_object,pixel_density,Preview,preview,preview,question_answer,screen_dist,trial_end,trial_number,trial_screen1_end,trial_start,undefined_name
1375121,1,11,block_1,1,sentence_DC,4,"","","",1,"","","","","","",valid,"","",0,"",1751375662847,66,"",1751375661372,""
1375121,1,45,block_1,1,sentence,3,"","","",2,"","",low,"","","","","","",0,"",1751374816207,6,"",1751374809248,""
1375121,1,1,block_1,1,imported_instructions,2,"","","",1,"","","","","",5.841121495327103,"","","",1,60,1751374780551,5,"",1751374769042,""
1375121,1,1,block_1,1,wait,1,"","","",1,"","","","","","","","","","","","","","","",""
1375121,2,33,block_1,1,sentence_DC,4,"","","",2,"","","","","","",invalid,"","",1,"",1751375672079,67,"",1751375668851,""
1375121,2,12,block_1,1,sentence,3,"","","",1,"","",high,"","","","","","",0,"",1751374825335,7,"",1751374820695,""
1375121,3,18,block_1,1,sentence,3,"","","",1,"","",high,"","","","","","",1,"",1751374834031,8,"",1751374828034,""
1375121,3,17,block_1,1,sentence_DC,4,"","","",1,"","","","","","",valid,"","",0,"",1751375676086,68,"",1751375674256,""
1375121,4,53,block_1,1,sentence,3,"","","",2,"","",low,"","","","","","",1,"",1751374840607,9,"",1751374835665,""
1375121,4,19,block_1,1,sentence_DC,4,"","","",1,"","","","","","",valid,"","",0,"",1751375679974,69,"",1751375678638,""
1375121,5,21,block_1,1,sentence,3,"","","",1,"","",high,"","","","","","",0,"",1751374852999,10,"",1751374845883,""
1375121,5,12,block_1,1,sentence_DC,4,"","","",1,"","","","","","",valid,"","",0,"",1751375684054,70,"",1751375682202,""
1375121,6,22,block_1,1,sentence_DC,4,"","","",2,"","","","","","",invalid,"","",1,"",1751375703015,71,"",1751375701510,""
1375121,6,6,block_1,1,sentence,3,"","","",1,"","",high,"","","","","","",0,"",1751374874991,11,"",1751374870785,""
1375121,7,25,block_1,1,sentence,3,"","","",1,"","",high,"","","","","","",1,"",1751374885423,12,"",1751374877688,""
1375121,7,35,block_1,1,sentence_DC,4,"","","",2,"","","","","","",invalid,"","",0,"",1751375708847,72,"",1751375707104,""
1375121,8,30,block_1,1,sentence_DC,4,"","","",2,"","","","","","",invalid,"","",1,"",1751375712199,73,"",1751375710764,""
1375121,8,55,block_1,1,sentence,3,"","","",2,"","",low,"","","","","","",1,"",1751374892007,13,"",1751374888186,""
1375121,9,23,block_1,1,sentence_DC,4,"","","",2,"","","","","","",invalid,"","",1,"",1751375716286,74,"",1751375714673,""
1375121,9,23,block_1,1,sentence,3,"","","",1,"","",high,"","","","","","",1,"",1751374897031,14,"",1751374893784,""
1375121,10,34,block_1,1,sentence_DC,4,"","","",2,"","","","","","",invalid,"","",1,"",1751375720350,75,"",1751375718964,""
1375121,10,41,block_1,1,sentence,3,"","","",2,"","",low,"","","","","","",1,"",1751374904399,15,"",1751374900681,""
1375121,11,44,block_1,1,sentence,3,"","","",2,"","",low,"","","","","","",1,"",1751374961231,16,"",1751374954703,""
1375121,11,38,block_1,1,sentence_DC,4,"","","",2,"","","","","","",invalid,"","",0,"",1751375770006,76,"",1751375768350,""
1375121,12,56,block_1,1,sentence,3,"","","",2,"","",low,"","","","","","",1,"",1751374966903,17,"",1751374963364,""
1375121,12,37,block_1,1,sentence_DC,4,"","","",2,"","","","","","",invalid,"","",1,"",1751375775806,77,"",1751375774478,""
1375121,13,10,block_1,1,sentence_DC,4,"","","",1,"","","","","","",valid,"","",0,"",1751375782414,78,"",1751375780459,""
1375121,13,49,block_1,1,sentence,3,"","","",2,"","",low,"","","","","","",0,"",1751374973335,18,"",1751374968975,""
1375121,14,5,block_1,1,sentence,3,"","","",1,"","",high,"","","","","","",0,"",1751374979255,19,"",1751374975284,""
1375121,14,2,block_1,1,sentence_DC,4,"","","",1,"","","","","","",valid,"","",1,"",1751375786447,79,"",1751375785004,""
