Rec_Session_Id,Trial_Nr,Trial_Id,Block_Name,Block_Nr,Task_Name,Task_Nr,answer_column_number,answer_value,answerB_value,char1_value,char1_value,char2_value,char2_value,click_choice_frame_1,click_choice_frame_1,click_choice_frame_1,click_choice_Frame_2,click_choice_Frame_2,click_choice_Frame_2,click_choice_Frame_3,click_choice_Frame_3,click_choice_Frame_3,Condition_Id,copy_of_frec_3126,copy_of_questionB_value,current_answer,frec,frec_value,has_question_column_number,has_question_value,index_value,key_pressed_Frame_3,key_pressed_sentence,question_column_number,question_value,question_value,questionB_value,reaction_time_frame_1,reaction_time_frame_1,reaction_time_frame_1,reaction_time_Frame_2,reaction_time_Frame_2,reaction_time_Frame_2,reaction_time_Frame_3,reaction_time_Frame_3,reaction_time_Frame_3,RT_sentence,sentence_line1_value,sentence_line2_value,sentence1_value,sentence1_value,sentence1B_value,sentence2_column_nr,sentence2B_value,sentenceA_line2_value,trial_end,trial_start,word_high_value,word_high_value,word_low_value,word_low_value
1371049,1,1,block_1,1,instructions,1,"","","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1371049,1,1,block_1,1,prac_task,2,8,NO,"","","","","","","","","","","","","","",1,"","",0,"","",9,1,SI,"",undefined,7,"","","","","","","","","","","","",20019,No hemos llegado todavía,al parque de atracciones.,"","","",5,"","",1750950525704,1750950505684,"","","",""
1371049,1,1,block_1,1,end_practice,3,"","","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1371049,1,11,block_1,1,experimentaltask_B,4,8,NO,"","","","","","","","","","","","","","",1,"","",0,"","",9,1,NO,"",undefined,7,¿El señor fue descortés?,¿El señor fue descortés?,"","","","","","","","","","",2051,Cuando llegamos el señor,nos saludó. ,"","","",5,"","",1750950573408,1750950571357,"","","",""
1371049,1,1,block_1,1,outro,5,"","","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1371049,2,2,block_1,1,prac_task,2,8,"","","","","","","","","","","","","","","",1,"","",-1,"","",9,0,"","",undefined,7,"","","","","","","","","","","","",2628,Espero que este verano,sea algo más fresco.,"","","",5,"","",1750950530471,1750950527843,"","","",""
1371049,2,73,block_1,1,experimentaltask_B,4,8,NO,"","","","","","","","","","","","","","",1,"","",0,"","",9,1,NO,"",undefined,7,¿Estaban entretenidos?,¿Estaban entretenidos?,"","","","","","","","","","",2409,Durante la lectura el,tribunal estaba aburrido. ,"","","",5,"","",1750950577536,1750950575128,"","","",""
1371049,3,5,block_1,1,prac_task,2,8,NO,"","","","","","","","","","","","","","",1,"","",0,"","",9,1,"","",undefined,7,"","","","","","","","","","","","",2173,La pared está manchada,de pintura verde.,"","","",5,"","",1750950532951,1750950530779,"","","",""
1371049,3,24,block_1,1,experimentaltask_B,4,8,SI,"","","","","","","","","","","","","","",1,"","",1,"","",9,1,SI,"",undefined,7,¿Se escucha algo?,¿Se escucha algo?,"","","","","","","","","","",1702,Desde aquí se oyen pasos,que se acercan. ,"","","",5,"","",1750950580591,1750950578889,"","","",""
1371049,4,3,block_1,1,prac_task,2,8,SI,"","","","","","","","","","","","","","",1,"","",1,"","",9,1,"","",undefined,7,"","","","","","","","","","","","",2203,El niño no quería,quedarse en casa.,"","","",5,"","",1750950536848,1750950534646,"","","",""
1371049,4,36,block_1,1,experimentaltask_B,4,8,NO,"","","","","","","","","","","","","","",1,"","",0,"","",9,1,NO,"",undefined,7,¿Quedó limpia la ciudad?,¿Quedó limpia la ciudad?,"","","","","","","","","","",2451,Después del partido la,ciudad quedó sucia. ,"","","",5,"","",1750950584520,1750950582069,"","","",""
1371049,5,4,block_1,1,prac_task,2,8,"","","","","","","","","","","","","","","",1,"","",-1,"","",9,0,"","",undefined,7,"","","","","","","","","","","","",3025,Cuando suene la sirena,saldrán por la puerta.,"","","",5,"","",1750950542760,1750950539736,"","","",""
1371049,5,10,block_1,1,experimentaltask_B,4,8,"","","","","","","","","","","","","","","",1,"","",-1,"","",9,0,"","",undefined,7,"","","","","","","","","","","","",3138,No puede dejar de pensar,en la hora del almuerzo.,"","","",5,"","",1750950589399,1750950586262,"","","",""
1371049,6,87,block_1,1,experimentaltask_B,4,8,"","","","","","","","","","","","","","","",1,"","",-1,"","",9,0,"","",undefined,7,"","","","","","","","","","","","",1840,Mientras las montañas,estén nevadas hará frío. ,"","","",5,"","",1750950591551,1750950589712,"","","",""
1371049,7,97,block_1,1,experimentaltask_B,4,8,"","","","","","","","","","","","","","","",1,"","",-1,"","",9,0,"","",undefined,7,"","","","","","","","","","","","",2266,En el libro aparecen las,criaturas más raras.,"","","",5,"","",1750950594081,1750950591815,"","","",""
1371049,8,67,block_1,1,experimentaltask_B,4,8,"","","","","","","","","","","","","","","",1,"","",-1,"","",9,0,"","",undefined,7,"","","","","","","","","","","","",2298,Mientras las maletas,"llegan, esperaremos aquí.","","","",5,"","",1750950596648,1750950594349,"","","",""
1371049,9,93,block_1,1,experimentaltask_B,4,8,"","","","","","","","","","","","","","","",1,"","",-1,"","",9,0,"","",undefined,7,"","","","","","","","","","","","",1716,Este año los impuestos,han subido de nuevo. ,"","","",5,"","",1750950598664,1750950596948,"","","",""
1371049,10,65,block_1,1,experimentaltask_B,4,8,"","","","","","","","","","","","","","","",1,"","",-1,"","",9,0,"","",undefined,7,"","","","","","","","","","","","",1973,En esta comunidad los,efectos ni se notaron.,"","","",5,"","",1750950600911,1750950598938,"","","",""
1371049,11,52,block_1,1,experimentaltask_B,4,8,"","","","","","","","","","","","","","","",1,"","",-1,"","",9,0,"","",undefined,7,"","","","","","","","","","","","",2184,No esperábamos que el ,pescado saltase a la red.,"","","",5,"","",1750950603399,1750950601215,"","","",""
1371049,12,82,block_1,1,experimentaltask_B,4,8,"","","","","","","","","","","","","","","",1,"","",-1,"","",9,0,"","",undefined,7,"","","","","","","","","","","","",2116,Se sospecha que los,informes tengan errores. ,"","","",5,"","",1750950605816,1750950603701,"","","",""
1371049,13,70,block_1,1,experimentaltask_B,4,8,"","","","","","","","","","","","","","","",1,"","",-1,"","",9,0,"","",undefined,7,"","","","","","","","","","","","",2034,Esta tarde las tiendas,del centro cerrarán.,"","","",5,"","",1750950608152,1750950606118,"","","",""
1371049,14,84,block_1,1,experimentaltask_B,4,8,SI,"","","","","","","","","","","","","","",1,"","",1,"","",9,1,SI,"",undefined,7,¿Le agradan los consejos?,¿Le agradan los consejos?,"","","","","","","","","","",1304,Me gustan los consejos,que me das siempre. ,"","","",5,"","",1750950609768,1750950608463,"","","",""
1371049,15,56,block_1,1,experimentaltask_B,4,8,"","","","","","","","","","","","","","","",1,"","",-1,"","",9,0,"","",undefined,7,"","","","","","","","","","","","",2100,El niño miraba cómo la,revista se imprimía.,"","","",5,"","",1750950613864,1750950611763,"","","",""
1371049,16,91,block_1,1,experimentaltask_B,4,8,"","","","","","","","","","","","","","","",1,"","",-1,"","",9,0,"","",undefined,7,"","","","","","","","","","","","",1721,Hay suficientes corazones,solos en este mundo. ,"","","",5,"","",1750950615855,1750950614135,"","","",""
1371049,17,4,block_1,1,experimentaltask_B,4,8,"","","","","","","","","","","","","","","",1,"","",-1,"","",9,0,"","",undefined,7,"","","","","","","","","","","","",1809,Esta mañana el hijo está,jugando en el parque.,"","","",5,"","",1750950617937,1750950616128,"","","",""
1371049,18,83,block_1,1,experimentaltask_B,4,8,"","","","","","","","","","","","","","","",1,"","",-1,"","",9,0,"","",undefined,7,"","","","","","","","","","","","",1401,Los diferentes sistemas,funcionan adecuadamente. ,"","","",5,"","",1750950619639,1750950618239,"","","",""
1371049,19,45,block_1,1,experimentaltask_B,4,8,SI,"","","","","","","","","","","","","","",1,"","",1,"","",9,1,SI,"",undefined,7,¿Se necesita compromiso?,¿Se necesita compromiso?,"","","","","","","","","","",1788,Hacen falta unos padres,más comprometidos.,"","","",5,"","",1750950621728,1750950619940,"","","",""
1371049,20,12,block_1,1,experimentaltask_B,4,8,"","","","","","","","","","","","","","","",1,"","",-1,"","",9,0,"","",undefined,7,"","","","","","","","","","","","",1670,Para recorrer el mundo,necesitarás ayuda. ,"","","",5,"","",1750950625016,1750950623347,"","","",""
1371049,21,51,block_1,1,experimentaltask_B,4,8,SI,"","","","","","","","","","","","","","",1,"","",1,"","",9,1,SI,"",undefined,7,¿Fue útil el profesional?,¿Fue útil el profesional?,"","","","","","","","","","",1254,En la empresa el nuevo,experto ayudó mucho. ,"","","",5,"","",1750950626579,1750950625326,"","","",""
1371049,22,49,block_1,1,experimentaltask_B,4,8,NO,"","","","","","","","","","","","","","",1,"","",0,"","",9,1,NO,"",undefined,7,¿Parecen feas?,¿Parecen feas?,"","","","","","","","","","",1408,Son preciosas estas,flores campestres.,"","","",5,"","",1750950629847,1750950628440,"","","",""
1371049,23,22,block_1,1,experimentaltask_B,4,8,"","","","","","","","","","","","","","","",1,"","",-1,"","",9,0,"","",undefined,7,"","","","","","","","","","","","",1742,Si te fijas en los datos,verás que no te estafan. ,"","","",5,"","",1750950633067,1750950631324,"","","",""
1371049,24,86,block_1,1,experimentaltask_B,4,8,"","","","","","","","","","","","","","","",1,"","",-1,"","",9,0,"","",undefined,7,"","","","","","","","","","","","",1597,Esperemos que estas,ventanas aíslen del frío.,"","","",5,"","",1750950634927,1750950633331,"","","",""
1371049,25,13,block_1,1,experimentaltask_B,4,8,"","","","","","","","","","","","","","","",1,"","",-1,"","",9,0,"","",undefined,7,"","","","","","","","","","","","",1255,Cuando veas el lugar,te encantará. ,"","","",5,"","",1750950636495,1750950635240,"","","",""
1371049,26,100,block_1,1,experimentaltask_B,4,8,"","","","","","","","","","","","","","","",1,"","",-1,"","",9,0,"","",undefined,7,"","","","","","","","","","","","",1551,Esta semana tengo muchas ,reuniones por delante. ,"","","",5,"","",1750950655687,1750950654137,"","","",""
1371049,27,28,block_1,1,experimentaltask_B,4,8,NO,"","","","","","","","","","","","","","",1,"","",0,"","",9,1,NO,"",undefined,7,¿Todas tienen volcanes?,¿Todas tienen volcanes?,"","","","","","","","","","",2225,Entre todas las islas solo,una tiene volcanes. ,"","","",5,"","",1750950658215,1750950655990,"","","",""
1371049,28,26,block_1,1,experimentaltask_B,4,8,"","","","","","","","","","","","","","","",1,"","",-1,"","",9,0,"","",undefined,7,"","","","","","","","","","","","",1449,Llegaremos lejos con,estas ideas de proyecto. ,"","","",5,"","",1750950661425,1750950659976,"","","",""
1371049,29,57,block_1,1,experimentaltask_B,4,8,SI,"","","","","","","","","","","","","","",1,"","",1,"","",9,1,NO,"",undefined,7,¿Compraron la obra?,¿Compraron la obra?,"","","","","","","","","","",1215,Durante la subasta la,pintura se vendió. ,"","","",5,"","",1750950662905,1750950661690,"","","",""
1371049,30,2,block_1,1,experimentaltask_B,4,8,"","","","","","","","","","","","","","","",1,"","",-1,"","",9,0,"","",undefined,7,"","","","","","","","","","","","",1850,Es importante usar el,tipo de ropa adecuado. ,"","","",5,"","",1750950667760,1750950665911,"","","",""
1371049,31,48,block_1,1,experimentaltask_B,4,8,"","","","","","","","","","","","","","","",1,"","",-1,"","",9,0,"","",undefined,7,"","","","","","","","","","","","",1551,Tengo que revisar estas,clases antes de llegar. ,"","","",5,"","",1750950669615,1750950668064,"","","",""
