Always_Fullscreen,Browser_Spec,BrowserVersion_Spec,Completed,Crowdsourcing_Code,Crowdsourcing_SubjId,End_Time,End_Time_Local,Exp_Subject_Id,Experiment_Version,Group_Name,Group_Nr,Rec_Session_Id,Screen_Refresh_Rate,Session_Name,Session_Nr,Session_Token,Start_Time,Start_Time_Local,Subject_Code,Subject_Nr,Subject_Nr_Per_Group,System_Spec,TimeMeasure_Mean,TimeMeasure_Std,Window_Height_In_Pixels,Window_Width_In_Pixels
false,Chrome,137.0.0.0 Safari/537.36,true,"","",2025-06-30T08:20:40.184Z,2025-06-30 10:20:40+02,1170653,412,group_1,1,1374110,144.92753623188216,session_1,1,92a8a275de5a8957b0a8966ad3788f2b,2025-06-30T08:04:02.521Z,2025-06-30 10:04:00+02,16,11,11,Windows-PC,102.60204081632654,277.0513007750392,960,1707
