Always_Fullscreen,Browser_Spec,BrowserVersion_Spec,Completed,Crowdsourcing_Code,Crowdsourcing_SubjId,End_Time,End_Time_Local,Exp_Subject_Id,Experiment_Version,FaceDetectionRate,Group_Name,Group_Nr,Rec_Session_Id,Screen_Refresh_Rate,Session_Name,Session_Nr,Session_Token,Start_Time,Start_Time_Local,Subject_Code,Subject_Nr,Subject_Nr_Per_Group,System_Spec,TimeMeasure_Mean,TimeMeasure_Std,Window_Height_In_Pixels,Window_Width_In_Pixels
false,Chrome,137.0.0.0 Safari/537.36,true,"","",2025-07-11T15:14:43.267Z,2025-07-11 17:14:43+02,1177934,364,56.30630630627678,group_1,1,1385640,144.92753623188216,session_1,1,cf0f81378e9b2dad49a29722ad686d60,2025-07-11T15:01:13.582Z,2025-07-11 17:01:10+02,25,11,11,Windows-PC,90.06962025316454,255.80407151005545,960,1707
