"","Trial_Nr","Trial_Id","Block_Name","Block_Nr","Task_Name","Task_Nr","Exp_Subject_Id","Rec_Session_Id","Session_Nr","timestamp","gaze_x","gaze_y","time_diff"
"1",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692332805,113.547077178955,364.818958640099,13
"2",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692332829,83.6247825622559,396.782366037369,24
"3",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692332844,102.585411071777,384.123541116714,15
"4",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692332874,104.175224304199,263.592599630356,30
"5",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692332904,121.263599395752,313.226464390755,30
"6",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692332927,118.059883117676,268.488167524338,23
"7",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692332944,113.211994171143,272.622685432434,17
"8",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692332965,109.502277374268,296.063379049301,21
"9",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692332980,114.661502838135,319.739484786987,15
"10",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333004,131.648941040039,273.988503813744,24
"11",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333025,147.448310852051,242.267782688141,21
"12",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333049,107.169513702393,279.995214343071,24
"13",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333071,103.189029693604,261.277778148651,22
"14",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333096,139.199466705322,300.52462220192,25
"15",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333139,107.500305175781,309.524484872818,43
"16",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333183,186.039848327637,272.491879463196,44
"17",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333204,440.913791656494,290.29875934124,21
"18",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333228,456.221580505371,245.569635629654,24
"19",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333251,459.853248596191,265.165135860443,23
"20",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333277,419.87606048584,209.520038366318,26
"21",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333295,411.507396697998,215.202695131302,18
"22",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333320,412.650203704834,309.058955311775,25
"23",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333339,395.05542755127,283.758637905121,19
"24",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333368,433.977069854736,224.635337591171,29
"25",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333390,441.654453277588,217.570495605469,22
"26",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333414,415.391120910645,288.286684155464,24
"27",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333430,411.194972991943,292.531955838203,16
"28",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333451,566.22857093811,256.5354180336,21
"29",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333469,694.603071212769,251.685297489166,18
"30",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333499,696.724662780762,306.697382926941,30
"31",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333575,666.08983039856,306.597636938095,76
"32",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333605,642.558403015137,364.595922231674,30
"33",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333621,639.431962966919,295.719514489174,16
"34",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333640,829.19370174408,209.839296340942,19
"35",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333657,976.84161901474,225.081603527069,17
"36",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333676,990.572111606598,279.407295584679,19
"37",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333690,947.406261563301,309.307386875153,14
"38",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333715,965.292685925961,378.96893620491,25
"39",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333733,962.821220308542,310.788159370422,18
"40",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333758,968.912018537521,315.673363208771,25
"41",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333787,957.736628651619,338.028244972229,29
"42",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333808,942.385509610176,326.437159180641,21
"43",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333835,944.524834156036,365.557767748833,27
"44",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333855,1241.92843437195,443.627599775791,20
"45",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333904,1229.53777313232,457.387983798981,49
"46",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333922,1229.41823959351,472.110929489136,18
"47",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333943,1224.09702301025,352.288413047791,21
"48",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333959,1222.29949951172,358.487228751183,16
"49",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333982,1202.12265014648,237.421556711197,23
"50",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692334002,1192.1436882019,244.033341407776,20
"51",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692334026,1277.66201019287,303.638377189636,24
"52",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692334049,1256.82126045227,307.454892396927,23
"53",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692334074,1222.81087875366,400.054832696915,25
"54",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692334092,1213.60779762268,405.209662914276,18
"55",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692334117,1192.99315452576,371.898365020752,25
"56",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692334143,1204.55986976624,351.012217998505,26
"57",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692334165,1228.08225631714,341.556481719017,22
"58",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692334179,1206.23262405396,327.243511676788,14
"59",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692334219,1235.34602165222,356.801347732544,40
"60",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692334252,1167.93727397919,407.138479650021,33
"61",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692334274,1212.2639465332,342.470739483833,22
"62",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692334296,1084.97836589813,346.914086937904,22
"63",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692334319,711.372356414795,439.874564409256,23
"64",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692334343,185.056972503662,587.286575138569,24
"65",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692334372,224.539089202881,534.090289548039,29
"66",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692334400,218.753929138184,543.406724631786,28
