"","Num_subjects","Num_items","power_FFD","power_FFD_upper","power_FFD_lower","power_SFD","power_SFD_upper","power_SFD_lower","power_GD","power_GD_upper","power_GD_lower","power_TVT","power_TVT_upper","power_TVT_lower"
"66",42,48,0.65,0.846090795215459,0.407811465467172,0.95,0.99873491050205,0.751267237227972,0.55,0.769422103224076,0.315278133040549,0.8,0.942666002949967,0.563385997003332
"67",42,56,0.75,0.913428530898565,0.508954128292042,0.95,0.99873491050205,0.751267237227972,0.75,0.913428530898565,0.508954128292042,0.6,0.808809939274693,0.36054258730749
"68",42,64,0.9,0.987651472829705,0.683017285980918,0.95,0.99873491050205,0.751267237227972,0.75,0.913428530898565,0.508954128292042,0.85,0.967929062814536,0.621073173454686
"69",42,72,0.95,0.99873491050205,0.751267237227972,0.9,0.987651472829705,0.683017285980918,0.75,0.913428530898565,0.508954128292042,0.9,0.987651472829705,0.683017285980918
"70",42,80,0.8,0.942666002949967,0.563385997003332,0.95,0.99873491050205,0.751267237227972,0.75,0.913428530898565,0.508954128292042,1,1,0.831566529016915
"71",48,8,0.15,0.378926826545314,0.0320709371854637,0.2,0.436614002996668,0.0573339970500328,0.05,0.248732762772028,0.00126508949794979,0.1,0.316982714019082,0.0123485271702948
"72",48,16,0.25,0.491045871707958,0.0865714691014345,0.3,0.542789182276289,0.118931590405728,0.15,0.378926826545314,0.0320709371854637,0.35,0.592188534532828,0.153909204784541
"73",48,24,0.45,0.684721866959451,0.230577896775924,0.45,0.684721866959451,0.230577896775924,0.45,0.684721866959451,0.230577896775924,0.35,0.592188534532828,0.153909204784541
"74",48,32,0.45,0.684721866959451,0.230577896775924,0.6,0.808809939274693,0.36054258730749,0.5,0.728042150439208,0.271957849560792,0.6,0.808809939274693,0.36054258730749
"75",48,40,0.7,0.881068409594272,0.457210817723711,0.75,0.913428530898565,0.508954128292042,0.75,0.913428530898565,0.508954128292042,0.75,0.913428530898565,0.508954128292042
"76",48,48,0.75,0.913428530898565,0.508954128292042,0.8,0.942666002949967,0.563385997003332,0.8,0.942666002949967,0.563385997003332,0.7,0.881068409594272,0.457210817723711
"77",48,56,0.7,0.881068409594272,0.457210817723711,0.85,0.967929062814536,0.621073173454686,0.9,0.987651472829705,0.683017285980918,0.95,0.99873491050205,0.751267237227972
"78",48,64,0.95,0.99873491050205,0.751267237227972,0.95,0.99873491050205,0.751267237227972,0.7,0.881068409594272,0.457210817723711,0.95,0.99873491050205,0.751267237227972
"79",48,72,0.95,0.99873491050205,0.751267237227972,0.95,0.99873491050205,0.751267237227972,0.95,0.99873491050205,0.751267237227972,1,1,0.831566529016915
"80",48,80,0.95,0.99873491050205,0.751267237227972,1,1,0.831566529016915,0.9,0.987651472829705,0.683017285980918,0.9,0.987651472829705,0.683017285980918
"81",54,8,0.05,0.248732762772028,0.00126508949794979,0.1,0.316982714019082,0.0123485271702948,0.2,0.436614002996668,0.0573339970500328,0.2,0.436614002996668,0.0573339970500328
"82",54,16,0.45,0.684721866959451,0.230577896775924,0.5,0.728042150439208,0.271957849560792,0.35,0.592188534532828,0.153909204784541,0.2,0.436614002996668,0.0573339970500328
"83",54,24,0.5,0.728042150439208,0.271957849560792,0.75,0.913428530898565,0.508954128292042,0.65,0.846090795215459,0.407811465467172,0.45,0.684721866959451,0.230577896775924
"84",54,32,0.6,0.808809939274693,0.36054258730749,0.75,0.913428530898565,0.508954128292042,0.6,0.808809939274693,0.36054258730749,0.7,0.881068409594272,0.457210817723711
"85",54,40,0.75,0.913428530898565,0.508954128292042,0.95,0.99873491050205,0.751267237227972,0.65,0.846090795215459,0.407811465467172,0.75,0.913428530898565,0.508954128292042
"86",54,48,0.9,0.987651472829705,0.683017285980918,1,1,0.831566529016915,0.75,0.913428530898565,0.508954128292042,0.8,0.942666002949967,0.563385997003332
"87",54,56,0.8,0.942666002949967,0.563385997003332,1,1,0.831566529016915,0.7,0.881068409594272,0.457210817723711,0.95,0.99873491050205,0.751267237227972
"88",54,64,0.95,0.99873491050205,0.751267237227972,0.9,0.987651472829705,0.683017285980918,0.85,0.967929062814536,0.621073173454686,0.95,0.99873491050205,0.751267237227972
"89",54,72,1,1,0.831566529016915,1,1,0.831566529016915,0.8,0.942666002949967,0.563385997003332,0.85,0.967929062814536,0.621073173454686
"90",54,80,0.9,0.987651472829705,0.683017285980918,0.95,0.99873491050205,0.751267237227972,0.95,0.99873491050205,0.751267237227972,1,1,0.831566529016915
"91",60,8,0.1,0.316982714019082,0.0123485271702948,0.2,0.436614002996668,0.0573339970500328,0.35,0.592188534532828,0.153909204784541,0.25,0.491045871707958,0.0865714691014345
"92",60,16,0.45,0.684721866959451,0.230577896775924,0.5,0.728042150439208,0.271957849560792,0.5,0.728042150439208,0.271957849560792,0.15,0.378926826545314,0.0320709371854637
"93",60,24,0.65,0.846090795215459,0.407811465467172,0.75,0.913428530898565,0.508954128292042,0.5,0.728042150439208,0.271957849560792,0.45,0.684721866959451,0.230577896775924
"94",60,32,0.7,0.881068409594272,0.457210817723711,0.95,0.99873491050205,0.751267237227972,0.55,0.769422103224076,0.315278133040549,0.7,0.881068409594272,0.457210817723711
"95",60,40,0.7,0.881068409594272,0.457210817723711,0.85,0.967929062814536,0.621073173454686,0.8,0.942666002949967,0.563385997003332,0.75,0.913428530898565,0.508954128292042
"96",60,48,0.7,0.881068409594272,0.457210817723711,0.95,0.99873491050205,0.751267237227972,0.95,0.99873491050205,0.751267237227972,0.9,0.987651472829705,0.683017285980918
"97",60,56,0.85,0.967929062814536,0.621073173454686,0.8,0.942666002949967,0.563385997003332,0.8,0.942666002949967,0.563385997003332,0.95,0.99873491050205,0.751267237227972
"98",60,64,0.9,0.987651472829705,0.683017285980918,0.95,0.99873491050205,0.751267237227972,0.9,0.987651472829705,0.683017285980918,1,1,0.831566529016915
"99",60,72,0.9,0.987651472829705,0.683017285980918,0.9,0.987651472829705,0.683017285980918,0.95,0.99873491050205,0.751267237227972,1,1,0.831566529016915
"100",60,80,1,1,0.831566529016915,1,1,0.831566529016915,0.85,0.967929062814536,0.621073173454686,0.95,0.99873491050205,0.751267237227972
