Rec_Session_Id,Trial_Nr,Trial_Id,Block_Name,Block_Nr,Task_Name,Task_Nr,accuracy,Bnd_loc,boundary,Condition_Id,copy_of_copy_of_trial_number,copy_of_trial_number,Frequency,gaze_box,gaze_box_object,pixel_density,Preview,preview,preview,question_answer,screen_dist,trial_end,trial_number,trial_screen1_end,trial_start,undefined_name
1346807,1,35,block_1,1,sentence,4,"","","",2,"","",low,"","","","","","",1,"",1748355653985,46,"",1748355651496,""
1346807,1,17,block_1,1,sentence_DC,3,"","","",1,"","","","","","",valid,"","",0,"",1748355243001,6,"",1748355240217,""
1346807,1,1,block_1,1,imported_instructions,2,"","","",1,"","","","","",5.841121495327103,"","","",1,60,1748355219321,5,"",1748355214418,""
1346807,1,1,block_1,1,wait,1,"","","",1,"","","","","","","","","","","","","","","",""
1346807,2,15,block_1,1,sentence,4,"","","",1,"","",high,"","","","","","",1,"",1748355659170,47,"",1748355655938,""
1346807,2,36,block_1,1,sentence_DC,3,"","","",2,"","","","","","",invalid,"","",1,"",1748355248106,7,"",1748355245235,""
1346807,3,48,block_1,1,sentence,4,"","","",2,"","",low,"","","","","","",1,"",1748355664081,48,"",1748355661569,""
1346807,3,37,block_1,1,sentence_DC,3,"","","",2,"","","","","","",invalid,"","",1,"",1748355251161,8,"",1748355249938,""
1346807,4,12,block_1,1,sentence_DC,3,"","","",1,"","","","","","",valid,"","",0,"",1748355256889,9,"",1748355254459,""
1346807,4,59,block_1,1,sentence,4,"","","",2,"","",low,"","","","","","",1,"",1748355668729,49,"",1748355666399,""
1346807,5,42,block_1,1,sentence,4,"","","",2,"","",low,"","","","","","",1,"",1748355673801,50,"",1748355670084,""
1346807,5,27,block_1,1,sentence_DC,3,"","","",2,"","","","","","",invalid,"","",0,"",1748355263937,10,"",1748355259156,""
1346807,6,39,block_1,1,sentence,4,"","","",2,"","",low,"","","","","","",1,"",1748355695714,51,"",1748355692483,""
1346807,6,34,block_1,1,sentence_DC,3,"","","",2,"","","","","","",invalid,"","",1,"",1748355286137,11,"",1748355284771,""
1346807,7,1,block_1,1,sentence_DC,3,"","","",1,"","","","","","",valid,"","",0,"",1748355290265,12,"",1748355289143,""
1346807,7,2,block_1,1,sentence,4,"","","",1,"","",high,"","","","","","",0,"",1748355700650,52,"",1748355698665,""
1346807,8,12,block_1,1,sentence,4,"","","",1,"","",high,"","","","","","",0,"",1748355707713,53,"",1748355702198,""
1346807,8,11,block_1,1,sentence_DC,3,"","","",1,"","","","","","",valid,"","",0,"",1748355293617,13,"",1748355292191,""
1346807,9,38,block_1,1,sentence_DC,3,"","","",2,"","","","","","",invalid,"","",0,"",1748355297385,14,"",1748355295452,""
1346807,9,4,block_1,1,sentence,4,"","","",1,"","",high,"","","","","","",0,"",1748355712985,54,"",1748355709294,""
1346807,10,40,block_1,1,sentence_DC,3,"","","",2,"","","","","","",invalid,"","",1,"",1748355302993,15,"",1748355301682,""
1346807,10,50,block_1,1,sentence,4,"","","",2,"","",low,"","","","","","",1,"",1748355719746,55,"",1748355715670,""
1346807,11,39,block_1,1,sentence_DC,3,"","","",2,"","","","","","",invalid,"","",0,"",1748355353897,16,"",1748355352596,""
1346807,11,44,block_1,1,sentence,4,"","","",2,"","",low,"","","","","","",1,"",1748355740273,56,"",1748355738063,""
1346807,12,8,block_1,1,sentence,4,"","","",1,"","",high,"","","","","","",0,"",1748355745681,57,"",1748355741833,""
1346807,12,9,block_1,1,sentence_DC,3,"","","",1,"","","","","","",valid,"","",0,"",1748355361121,17,"",1748355359196,""
1346807,13,32,block_1,1,sentence_DC,3,"","","",2,"","","","","","",invalid,"","",0,"",1748355364137,18,"",1748355363098,""
1346807,13,38,block_1,1,sentence,4,"","","",2,"","",low,"","","","","","",1,"",1748355750426,58,"",1748355748391,""
1346807,14,15,block_1,1,sentence_DC,3,"","","",1,"","","","","","",valid,"","",0,"",1748355369001,19,"",1748355366323,""
1346807,14,56,block_1,1,sentence,4,"","","",2,"","",low,"","","","","","",1,"",1748355753753,59,"",1748355752129,""
1346807,15,11,block_1,1,sentence,4,"","","",1,"","",high,"","","","","","",0,"",1748355759443,60,"",1748355756342,""
1346807,15,14,block_1,1,sentence_DC,3,"","","",1,"","","","","","",valid,"","",1,"",1748355373866,20,"",1748355372293,""
1346807,16,5,block_1,1,sentence_DC,3,"","","",1,"","","","","","",valid,"","",1,"",1748355394299,21,"",1748355393026,""
1346807,16,29,block_1,1,sentence,4,"","","",1,"","",high,"","","","","","",0,"",1748355958961,61,"",1748355954453,""
1346807,17,25,block_1,1,sentence_DC,3,"","","",2,"","","","","","",invalid,"","",0,"",1748355398137,22,"",1748355396201,""
1346807,17,45,block_1,1,sentence,4,"","","",2,"","",low,"","","","","","",0,"",1748355967689,62,"",1748355962453,""
1346807,18,35,block_1,1,sentence_DC,3,"","","",2,"","","","","","",invalid,"","",0,"",1748355401706,23,"",1748355400291,""
