Rec_Session_Id,Trial_Nr,Trial_Id,Block_Name,Block_Nr,Task_Name,Task_Nr,accuracy,Bnd_loc,boundary,Condition_Id,copy_of_copy_of_trial_number,copy_of_trial_number,Frequency,gaze_box,gaze_box_object,Preview,preview,preview,question_answer,trial_end,trial_number,trial_screen1_end,trial_start,undefined_name
1134173,1,1,block_1,1,wait,1,"","","",1,"","","","","","","","","","","","","",""
1134173,1,36,block_1,1,sentence,3,"","","",2,"","",low,"","","","","",1,1724334985246,1,"",1724334949151,""
1134173,2,31,block_1,1,sentence,3,"","","",2,"","",low,"","","","","",0,1724335002432,2,"",1724334995435,""
1134173,3,16,block_1,1,sentence,3,"","","",1,"","",high,"","","","","",1,1724335010760,3,"",1724335005859,""
1134173,4,55,block_1,1,sentence,3,"","","",2,"","",low,"","","","","",1,1724335019888,4,"",1724335015163,""
1134173,5,38,block_1,1,sentence,3,"","","",2,"","",low,"","","","","",1,1724335026985,5,"",1724335022888,""
1134173,6,3,block_1,1,sentence,3,"","","",1,"","",high,"","","","","",1,1724335053304,6,"",1724335049464,""
1134173,7,42,block_1,1,sentence,3,"","","",2,"","",low,"","","","","",1,1724335063081,7,"",1724335058513,""
1134173,8,48,block_1,1,sentence,3,"","","",2,"","",low,"","","","","",1,1724335070600,8,"",1724335065899,""
1134173,9,10,block_1,1,sentence,3,"","","",1,"","",high,"","","","","",0,1724335078952,9,"",1724335073476,""
1134173,10,29,block_1,1,sentence,3,"","","",1,"","",high,"","","","","",0,1724335091135,10,"",1724335085123,""
1134173,11,34,block_1,1,sentence,3,"","","",2,"","",low,"","","","","",1,1724335122968,11,"",1724335116898,""
1134173,12,21,block_1,1,sentence,3,"","","",1,"","",high,"","","","","",0,1724335132071,12,"",1724335126625,""
1134173,13,14,block_1,1,sentence,3,"","","",1,"","",high,"","","","","",0,1724335139167,13,"",1724335135400,""
1134173,14,39,block_1,1,sentence,3,"","","",2,"","",low,"","","","","",1,1724335148976,14,"",1724335143073,""
1134173,15,54,block_1,1,sentence,3,"","","",2,"","",low,"","","","","",0,1724335158608,15,"",1724335152418,""
1134173,16,44,block_1,1,sentence,3,"","","",2,"","",low,"","","","","",1,1724335229168,16,"",1724335222648,""
1134173,17,28,block_1,1,sentence,3,"","","",1,"","",high,"","","","","",0,1724335237623,17,"",1724335232859,""
1134173,18,57,block_1,1,sentence,3,"","","",2,"","",low,"","","","","",0,1724335248783,18,"",1724335240768,""
1134173,19,46,block_1,1,sentence,3,"","","",2,"","",low,"","","","","",1,1724335257809,19,"",1724335252815,""
1134173,20,41,block_1,1,sentence,3,"","","",2,"","",low,"","","","","",1,1724335272600,20,"",1724335262057,""
1134173,21,19,block_1,1,sentence,3,"","","",1,"","",high,"","","","","",1,1724335300552,21,"",1724335295880,""
1134173,22,25,block_1,1,sentence,3,"","","",1,"","",high,"","","","","",1,1724335309368,22,"",1724335303863,""
1134173,23,13,block_1,1,sentence,3,"","","",1,"","",high,"","","","","",1,1724335319351,23,"",1724335313226,""
1134173,24,7,block_1,1,sentence,3,"","","",1,"","",high,"","","","","",1,1724335327655,24,"",1724335322346,""
1134173,25,32,block_1,1,sentence,3,"","","",2,"","",low,"","","","","",0,1724335335070,25,"",1724335331491,""
1134173,26,17,block_1,1,sentence,3,"","","",1,"","",high,"","","","","",0,1724335367904,26,"",1724335361551,""
1134173,27,24,block_1,1,sentence,3,"","","",1,"","",high,"","","","","",0,1724335375775,27,"",1724335370787,""
1134173,28,56,block_1,1,sentence,3,"","","",2,"","",low,"","","","","",1,1724335385744,28,"",1724335379744,""
1134173,29,5,block_1,1,sentence,3,"","","",1,"","",high,"","","","","",0,1724335392759,29,"",1724335388611,""
1134173,30,53,block_1,1,sentence,3,"","","",2,"","",low,"","","","","",1,1724335403983,30,"",1724335396713,""
1134173,31,30,block_1,1,sentence,3,"","","",1,"","",high,"","","","","",0,1724335473960,31,"",1724335467210,""
1134173,32,27,block_1,1,sentence,3,"","","",1,"","",high,"","","","","",0,1724335482648,32,"",1724335477663,""
1134173,33,18,block_1,1,sentence,3,"","","",1,"","",high,"","","","","",1,1724335493015,33,"",1724335486487,""
1134173,34,40,block_1,1,sentence,3,"","","",2,"","",low,"","","","","",1,1724335502191,34,"",1724335496474,""
1134173,35,15,block_1,1,sentence,3,"","","",1,"","",high,"","","","","",1,1724335511575,35,"",1724335506359,""
1134173,36,58,block_1,1,sentence,3,"","","",2,"","",low,"","","","","",0,1724335542007,36,"",1724335534511,""
1134173,37,4,block_1,1,sentence,3,"","","",1,"","",high,"","","","","",0,1724335550255,37,"",1724335544915,""
1134173,38,9,block_1,1,sentence,3,"","","",1,"","",high,"","","","","",0,1724335560416,38,"",1724335553770,""
1134173,39,20,block_1,1,sentence,3,"","","",1,"","",high,"","","","","",1,1724335571191,39,"",1724335564254,""
1134173,40,11,block_1,1,sentence,3,"","","",1,"","",high,"","","","","",0,1724335580208,40,"",1724335575769,""
1134173,41,8,block_1,1,sentence,3,"","","",1,"","",high,"","","","","",0,1724335614855,41,"",1724335605719,""
1134173,42,1,block_1,1,sentence,3,"","","",1,"","",high,"","","","","",1,1724335621961,42,"",1724335618034,""
1134173,43,22,block_1,1,sentence,3,"","","",1,"","",high,"","","","","",1,1724335633847,43,"",1724335626537,""
1134173,44,6,block_1,1,sentence,3,"","","",1,"","",high,"","","","","",0,1724335644935,44,"",1724335639847,""
