"","Rec_Session_Id","Trial_Nr","Trial_Id","Task_Name","Condition_Id","Frequency","question_answer","trial_end","trial_number","trial_start","list","question_accuracy","sub"
"1219",1141181,59,44,"sentence",2,"low",1,1725977155259,64,1725977153214,"A",1,5
"1220",1141181,60,35,"sentence",2,"low",1,1725977160250,65,1725977158795,"A",1,5
"1221",1141181,1,22,"sentence_DC",2,NA,1,1725977189507,66,NA,"A",1,5
"1222",1141181,2,27,"sentence_DC",2,NA,0,1725977193706,67,NA,"A",1,5
"1223",1141181,3,10,"sentence_DC",1,NA,0,1725977198306,68,NA,"A",1,5
"1224",1141181,4,16,"sentence_DC",1,NA,1,1725977201978,69,NA,"A",1,5
"1225",1141181,5,28,"sentence_DC",2,NA,1,1725977206346,70,NA,"A",1,5
"1226",1141181,6,23,"sentence_DC",2,NA,1,1725977247505,71,NA,"A",1,5
"1227",1141181,7,17,"sentence_DC",1,NA,0,1725977254891,72,NA,"A",1,5
"1228",1141181,8,34,"sentence_DC",2,NA,1,1725977258465,73,NA,"A",1,5
"1229",1141181,9,40,"sentence_DC",2,NA,1,1725977263473,74,NA,"A",1,5
"1230",1141181,10,39,"sentence_DC",2,NA,0,1725977267217,75,NA,"A",1,5
"1231",1141181,11,36,"sentence_DC",2,NA,1,1725977361324,76,NA,"A",1,5
"1232",1141181,12,8,"sentence_DC",1,NA,0,1725977364480,77,NA,"A",1,5
"1233",1141181,13,11,"sentence_DC",1,NA,0,1725977368664,78,NA,"A",1,5
"1234",1141181,14,5,"sentence_DC",1,NA,1,1725977372345,79,NA,"A",1,5
"1235",1141181,15,12,"sentence_DC",1,NA,0,1725977375776,80,NA,"A",1,5
"1236",1141181,16,29,"sentence_DC",2,NA,0,1725977397665,81,NA,"A",1,5
"1237",1141181,17,15,"sentence_DC",1,NA,0,1725977401945,82,NA,"A",1,5
"1238",1141181,18,9,"sentence_DC",1,NA,0,1725977405868,83,NA,"A",1,5
"1239",1141181,19,25,"sentence_DC",2,NA,0,1725977408777,84,NA,"A",1,5
"1240",1141181,20,38,"sentence_DC",2,NA,1,1725977412969,85,NA,"A",0,5
"1241",1141181,21,35,"sentence_DC",2,NA,0,1725977441443,86,NA,"A",1,5
"1242",1141181,22,30,"sentence_DC",2,NA,1,1725977444769,87,NA,"A",1,5
"1243",1141181,23,32,"sentence_DC",2,NA,1,1725977448177,88,NA,"A",1,5
"1244",1141181,24,21,"sentence_DC",2,NA,0,1725977451568,89,NA,"A",1,5
"1245",1141181,25,33,"sentence_DC",2,NA,1,1725977456969,90,NA,"A",1,5
"1246",1141181,26,6,"sentence_DC",1,NA,0,1725977485905,91,NA,"A",1,5
"1247",1141181,27,18,"sentence_DC",1,NA,1,1725977489992,92,NA,"A",1,5
"1248",1141181,28,37,"sentence_DC",2,NA,1,1725977494081,93,NA,"A",1,5
"1249",1141181,29,3,"sentence_DC",1,NA,0,1725977497488,94,NA,"A",1,5
"1250",1141181,30,24,"sentence_DC",2,NA,1,1725977500808,95,NA,"A",1,5
"1251",1141181,31,13,"sentence_DC",1,NA,0,1725977526754,96,NA,"A",1,5
"1252",1141181,32,4,"sentence_DC",1,NA,1,1725977530617,97,NA,"A",1,5
"1253",1141181,33,14,"sentence_DC",1,NA,1,1725977535641,98,NA,"A",1,5
"1254",1141181,34,2,"sentence_DC",1,NA,1,1725977541338,99,NA,"A",1,5
"1255",1141181,35,26,"sentence_DC",2,NA,1,1725977544801,100,NA,"A",1,5
"1256",1141181,36,31,"sentence_DC",2,NA,1,1725977565521,101,NA,"A",1,5
"1257",1141181,37,7,"sentence_DC",1,NA,1,1725977569536,102,NA,"A",1,5
"1258",1141181,38,19,"sentence_DC",1,NA,0,1725977573025,103,NA,"A",1,5
"1259",1141181,39,1,"sentence_DC",1,NA,0,1725977576881,104,NA,"A",1,5
"1260",1141181,40,20,"sentence_DC",1,NA,0,1725977581811,105,NA,"A",1,5
"1261",1141170,1,54,"sentence",2,"low",0,1725972105391,6,1725972101335,"A",1,6
"1262",1141170,2,50,"sentence",2,"low",1,1725972109807,7,1725972107193,"A",1,6
"1263",1141170,3,44,"sentence",2,"low",0,1725972115287,8,1725972113254,"A",0,6
"1264",1141170,4,3,"sentence",1,"high",1,1725972121693,9,1725972119790,"A",1,6
"1265",1141170,5,57,"sentence",2,"low",0,1725972128119,10,1725972124738,"A",1,6
"1266",1141170,6,13,"sentence",1,"high",1,1725972155549,11,1725972153031,"A",1,6
"1267",1141170,7,31,"sentence",2,"low",0,1725972161111,12,1725972158335,"A",1,6
"1268",1141170,8,5,"sentence",1,"high",0,1725972166742,13,1725972164195,"A",1,6
"1269",1141170,9,33,"sentence",2,"low",1,1725972171453,14,1725972169400,"A",1,6
"1270",1141170,10,2,"sentence",1,"high",0,1725972181439,15,1725972177921,"A",1,6
"1271",1141170,11,24,"sentence",1,"high",0,1725972208669,16,1725972205726,"A",1,6
"1272",1141170,12,56,"sentence",2,"low",1,1725972213607,17,1725972210575,"A",1,6
"1273",1141170,13,23,"sentence",1,"high",1,1725972218869,18,1725972215854,"A",1,6
"1274",1141170,14,27,"sentence",1,"high",0,1725972224302,19,1725972221496,"A",1,6
"1275",1141170,15,8,"sentence",1,"high",0,1725972228693,20,1725972226217,"A",1,6
"1276",1141170,16,39,"sentence",2,"low",1,1725972253823,21,1725972250119,"A",1,6
"1277",1141170,17,10,"sentence",1,"high",0,1725972260726,22,1725972258095,"A",1,6
"1278",1141170,18,51,"sentence",2,"low",1,1725972266949,23,1725972264591,"A",1,6
"1279",1141170,19,41,"sentence",2,"low",1,1725972273271,24,1725972270440,"A",1,6
"1280",1141170,20,55,"sentence",2,"low",1,1725972277733,25,1725972275870,"A",1,6
"1281",1141170,21,60,"sentence",2,"low",1,1725972297685,26,1725972295930,"A",1,6
"1282",1141170,22,16,"sentence",1,"high",0,1725972302270,27,1725972300003,"A",0,6
"1283",1141170,23,46,"sentence",2,"low",0,1725972307542,28,1725972305768,"A",1,6
"1284",1141170,24,11,"sentence",1,"high",0,1725972310813,29,1725972309034,"A",1,6
"1285",1141170,25,49,"sentence",2,"low",0,1725972315053,30,1725972313051,"A",1,6
"1286",1141170,26,37,"sentence",2,"low",0,1725972366884,31,1725972364982,"A",1,6
"1287",1141170,27,20,"sentence",1,"high",1,1725972371629,32,1725972369238,"A",1,6
"1288",1141170,28,38,"sentence",2,"low",0,1725972375285,33,1725972373448,"A",0,6
"1289",1141170,29,59,"sentence",2,"low",1,1725972380198,34,1725972377461,"A",1,6
"1290",1141170,30,40,"sentence",2,"low",1,1725972383772,35,1725972381799,"A",1,6
"1291",1141170,31,42,"sentence",2,"low",1,1725972406669,36,1725972404817,"A",1,6
"1292",1141170,32,47,"sentence",2,"low",0,1725972410373,37,1725972408697,"A",1,6
"1293",1141170,33,19,"sentence",1,"high",1,1725972413749,38,1725972412247,"A",1,6
"1294",1141170,34,14,"sentence",1,"high",0,1725972417901,39,1725972416368,"A",1,6
"1295",1141170,35,29,"sentence",1,"high",0,1725972422813,40,1725972419878,"A",1,6
"1296",1141170,36,48,"sentence",2,"low",1,1725972443885,41,1725972441610,"A",1,6
"1297",1141170,37,53,"sentence",2,"low",1,1725972450806,42,1725972445914,"A",1,6
"1298",1141170,38,52,"sentence",2,"low",0,1725972457590,43,1725972453095,"A",1,6
"1299",1141170,39,35,"sentence",2,"low",1,1725972461788,44,1725972459834,"A",1,6
"1300",1141170,40,12,"sentence",1,"high",0,1725972466693,45,1725972463968,"A",1,6
"1301",1141170,41,45,"sentence",2,"low",0,1725972524422,46,1725972521741,"A",1,6
"1302",1141170,42,58,"sentence",2,"low",0,1725972528853,47,1725972526359,"A",1,6
"1303",1141170,43,4,"sentence",1,"high",0,1725972532389,48,1725972530462,"A",1,6
"1304",1141170,44,1,"sentence",1,"high",1,1725972536173,49,1725972534425,"A",1,6
"1305",1141170,45,7,"sentence",1,"high",1,1725972540757,50,1725972538661,"A",1,6
"1306",1141170,46,25,"sentence",1,"high",1,1725972563110,51,1725972559207,"A",1,6
"1307",1141170,47,26,"sentence",1,"high",0,1725972567644,52,1725972565297,"A",1,6
"1308",1141170,48,36,"sentence",2,"low",1,1725972571356,53,1725972569407,"A",1,6
"1309",1141170,49,28,"sentence",1,"high",0,1725972576925,54,1725972574733,"A",1,6
"1310",1141170,50,18,"sentence",1,"high",1,1725972581660,55,1725972579218,"A",1,6
"1311",1141170,51,30,"sentence",1,"high",0,1725972600844,56,1725972599169,"A",1,6
"1312",1141170,52,17,"sentence",1,"high",0,1725972606020,57,1725972603890,"A",1,6
"1313",1141170,53,9,"sentence",1,"high",0,1725972609180,58,1725972607398,"A",1,6
"1314",1141170,54,34,"sentence",2,"low",1,1725972613580,59,1725972610920,"A",1,6
"1315",1141170,55,43,"sentence",2,"low",0,1725972618284,60,1725972616272,"A",1,6
"1316",1141170,56,6,"sentence",1,"high",0,1725972718132,61,1725972715893,"A",1,6
"1317",1141170,57,15,"sentence",1,"high",1,1725972722532,62,1725972720426,"A",1,6
"1318",1141170,58,22,"sentence",1,"high",1,1725972727036,63,1725972724934,"A",1,6
"1319",1141170,59,21,"sentence",1,"high",0,1725972731716,64,1725972729583,"A",1,6
"1320",1141170,60,32,"sentence",2,"low",0,1725972735540,65,1725972733753,"A",1,6
"1321",1141170,1,27,"sentence_DC",2,NA,0,1725972756516,66,NA,"A",1,6
"1322",1141170,2,7,"sentence_DC",1,NA,1,1725972762116,67,NA,"A",1,6
"1323",1141170,3,16,"sentence_DC",1,NA,1,1725972765140,68,NA,"A",1,6
"1324",1141170,4,38,"sentence_DC",2,NA,0,1725972767644,69,NA,"A",1,6
"1325",1141170,5,25,"sentence_DC",2,NA,0,1725972770556,70,NA,"A",1,6
"1326",1141170,6,12,"sentence_DC",1,NA,0,1725972790196,71,NA,"A",1,6
"1327",1141170,7,36,"sentence_DC",2,NA,1,1725972792900,72,NA,"A",1,6
"1328",1141170,8,8,"sentence_DC",1,NA,0,1725972796340,73,NA,"A",1,6
"1329",1141170,9,20,"sentence_DC",1,NA,0,1725972798684,74,NA,"A",1,6
"1330",1141170,10,9,"sentence_DC",1,NA,0,1725972800124,75,NA,"A",1,6
"1331",1141170,11,19,"sentence_DC",1,NA,0,1725972847683,76,NA,"A",1,6
"1332",1141170,12,22,"sentence_DC",2,NA,1,1725972850572,77,NA,"A",1,6
"1333",1141170,13,3,"sentence_DC",1,NA,0,1725972854052,78,NA,"A",1,6
"1334",1141170,14,14,"sentence_DC",1,NA,1,1725972855948,79,NA,"A",1,6
"1335",1141170,15,29,"sentence_DC",2,NA,0,1725972858205,80,NA,"A",1,6
"1336",1141170,16,26,"sentence_DC",2,NA,1,1725972876835,81,NA,"A",1,6
"1337",1141170,17,23,"sentence_DC",2,NA,1,1725972878523,82,NA,"A",1,6
"1338",1141170,18,18,"sentence_DC",1,NA,1,1725972880427,83,NA,"A",1,6
"1339",1141170,19,15,"sentence_DC",1,NA,0,1725972882163,84,NA,"A",1,6
"1340",1141170,20,33,"sentence_DC",2,NA,1,1725972884499,85,NA,"A",1,6
"1341",1141170,21,30,"sentence_DC",2,NA,1,1725972904275,86,NA,"A",1,6
"1342",1141170,22,21,"sentence_DC",2,NA,0,1725972906115,87,NA,"A",1,6
"1343",1141170,23,37,"sentence_DC",2,NA,1,1725972908228,88,NA,"A",1,6
"1344",1141170,24,6,"sentence_DC",1,NA,0,1725972911132,89,NA,"A",1,6
"1345",1141170,25,35,"sentence_DC",2,NA,0,1725972913307,90,NA,"A",1,6
"1346",1141170,26,24,"sentence_DC",2,NA,1,1725972962923,91,NA,"A",1,6
"1347",1141170,27,5,"sentence_DC",1,NA,1,1725972965851,92,NA,"A",1,6
"1348",1141170,28,11,"sentence_DC",1,NA,0,1725972968115,93,NA,"A",1,6
"1349",1141170,29,2,"sentence_DC",1,NA,1,1725972972419,94,NA,"A",1,6
"1350",1141170,30,34,"sentence_DC",2,NA,0,1725972974395,95,NA,"A",0,6
"1351",1141170,31,39,"sentence_DC",2,NA,0,1725972997491,96,NA,"A",1,6
"1352",1141170,32,10,"sentence_DC",1,NA,0,1725973001667,97,NA,"A",1,6
"1353",1141170,33,4,"sentence_DC",1,NA,1,1725973005276,98,NA,"A",1,6
"1354",1141170,34,28,"sentence_DC",2,NA,1,1725973008691,99,NA,"A",1,6
"1355",1141170,35,32,"sentence_DC",2,NA,0,1725973013915,100,NA,"A",0,6
"1356",1141170,36,13,"sentence_DC",1,NA,0,1725973033675,101,NA,"A",1,6
"1357",1141170,37,1,"sentence_DC",1,NA,0,1725973035891,102,NA,"A",1,6
"1358",1141170,38,31,"sentence_DC",2,NA,1,1725973037707,103,NA,"A",1,6
"1359",1141170,39,17,"sentence_DC",1,NA,0,1725973040243,104,NA,"A",1,6
"1360",1141170,40,40,"sentence_DC",2,NA,1,1725973044420,105,NA,"A",1,6
