Always_Fullscreen,Browser_Spec,BrowserVersion_Spec,Completed,Crowdsourcing_Code,Crowdsourcing_SubjId,End_Time,End_Time_Local,Exp_Subject_Id,Experiment_Version,FaceDetectionRate,Group_Name,Group_Nr,Is_Fullscreen,Rec_Session_Id,Screen_Height_In_Pixels,Screen_Refresh_Rate,Screen_Width_In_Pixels,Session_Name,Session_Nr,Session_Token,Start_Time,Start_Time_Local,Subject_Code,Subject_Nr,Subject_Nr_Per_Group,System_Spec,TimeMeasure_Mean,TimeMeasure_Std,Window_Height_In_Pixels,Window_Width_In_Pixels
true,Microsoft Edge,37.0.0.0,true,"","",2025-06-18T14:34:12.951Z,2025-06-18 15:34:12+01,1162866,1067,34.989503149420145,group_1,1,true,1362018,1080,163.93442622951065,1920,session_1,1,f72ff4f1e76c8d8f204da76b5d0d5300,2025-06-18T14:02:34.183Z,2025-06-18 15:02:31+01,44,11,11,Windows-PC,6.447154471544721,27.85177664158374,1080,1920
