Always_Fullscreen,Browser_Spec,BrowserVersion_Spec,Completed,Crowdsourcing_Code,Crowdsourcing_SubjId,Distance_To_Screen_In_CM,End_Time,End_Time_Local,Exp_Subject_Id,Experiment_Version,FaceDetectionRate,Group_Name,Group_Nr,Is_Fullscreen,Pixel_Density_PerMM,Rec_Session_Id,Screen_Height_In_Pixels,Screen_Refresh_Rate,Screen_Width_In_Pixels,Session_Name,Session_Nr,Session_Token,Start_Time,Start_Time_Local,Subject_Code,Subject_Nr,Subject_Nr_Per_Group,System_Spec,TimeMeasure_Mean,TimeMeasure_Std,Window_Height_In_Pixels,Window_Width_In_Pixels
true,Chrome,126.0.0.0 Safari/537.36,false,"",62d6d87d91cf24a3c1c0f10c,"","","",956765,1221,29.446407538151124,group_1,1,true,"",1117291,1440,59.88023952095833,2560,session_1,1,7ac0d7641235aab3bdb7095462dd5667,2024-07-26T13:01:24.685Z,2024-07-26 14:01:02+01,"",7,7,Mac/OS-X,"","",1440,2560
