Rec_Session_Id,Trial_Nr,Trial_Id,Block_Name,Block_Nr,Task_Name,Task_Nr,accuracy,Bnd_loc,boundary,Condition_Id,copy_of_copy_of_trial_number,copy_of_trial_number,Frequency,gaze_box,gaze_box_object,Preview,preview,preview,question_answer,trial_end,trial_number,trial_screen1_end,trial_start,undefined_name
1134155,23,11,block_1,1,sentence,3,"","","",1,"","",high,"","","","","",0,1724330277475,23,"",1724330273907,""
1134155,24,45,block_1,1,sentence,3,"","","",2,"","",low,"","","","","",0,1724330284114,24,"",1724330280640,""
1134155,25,26,block_1,1,sentence,3,"","","",1,"","",high,"","","","","",0,1724330291378,25,"",1724330287700,""
1134155,26,55,block_1,1,sentence,3,"","","",2,"","",low,"","","","","",1,1724330319692,26,"",1724330315827,""
1134155,27,31,block_1,1,sentence,3,"","","",2,"","",low,"","","","","",1,1724330325520,27,"",1724330322324,""
1134155,28,7,block_1,1,sentence,3,"","","",1,"","",high,"","","","","",1,1724330332450,28,"",1724330328409,""
1134155,29,49,block_1,1,sentence,3,"","","",2,"","",low,"","","","","",0,1724330339378,29,"",1724330335505,""
1134155,30,46,block_1,1,sentence,3,"","","",2,"","",low,"","","","","",0,1724330344946,30,"",1724330341875,""
1134155,31,29,block_1,1,sentence,3,"","","",1,"","",high,"","","","","",1,1724330462122,31,"",1724330456751,""
1134155,32,59,block_1,1,sentence,3,"","","",2,"","",low,"","","","","",1,1724330471546,32,"",1724330467935,""
1134155,33,23,block_1,1,sentence,3,"","","",1,"","",high,"","","","","",1,1724330476658,33,"",1724330473830,""
1134155,34,58,block_1,1,sentence,3,"","","",2,"","",low,"","","","","",0,1724330485770,34,"",1724330479722,""
1134155,35,52,block_1,1,sentence,3,"","","",2,"","",low,"","","","","",0,1724330492578,35,"",1724330488343,""
1134155,36,48,block_1,1,sentence,3,"","","",2,"","",low,"","","","","",1,1724330521074,36,"",1724330516382,""
1134155,37,40,block_1,1,sentence,3,"","","",2,"","",low,"","","","","",1,1724330528753,37,"",1724330525187,""
1134155,38,39,block_1,1,sentence,3,"","","",2,"","",low,"","","","","",1,1724330535402,38,"",1724330531696,""
1134155,39,60,block_1,1,sentence,3,"","","",2,"","",low,"","","","","",1,1724330542121,39,"",1724330537629,""
1134155,40,17,block_1,1,sentence,3,"","","",1,"","",high,"","","","","",0,1724330547001,40,"",1724330544186,""
1134155,41,22,block_1,1,sentence,3,"","","",1,"","",high,"","","","","",1,1724330573338,41,"",1724330569258,""
1134155,42,6,block_1,1,sentence,3,"","","",1,"","",high,"","","","","",0,1724330580208,42,"",1724330577034,""
1134155,43,51,block_1,1,sentence,3,"","","",2,"","",low,"","","","","",1,1724330586136,43,"",1724330583252,""
1134155,44,30,block_1,1,sentence,3,"","","",1,"","",high,"","","","","",0,1724330594027,44,"",1724330589409,""
1134155,45,15,block_1,1,sentence,3,"","","",1,"","",high,"","","","","",1,1724330602744,45,"",1724330599464,""
1134155,46,10,block_1,1,sentence,3,"","","",1,"","",high,"","","","","",0,1724330664219,46,"",1724330659298,""
1134155,47,43,block_1,1,sentence,3,"","","",2,"","",low,"","","","","",0,1724330672937,47,"",1724330668371,""
1134155,48,4,block_1,1,sentence,3,"","","",1,"","",high,"","","","","",0,1724330681553,48,"",1724330677540,""
1134155,49,53,block_1,1,sentence,3,"","","",2,"","",low,"","","","","",1,1724330688665,49,"",1724330684796,""
1134155,50,57,block_1,1,sentence,3,"","","",2,"","",low,"","","","","",0,1724330696937,50,"",1724330692121,""
1134155,51,27,block_1,1,sentence,3,"","","",1,"","",high,"","","","","",0,1724330724656,51,"",1724330721381,""
1134155,52,47,block_1,1,sentence,3,"","","",2,"","",low,"","","","","",0,1724330731427,52,"",1724330727793,""
1134155,53,14,block_1,1,sentence,3,"","","",1,"","",high,"","","","","",0,1724330736328,53,"",1724330733788,""
1134155,54,8,block_1,1,sentence,3,"","","",1,"","",high,"","","","","",0,1724330742057,54,"",1724330738442,""
1134155,55,3,block_1,1,sentence,3,"","","",1,"","",high,"","","","","",1,1724330748320,55,"",1724330746083,""
1134155,56,41,block_1,1,sentence,3,"","","",2,"","",low,"","","","","",1,1724330776003,56,"",1724330771828,""
1134155,57,34,block_1,1,sentence,3,"","","",2,"","",low,"","","","","",1,1724330782377,57,"",1724330779240,""
1134155,58,44,block_1,1,sentence,3,"","","",2,"","",low,"","","","","",1,1724330787817,58,"",1724330784628,""
1134155,59,37,block_1,1,sentence,3,"","","",2,"","",low,"","","","","",0,1724330793385,59,"",1724330790664,""
1134155,60,19,block_1,1,sentence,3,"","","",1,"","",high,"","","","","",1,1724330799490,60,"",1724330796703,""
1134155,1,1,block_1,1,sentence_DC,5,"",405,"",1,"","","","","",valid,"","",0,1724330879344,61,1724330877859,1724330877037,""
1134155,2,5,block_1,1,sentence_DC,5,"",405,"",1,"","","","","",valid,"","",1,1724330884184,62,1724330883043,1724330882237,""
1134155,3,32,block_1,1,sentence_DC,5,"",267,"",2,"","","","","",invalid,"","",0,1724330888624,63,1724330886767,1724330886346,""
1134155,4,3,block_1,1,sentence_DC,5,"",342,"",1,"","","","","",valid,"","",0,1724330893488,64,1724330892535,1724330891619,""
1134155,5,34,block_1,1,sentence_DC,5,"",300,"",2,"","","","","",invalid,"","",1,1724330897712,65,1724330896274,1724330895777,""
1134155,6,19,block_1,1,sentence_DC,5,"",275,"",1,"","","","","",valid,"","",0,1724330923616,66,1724330921542,1724330921539,""
1134155,7,11,block_1,1,sentence_DC,5,"",273,"",1,"","","","","",valid,"","",0,1724330927696,67,1724330926260,1724330925739,""
1134155,8,36,block_1,1,sentence_DC,5,"",176,"",2,"","","","","",invalid,"","",1,1724330932264,68,1724330930635,1724330930564,""
1134155,9,33,block_1,1,sentence_DC,5,"",276,"",2,"","","","","",invalid,"","",1,1724330938400,69,1724330936513,1724330935466,""
1134155,10,30,block_1,1,sentence_DC,5,"",278,"",2,"","","","","",invalid,"","",1,1724330943153,70,1724330941335,1724330940793,""
1134155,11,26,block_1,1,sentence_DC,5,"",308,"",2,"","","","","",invalid,"","",1,1724330970344,71,1724330968762,1724330967829,""
1134155,12,20,block_1,1,sentence_DC,5,"",309,"",1,"","","","","",valid,"","",0,1724330975264,72,1724330973507,1724330972907,""
1134155,13,27,block_1,1,sentence_DC,5,"",310,"",2,"","","","","",invalid,"","",0,1724330980088,73,1724330978520,1724330978010,""
1134155,14,37,block_1,1,sentence_DC,5,"",277,"",2,"","","","","",invalid,"","",1,1724330984720,74,1724330983398,1724330982858,""
1134155,15,9,block_1,1,sentence_DC,5,"",309,"",1,"","","","","",valid,"","",0,1724330989743,75,1724330988015,1724330987531,""
1134155,16,18,block_1,1,sentence_DC,5,"",243,"",1,"","","","","",valid,"","",1,1724331046311,76,1724331045061,1724331043852,""
1134155,17,7,block_1,1,sentence_DC,5,"",341,"",1,"","","","","",valid,"","",1,1724331050712,77,1724331049472,1724331048668,""
1134155,18,28,block_1,1,sentence_DC,5,"",344,"",2,"","","","","",invalid,"","",1,1724331055056,78,1724331053776,1724331052608,""
1134155,19,39,block_1,1,sentence_DC,5,"",311,"",2,"","","","","",invalid,"","",0,1724331061176,79,1724331059733,1724331058056,""
1134155,20,17,block_1,1,sentence_DC,5,"",274,"",1,"","","","","",valid,"","",0,1724331066024,80,1724331064373,1724331063789,""
1134155,21,23,block_1,1,sentence_DC,5,"",376,"",2,"","","","","",invalid,"","",1,1724331091592,81,1724331090275,1724331089673,""
1134155,22,13,block_1,1,sentence_DC,5,"",372,"",1,"","","","","",valid,"","",0,1724331097120,82,1724331095520,1724331094521,""
1134155,23,12,block_1,1,sentence_DC,5,"",277,"",1,"","","","","",valid,"","",0,1724331101183,83,1724331100260,1724331099728,""
1134155,24,2,block_1,1,sentence_DC,5,"",341,"",1,"","","","","",valid,"","",1,1724331106375,84,1724331103739,1724331103715,""
1134155,25,21,block_1,1,sentence_DC,5,"",275,"",2,"","","","","",invalid,"","",0,1724331110896,85,1724331109288,1724331108939,""
1134155,26,22,block_1,1,sentence_DC,5,"",306,"",2,"","","","","",invalid,"","",1,1724331134944,86,1724331133453,1724331133430,""
1134155,27,16,block_1,1,sentence_DC,5,"",275,"",1,"","","","","",valid,"","",1,1724331141128,87,1724331139498,1724331139005,""
1134155,28,8,block_1,1,sentence_DC,5,"",308,"",1,"","","","","",valid,"","",0,1724331144616,88,1724331143445,1724331142944,""
1134155,29,6,block_1,1,sentence_DC,5,"",207,"",1,"","","","","",valid,"","",0,1724331148055,89,1724331147214,1724331146745,""
1134155,30,14,block_1,1,sentence_DC,5,"",309,"",1,"","","","","",valid,"","",1,1724331151880,90,1724331150560,1724331150229,""
1134155,31,15,block_1,1,sentence_DC,5,"",241,"",1,"","","","","",valid,"","",0,1724331203712,91,1724331202336,1724331201737,""
1134155,32,31,block_1,1,sentence_DC,5,"",308,"",2,"","","","","",invalid,"","",1,1724331208624,92,1724331207201,1724331206688,""
1134155,33,40,block_1,1,sentence_DC,5,"",241,"",2,"","","","","",invalid,"","",1,1724331212232,93,1724331211047,1724331210688,""
1134155,34,24,block_1,1,sentence_DC,5,"",342,"",2,"","","","","",invalid,"","",1,1724331215720,94,1724331214625,1724331214136,""
1134155,35,38,block_1,1,sentence_DC,5,"",277,"",2,"","","","","",invalid,"","",0,1724331219120,95,1724331218326,1724331217960,""
1134155,36,10,block_1,1,sentence_DC,5,"",242,"",1,"","","","","",valid,"","",0,1724331243480,96,1724331242068,1724331241269,""
1134155,37,4,block_1,1,sentence_DC,5,"",241,"",1,"","","","","",valid,"","",1,1724331248231,97,1724331246706,1724331246123,""
1134155,38,29,block_1,1,sentence_DC,5,"",273,"",2,"","","","","",invalid,"","",0,1724331252809,98,1724331251253,1724331250747,""
1134155,39,35,block_1,1,sentence_DC,5,"",308,"",2,"","","","","",invalid,"","",0,1724331256599,99,1724331255724,1724331255074,""
1134155,40,25,block_1,1,sentence_DC,5,"",405,"",2,"","","","","",invalid,"","",0,1724331261192,100,1724331259731,1724331258753,""
