Rec_Session_Id,Trial_Nr,Trial_Id,Block_Name,Block_Nr,Task_Name,Task_Nr,answer_column_number,answer_value,answerB_value,char1_value,char1_value,char2_value,char2_value,click_choice_frame_1,click_choice_frame_1,click_choice_frame_1,click_choice_Frame_2,click_choice_Frame_2,click_choice_Frame_2,click_choice_Frame_3,click_choice_Frame_3,click_choice_Frame_3,Condition_Id,copy_of_frec_3126,copy_of_questionB_value,current_answer,frec,frec_value,has_question_column_number,has_question_value,index_value,key_pressed_Frame_3,key_pressed_sentence,question_column_number,question_value,question_value,questionB_value,reaction_time_frame_1,reaction_time_frame_1,reaction_time_frame_1,reaction_time_Frame_2,reaction_time_Frame_2,reaction_time_Frame_2,reaction_time_Frame_3,reaction_time_Frame_3,reaction_time_Frame_3,RT_sentence,sentence_line1_value,sentence_line2_value,sentence1_value,sentence1_value,sentence1B_value,sentence2_column_nr,sentence2B_value,sentenceA_line2_value,trial_end,trial_start,word_high_value,word_high_value,word_low_value,word_low_value
1369561,1,1,block_1,1,instructions,1,"","","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1369561,1,3,block_1,1,prac_task,2,8,SI,"","","","","","","","","","","","","","",1,"","",1,"","",9,1,"","",undefined,7,"","","","","","","","","","","","",6814,El niño no quería,quedarse en casa.,"","","",5,"","",1750857849991,1750857843180,"","","",""
1369561,1,1,block_1,1,end_practice,3,"","","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1369561,1,15,block_1,1,experimentaltask_B,4,8,"","","","","","","","","","","","","","","",1,"","",-1,"","",9,0,"","",undefined,7,"","","","","","","","","","","","",2397,No por tener más poder,te harán más caso. ,"","","",5,"","",1750857896496,1750857894099,"","","",""
1369561,1,1,block_1,1,outro,5,"","","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1369561,2,5,block_1,1,prac_task,2,8,NO,"","","","","","","","","","","","","","",1,"","",0,"","",9,1,"","",undefined,7,"","","","","","","","","","","","",1919,La pared está manchada,de pintura verde.,"","","",5,"","",1750857856558,1750857854640,"","","",""
1369561,2,13,block_1,1,experimentaltask_B,4,8,"","","","","","","","","","","","","","","",1,"","",-1,"","",9,0,"","",undefined,7,"","","","","","","","","","","","",2678,Cuando veas el lugar,te encantará. ,"","","",5,"","",1750857899437,1750857896760,"","","",""
1369561,3,4,block_1,1,prac_task,2,8,"","","","","","","","","","","","","","","",1,"","",-1,"","",9,0,"","",undefined,7,"","","","","","","","","","","","",2520,Cuando suene la sirena,saldrán por la puerta.,"","","",5,"","",1750857861165,1750857858645,"","","",""
1369561,3,67,block_1,1,experimentaltask_B,4,8,"","","","","","","","","","","","","","","",1,"","",-1,"","",9,0,"","",undefined,7,"","","","","","","","","","","","",2622,Mientras las maletas,"llegan, esperaremos aquí.","","","",5,"","",1750857902374,1750857899752,"","","",""
1369561,4,1,block_1,1,prac_task,2,8,NO,"","","","","","","","","","","","","","",1,"","",0,"","",9,1,SI,"",undefined,7,"","","","","","","","","","","","",2833,No hemos llegado todavía,al parque de atracciones.,"","","",5,"","",1750857864325,1750857861494,"","","",""
1369561,4,62,block_1,1,experimentaltask_B,4,8,NO,"","","","","","","","","","","","","","",1,"","",0,"","",9,1,NO,"",undefined,7,¿Está escuchando música?,¿Está escuchando música?,"","","","","","","","","","",2864,Me encanta observar los,colores de este cuadro. ,"","","",5,"","",1750857905503,1750857902639,"","","",""
1369561,5,2,block_1,1,prac_task,2,8,"","","","","","","","","","","","","","","",1,"","",-1,"","",9,0,"","",undefined,7,"","","","","","","","","","","","",2341,Espero que este verano,sea algo más fresco.,"","","",5,"","",1750857868269,1750857865929,"","","",""
1369561,5,44,block_1,1,experimentaltask_B,4,8,SI,"","","","","","","","","","","","","","",1,"","",0,"","",9,1,SI,"",undefined,7,¿Se han recuperado los libros?,¿Se han recuperado los libros?,"","","","","","","","","","",1852,Me han devuelto unos,libros que extrañaba. ,"","","",5,"","",1750857909838,1750857907987,"","","",""
1369561,6,12,block_1,1,experimentaltask_B,4,8,"","","","","","","","","","","","","","","",1,"","",-1,"","",9,0,"","",undefined,7,"","","","","","","","","","","","",2146,Para recorrer el mundo,necesitarás ayuda. ,"","","",5,"","",1750857913934,1750857911788,"","","",""
1369561,7,52,block_1,1,experimentaltask_B,4,8,"","","","","","","","","","","","","","","",1,"","",-1,"","",9,0,"","",undefined,7,"","","","","","","","","","","","",6432,No esperabamos que el ,pescado saltase a la red.,"","","",5,"","",1750857920678,1750857914247,"","","",""
1369561,8,70,block_1,1,experimentaltask_B,4,8,"","","","","","","","","","","","","","","",1,"","",-1,"","",9,0,"","",undefined,7,"","","","","","","","","","","","",4920,Esta tarde las tiendas,del centro cerrarán.,"","","",5,"","",1750857925871,1750857920952,"","","",""
1369561,9,22,block_1,1,experimentaltask_B,4,8,"","","","","","","","","","","","","","","",1,"","",-1,"","",9,0,"","",undefined,7,"","","","","","","","","","","","",3496,Si te fijas en los datos,verás que no te estafan. ,"","","",5,"","",1750857929662,1750857926167,"","","",""
1369561,10,10,block_1,1,experimentaltask_B,4,8,"","","","","","","","","","","","","","","",1,"","",-1,"","",9,0,"","",undefined,7,"","","","","","","","","","","","",3510,No puede dejar de pensar,en la hora del almuerzo.,"","","",5,"","",1750857933446,1750857929935,"","","",""
1369561,11,2,block_1,1,experimentaltask_B,4,8,"","","","","","","","","","","","","","","",1,"","",-1,"","",9,0,"","",undefined,7,"","","","","","","","","","","","",2022,Es importante usar el,tipo de ropa adecuado. ,"","","",5,"","",1750857935733,1750857933712,"","","",""
1369561,12,47,block_1,1,experimentaltask_B,4,8,SI,"","","","","","","","","","","","","","",1,"","",1,"","",9,1,SI,"",undefined,7,¿Es aburrido?,¿Es aburrido?,"","","","","","","","","","",1548,Me cansan las calles,de este laberinto. ,"","","",5,"","",1750857937599,1750857936051,"","","",""
1369561,13,68,block_1,1,experimentaltask_B,4,8,"","","","","","","","","","","","","","","",1,"","",-1,"","",9,0,"","",undefined,7,"","","","","","","","","","","","",2150,Hay minerales valiosos,en las piedras del pozo.,"","","",5,"","",1750857941693,1750857939543,"","","",""
