Always_Fullscreen,Browser_Spec,BrowserVersion_Spec,Completed,Crowdsourcing_Code,Crowdsourcing_SubjId,End_Time,End_Time_Local,Exp_Subject_Id,Experiment_Version,FaceDetectionRate,Group_Name,Group_Nr,Rec_Session_Id,Screen_Refresh_Rate,Session_Name,Session_Nr,Session_Token,Start_Time,Start_Time_Local,Subject_Code,Subject_Nr,Subject_Nr_Per_Group,System_Spec,TimeMeasure_Mean,TimeMeasure_Std,Window_Height_In_Pixels,Window_Width_In_Pixels
false,Chrome,137.0.0.0 Safari/537.36,true,"","",2025-06-20T14:16:49.921Z,2025-06-20 16:16:49+02,1164969,355,22.371364653243848,group_1,1,1364659,144.92753623188216,session_1,1,b00a80617f56ed481ec8cedd12bf118b,2025-06-20T13:57:48.231Z,2025-06-20 15:57:45+02,2,3,3,Windows-PC,62.700460829493096,215.6046639239941,960,1707
