Rec_Session_Id,Trial_Nr,Trial_Id,Block_Name,Block_Nr,Task_Name,Task_Nr,accuracy,Bnd_loc,boundary,Condition_Id,copy_of_copy_of_trial_number,copy_of_trial_number,Frequency,gaze_box,gaze_box_object,Preview,preview,preview,question_answer,trial_end,trial_number,trial_screen1_end,trial_start,undefined_name
1113869,1,1,block_1,1,instructions,1,"","","",1,"","","","","","","","",1,1721400558274,6,"",1721400552705,""
1113869,1,32,block_1,1,sentence,2,"","","",2,"","",low,"","","","","",0,1721400607805,7,"",1721400603584,""
1113869,2,43,block_1,1,sentence,2,"","","",2,"","",low,"","","","","",0,1721400615960,8,"",1721400609934,""
1113869,3,41,block_1,1,sentence,2,"","","",2,"","",low,"","","","","",1,1721400623649,9,"",1721400619320,""
1113869,4,49,block_1,1,sentence,2,"","","",2,"","",low,"","","","","",0,1721400629053,10,"",1721400625938,""
1113869,5,12,block_1,1,sentence,2,"","","",1,"","",high,"","","","","",0,1721400633614,11,"",1721400630921,""
1113869,6,47,block_1,1,sentence,2,"","","",2,"","",low,"","","","","",0,1721400664796,12,"",1721400660717,""
1113869,7,44,block_1,1,sentence,2,"","","",2,"","",low,"","","","","",1,1721400670210,13,"",1721400667465,""
1113869,8,56,block_1,1,sentence,2,"","","",2,"","",low,"","","","","",1,1721400676466,14,"",1721400672148,""
1113869,9,55,block_1,1,sentence,2,"","","",2,"","",low,"","","","","",1,1721400682225,15,"",1721400678064,""
1113869,10,33,block_1,1,sentence,2,"","","",2,"","",low,"","","","","",1,1721400686502,16,"",1721400684152,""
1113869,11,6,block_1,1,sentence,2,"","","",1,"","",high,"","","","","",0,1721400715227,17,"",1721400713012,""
1113869,12,39,block_1,1,sentence,2,"","","",2,"","",low,"","","","","",1,1721400724976,18,"",1721400717962,""
1113869,13,37,block_1,1,sentence,2,"","","",2,"","",low,"","","","","",0,1721400730608,19,"",1721400726962,""
1113869,14,54,block_1,1,sentence,2,"","","",2,"","",low,"","","","","",0,1721400736991,20,"",1721400732917,""
1113869,15,21,block_1,1,sentence,2,"","","",1,"","",high,"","","","","",0,1721400743132,21,"",1721400739287,""
1113869,16,46,block_1,1,sentence,2,"","","",2,"","",low,"","","","","",0,1721400771622,22,"",1721400769445,""
1113869,17,2,block_1,1,sentence,2,"","","",1,"","",high,"","","","","",0,1721400775719,23,"",1721400773579,""
1113869,18,28,block_1,1,sentence,2,"","","",1,"","",high,"","","","","",0,1721400780664,24,"",1721400778194,""
1113869,19,10,block_1,1,sentence,2,"","","",1,"","",high,"","","","","",0,1721400785787,25,"",1721400782908,""
1113869,20,53,block_1,1,sentence,2,"","","",2,"","",low,"","","","","",1,1721400792994,26,"",1721400790312,""
1113869,21,17,block_1,1,sentence,2,"","","",1,"","",high,"","","","","",0,1721400821182,27,"",1721400819375,""
1113869,22,50,block_1,1,sentence,2,"","","",2,"","",low,"","","","","",1,1721400825957,28,"",1721400823492,""
1113869,23,9,block_1,1,sentence,2,"","","",1,"","",high,"","","","","",0,1721400832255,29,"",1721400828991,""
1113869,24,26,block_1,1,sentence,2,"","","",1,"","",high,"","","","","",0,1721400842512,30,"",1721400833996,""
1113869,25,8,block_1,1,sentence,2,"","","",1,"","",high,"","","","","",0,1721400847694,31,"",1721400844999,""
1113869,26,19,block_1,1,sentence,2,"","","",1,"","",high,"","","","","",1,1721400875528,32,"",1721400873640,""
1113869,27,5,block_1,1,sentence,2,"","","",1,"","",high,"","","","","",0,1721400880145,33,"",1721400877773,""
1113869,28,40,block_1,1,sentence,2,"","","",2,"","",low,"","","","","",1,1721400884480,34,"",1721400882306,""
1113869,29,20,block_1,1,sentence,2,"","","",1,"","",high,"","","","","",1,1721400890003,35,"",1721400886589,""
1113869,30,42,block_1,1,sentence,2,"","","",2,"","",low,"","","","","",1,1721400896324,36,"",1721400892380,""
1113869,31,14,block_1,1,sentence,2,"","","",1,"","",high,"","","","","",0,1721400927230,37,"",1721400922538,""
1113869,32,51,block_1,1,sentence,2,"","","",2,"","",low,"","","","","",1,1721400931462,38,"",1721400929554,""
1113869,33,30,block_1,1,sentence,2,"","","",1,"","",high,"","","","","",0,1721400935564,39,"",1721400933737,""
1113869,34,13,block_1,1,sentence,2,"","","",1,"","",high,"","","","","",1,1721400939763,40,"",1721400937854,""
1113869,35,16,block_1,1,sentence,2,"","","",1,"","",high,"","","","","",1,1721400945570,41,"",1721400942622,""
1113869,36,27,block_1,1,sentence,2,"","","",1,"","",high,"","","","","",0,1721400978035,42,"",1721400975802,""
1113869,37,3,block_1,1,sentence,2,"","","",1,"","",high,"","","","","",1,1721400982231,43,"",1721400980169,""
