Rec_Session_Id,Trial_Nr,Trial_Id,Block_Name,Block_Nr,Task_Name,Task_Nr,accuracy,Bnd_loc,boundary,Condition_Id,copy_of_copy_of_trial_number,copy_of_trial_number,Frequency,gaze_box,gaze_box_object,Preview,preview,preview,question_answer,trial_end,trial_number,trial_screen1_end,trial_start,undefined_name
1113869,38,57,block_1,1,sentence,2,"","","",2,"","",low,"","","","","",0,1721400987607,44,"",1721400984686,""
1113869,39,45,block_1,1,sentence,2,"","","",2,"","",low,"","","","","",0,1721400996449,45,"",1721400990184,""
1113869,40,48,block_1,1,sentence,2,"","","",2,"","",low,"","","","","",1,1721401004870,46,"",1721401000667,""
1113869,41,38,block_1,1,sentence,2,"","","",2,"","",low,"","","","","",1,1721401032809,47,"",1721401031056,""
1113869,42,59,block_1,1,sentence,2,"","","",2,"","",low,"","","","","",1,1721401037295,48,"",1721401035254,""
1113869,43,34,block_1,1,sentence,2,"","","",2,"","",low,"","","","","",1,1721401040494,49,"",1721401038860,""
1113869,44,11,block_1,1,sentence,2,"","","",1,"","",high,"","","","","",0,1721401045337,50,"",1721401043216,""
1113869,45,1,block_1,1,sentence,2,"","","",1,"","",high,"","","","","",1,1721401050261,51,"",1721401048023,""
1113869,46,52,block_1,1,sentence,2,"","","",2,"","",low,"","","","","",0,1721401080419,52,"",1721401076253,""
1113869,47,4,block_1,1,sentence,2,"","","",1,"","",high,"","","","","",0,1721401084672,53,"",1721401082791,""
1113869,48,23,block_1,1,sentence,2,"","","",1,"","",high,"","","","","",1,1721401088653,54,"",1721401087030,""
1113869,49,18,block_1,1,sentence,2,"","","",1,"","",high,"","","","","",1,1721401093975,55,"",1721401091440,""
1113869,50,58,block_1,1,sentence,2,"","","",2,"","",low,"","","","","",0,1721401098577,56,"",1721401096530,""
1113869,51,31,block_1,1,sentence,2,"","","",2,"","",low,"","","","","",0,1721401126770,57,"",1721401124595,""
1113869,52,36,block_1,1,sentence,2,"","","",2,"","",low,"","","","","",1,1721401130925,58,"",1721401129377,""
1113869,53,25,block_1,1,sentence,2,"","","",1,"","",high,"","","","","",1,1721401137315,59,"",1721401132827,""
1113869,54,7,block_1,1,sentence,2,"","","",1,"","",high,"","","","","",1,1721401144177,60,"",1721401140727,""
1113869,55,35,block_1,1,sentence,2,"","","",2,"","",low,"","","","","",1,1721401148483,61,"",1721401146710,""
1113869,56,60,block_1,1,sentence,2,"","","",2,"","",low,"","","","","",1,1721401177073,62,"",1721401174559,""
1113869,57,24,block_1,1,sentence,2,"","","",1,"","",high,"","","","","",0,1721401181433,63,"",1721401178918,""
1113869,58,22,block_1,1,sentence,2,"","","",1,"","",high,"","","","","",1,1721401187773,64,"",1721401185008,""
1113869,59,15,block_1,1,sentence,2,"","","",1,"","",high,"","","","","",1,1721401195571,65,"",1721401192993,""
1113869,60,29,block_1,1,sentence,2,"","","",1,"","",high,"","","","","",0,1721401201592,66,"",1721401198929,""
1113869,1,5,block_1,1,sentence_DC,3,"",405,"",1,"","","","","",valid,"","",1,1721401244461,67,1721401244118,1721401243248,""
1113869,2,20,block_1,1,sentence_DC,3,"",309,"",1,"","","","","",valid,"","",0,1721401248776,68,1721401247890,1721401247508,""
1113869,3,28,block_1,1,sentence_DC,3,"",344,"",2,"","","","","",invalid,"","",1,1721401260661,69,1721401252461,1721401251690,""
1113869,4,34,block_1,1,sentence_DC,3,"",300,"",2,"","","","","",invalid,"","",1,1721401269060,70,1721401264019,1721401263474,""
1113869,5,22,block_1,1,sentence_DC,3,"",306,"",2,"","","","","",invalid,"","",1,1721401273900,71,1721401271081,1721401270577,""
1113869,6,19,block_1,1,sentence_DC,3,"",275,"",1,"","","","","",valid,"","",0,1721401311917,72,1721401311542,1721401310688,""
1113869,7,12,block_1,1,sentence_DC,3,"",277,"",1,"","","","","",valid,"","",0,1721401317092,73,1721401315462,1721401314803,""
1113869,8,38,block_1,1,sentence_DC,3,"",277,"",2,"","","","","",invalid,"","",0,1721401320753,74,1721401320076,1721401319308,""
1113869,9,35,block_1,1,sentence_DC,3,"",308,"",2,"","","","","",invalid,"","",0,1721401325539,75,1721401324572,1721401323469,""
1113869,10,21,block_1,1,sentence_DC,3,"",275,"",2,"","","","","",invalid,"","",0,1721401329505,76,1721401328912,1721401328005,""
1113869,11,24,block_1,1,sentence_DC,3,"",342,"",2,"","","","","",invalid,"","",1,1721401372354,77,1721401371068,1721401369692,""
1113869,12,14,block_1,1,sentence_DC,3,"",309,"",1,"","","","","",valid,"","",1,1721401381617,78,1721401374945,1721401374235,""
1113869,13,33,block_1,1,sentence_DC,3,"",276,"",2,"","","","","",invalid,"","",1,1721401385938,79,1721401383581,1721401382934,""
1113869,14,31,block_1,1,sentence_DC,3,"",308,"",2,"","","","","",invalid,"","",1,1721401389551,80,1721401388692,1721401387833,""
1113869,15,2,block_1,1,sentence_DC,3,"",341,"",1,"","","","","",valid,"","",1,1721401392281,81,1721401391447,1721401390677,""
1113869,16,1,block_1,1,sentence_DC,3,"",405,"",1,"","","","","",valid,"","",0,1721401429023,82,1721401428225,1721401427697,""
1113869,17,36,block_1,1,sentence_DC,3,"",176,"",2,"","","","","",invalid,"","",1,1721401432758,83,1721401431920,1721401431268,""
1113869,18,17,block_1,1,sentence_DC,3,"",274,"",1,"","","","","",valid,"","",0,1721401435536,84,1721401434804,1721401433965,""
1113869,19,10,block_1,1,sentence_DC,3,"",242,"",1,"","","","","",valid,"","",0,1721401438690,85,1721401438332,1721401437572,""
1113869,20,6,block_1,1,sentence_DC,3,"",207,"",1,"","","","","",valid,"","",0,1721401442135,86,1721401441339,1721401440697,""
1113869,21,25,block_1,1,sentence_DC,3,"",405,"",2,"","","","","",invalid,"","",0,1721401469868,87,1721401469126,1721401468407,""
1113869,22,27,block_1,1,sentence_DC,3,"",310,"",2,"","","","","",invalid,"","",0,1721401473687,88,1721401472977,1721401472429,""
1113869,23,32,block_1,1,sentence_DC,3,"",267,"",2,"","","","","",invalid,"","",1,1721401480691,89,1721401476785,1721401476247,""
1113869,24,9,block_1,1,sentence_DC,3,"",309,"",1,"","","","","",valid,"","",0,1721401483923,90,1721401483358,1721401482532,""
1113869,25,11,block_1,1,sentence_DC,3,"",273,"",1,"","","","","",valid,"","",0,1721401487216,91,1721401487006,1721401486078,""
1113869,26,15,block_1,1,sentence_DC,3,"",241,"",1,"","","","","",valid,"","",0,1721401527838,92,1721401527155,1721401526560,""
1113869,27,23,block_1,1,sentence_DC,3,"",376,"",2,"","","","","",invalid,"","",1,1721401545529,93,1721401534443,1721401534436,""
1113869,28,3,block_1,1,sentence_DC,3,"",342,"",1,"","","","","",valid,"","",0,1721401552632,94,1721401552499,1721401551709,""
1113869,29,26,block_1,1,sentence_DC,3,"",308,"",2,"","","","","",invalid,"","",1,1721401559900,95,1721401559024,1721401558997,""
1113869,30,7,block_1,1,sentence_DC,3,"",341,"",1,"","","","","",valid,"","",1,1721401566877,96,1721401566329,1721401565965,""
1113869,31,18,block_1,1,sentence_DC,3,"",243,"",1,"","","","","",valid,"","",1,1721401593935,97,1721401593236,1721401592624,""
1113869,32,39,block_1,1,sentence_DC,3,"",311,"",2,"","","","","",invalid,"","",0,1721401597340,98,1721401596524,1721401595857,""
1113869,33,30,block_1,1,sentence_DC,3,"",278,"",2,"","","","","",invalid,"","",1,1721401600845,99,1721401600180,1721401599507,""
1113869,34,8,block_1,1,sentence_DC,3,"",308,"",1,"","","","","",valid,"","",0,1721401604190,100,1721401603280,1721401602610,""
1113869,35,4,block_1,1,sentence_DC,3,"",241,"",1,"","","","","",valid,"","",1,1721401607270,101,1721401606884,1721401606507,""
1113869,36,37,block_1,1,sentence_DC,3,"",277,"",2,"","","","","",invalid,"","",1,1721401634600,102,1721401633965,1721401633156,""
1113869,37,40,block_1,1,sentence_DC,3,"",241,"",2,"","","","","",invalid,"","",1,1721401637603,103,1721401636967,1721401636297,""
1113869,38,13,block_1,1,sentence_DC,3,"",372,"",1,"","","","","",valid,"","",0,1721401640462,104,1721401640061,1721401639206,""
1113869,39,16,block_1,1,sentence_DC,3,"",275,"",1,"","","","","",valid,"","",1,1721401644075,105,1721401643197,1721401642322,""
1113869,40,29,block_1,1,sentence_DC,3,"",273,"",2,"","","","","",invalid,"","",0,1721401654778,106,1721401653717,1721401653688,""
1113869,1,1,block_1,1,End,4,"","","",1,"","","","","","","","","","","","","",""
