Always_Fullscreen,Browser_Spec,BrowserVersion_Spec,Completed,Crowdsourcing_Code,Crowdsourcing_SubjId,End_Time,End_Time_Local,Exp_Subject_Id,Experiment_Version,Group_Name,Group_Nr,Rec_Session_Id,Screen_Refresh_Rate,Session_Name,Session_Nr,Session_Token,Start_Time,Start_Time_Local,Subject_Code,Subject_Nr,Subject_Nr_Per_Group,System_Spec,TimeMeasure_Mean,TimeMeasure_Std,Window_Height_In_Pixels,Window_Width_In_Pixels
false,Chrome,137.0.0.0 Safari/537.36,true,"","",2025-06-27T15:46:57.147Z,2025-06-27 17:46:57+02,1170095,412,group_1,1,1373010,144.92753623188216,session_1,1,864f5a2fe9b7fe943a40b3b6fe1b474a,2025-06-27T15:29:35.314Z,2025-06-27 17:29:32+02,14,10,10,Windows-PC,100.24019607843138,272.5083487693195,960,1707
