Rec_Session_Id,Trial_Id,Trial_Nr,Block_Name,Block_Nr,Task_Name,Task_Nr,answer_column_number,answer_value,answer_value,answer_value,answerB_value,char1_value,char1_value,char2_value,char2_value,click_choice_frame_1,click_choice_frame_1,click_choice_frame_1,click_choice_Frame_2,click_choice_Frame_2,click_choice_Frame_2,click_choice_Frame_3,click_choice_Frame_3,click_choice_Frame_3,Condition_Id,copy_of_frec_3126,copy_of_questionB_value,current_answer,frec,frec_value,has_question_column_number,has_question_value,has_question_value,index_value,index_value,index_value,key_pressed_Frame_3,key_pressed_sentence,prac_line1_value,prac_line2_value,question_answer,question_column_number,question_value,question_value,question_value,questionB_value,reaction_time_frame_1,reaction_time_frame_1,reaction_time_frame_1,reaction_time_Frame_2,reaction_time_Frame_2,reaction_time_Frame_2,reaction_time_Frame_3,reaction_time_Frame_3,reaction_time_Frame_3,RT_sentence,sentence_line1_value,sentence_line2_value,sentence1_value,sentence1_value,sentence1_value,sentence1B_value,sentence2_column_nr,sentence2_value,sentence2B_value,sentenceA_line2_value,trial_end,trial_number,trial_start,word_high_value,word_high_value,word_low_value,word_low_value
1386978,1,1,block_1,1,instructions,1,"","","","","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1386978,5,1,block_1,1,prac_task,2,8,"","","","","","","","","","","","","","","","","",1,"","",0,"","",9,"","","","","","",undefined,"","","",7,"","","","","","","","","","","","","",205487,La pared está manchada,de pintura verde.,"","","","",5,"","","",1752574472135,"",1752574266648,"","","",""
1386978,1,1,block_1,1,end_practice,3,"","","","","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1386978,7,1,block_1,1,experimental_task_A,4,8,"","","","","","","","","","","","","","","","","",1,"","",-1,low,"",9,"","","","","","",undefined,"","","",7,"","","","","","","","","","","","","",2815,"","","","","","",5,"","","",1752574528283,"",1752574525469,"","","",""
1386978,1,1,block_1,1,outro,5,"","","","","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1386978,3,2,block_1,1,prac_task,2,8,"","","","","","","","","","","","","","","","","",1,"","",1,"","",9,"","","","","","",undefined,"","","",7,"","","","","","","","","","","","","",3237,El niño no quería,quedarse en casa.,"","","","",5,"","","",1752574477667,"",1752574474431,"","","",""
1386978,46,2,block_1,1,experimental_task_A,4,8,"","","","","","","","","","","","","","","","","",1,"","",-1,low,"",9,"","","","","","",undefined,"","","",7,"","","","","","","","","","","","","",6129,"","","","","","",5,"","","",1752574534709,"",1752574528580,"","","",""
1386978,4,3,block_1,1,prac_task,2,8,"","","","","","","","","","","","","","","","","",1,"","",-1,"","",9,"","","","","","",undefined,"","","",7,"","","","","","","","","","","","","",5057,Cuando suene la sirena,saldrán por la puerta.,"","","","",5,"","","",1752574486191,"",1752574481135,"","","",""
1386978,16,3,block_1,1,experimental_task_A,4,8,"","","","","","","","","","","","","","","","","",1,"","",0,low,"",9,"","","","","","",undefined,"","","",7,"","","","","","","","","","","","","",2658,"","","","","","",5,"","","",1752574537645,"",1752574534987,"","","",""
1386978,2,4,block_1,1,prac_task,2,8,"","","","","","","","","","","","","","","","","",1,"","",-1,"","",9,"","","","","","",undefined,"","","",7,"","","","","","","","","","","","","",5839,Espero que este verano,sea algo más fresco.,"","","","",5,"","","",1752574492339,"",1752574486501,"","","",""
