"","Trial_Nr","Trial_Id","Task_Name","Exp_Subject_Id","timestamp","list","Frequency","x","y","time","conf","time_diff"
"55644",20,53,"sentence",956295,1721915049116,"B","high",355.187034606934,444.612374901772,4898.40014648438,0.645802741575691,32
"55645",20,53,"sentence",956295,1721915049153,"B","high",355.368757247925,450.125208497047,4931,0.64631849280618,32.599853515625
"55646",20,53,"sentence",956295,1721915049199,"B","high",361.879920959473,459.1628074646,4962.5,0.618843769094193,31.5
"55647",20,53,"sentence",956295,1721915049220,"B","high",369.029450416565,461.51097714901,4994.90014648438,0.768250150159908,32.400146484375
"55648",20,53,"sentence",956295,1721915049264,"B","high",359.405398368835,450.341275334358,5026.5,0.671146385620525,31.599853515625
"55649",20,53,"sentence",956295,1721915049296,"B","high",369.277715682983,453.62483561039,5058.5,0.671146385620525,32
"55650",21,16,"sentence",956295,1721915081285,"B","low",299.998950958252,476.303195953369,20.60009765625,1,NA
"55651",21,16,"sentence",956295,1721915081318,"B","low",299.732971191406,465.87518453598,52.7001953125,1,32.10009765625
"55652",21,16,"sentence",956295,1721915081351,"B","low",287.101411819458,480.0408244133,100.400146484375,1,47.699951171875
"55653",21,16,"sentence",956295,1721915081376,"B","low",302.012395858765,478.987371921539,132.5,1,32.099853515625
"55654",21,16,"sentence",956295,1721915081415,"B","low",302.234554290771,471.700167655945,164.60009765625,1,32.10009765625
"55655",21,16,"sentence",956295,1721915081435,"B","low",298.970031738281,468.58443915844,196.400146484375,1,31.800048828125
"55656",21,16,"sentence",956295,1721915081470,"B","low",288.183212280273,478.369331359863,228.60009765625,1,32.199951171875
"55657",21,16,"sentence",956295,1721915081504,"B","low",416.191005706787,436.104825139046,260.60009765625,1,32
"55658",21,16,"sentence",956295,1721915081547,"B","low",421.453380584717,414.91793692112,292.60009765625,1,32
"55659",21,16,"sentence",956295,1721915081580,"B","low",393.198871612549,424.832871556282,325,1,32.39990234375
"55660",21,16,"sentence",956295,1721915081604,"B","low",392.235088348389,428.198775649071,356.5,1,31.5
"55661",21,16,"sentence",956295,1721915081638,"B","low",397.823357582092,434.783583879471,388.60009765625,1,32.10009765625
"55662",21,16,"sentence",956295,1721915081672,"B","low",460.502409934998,405.083110928535,420.60009765625,1,32
"55663",21,16,"sentence",956295,1721915081713,"B","low",486.584615707397,437.478891015053,452.60009765625,1,32
"55664",21,16,"sentence",956295,1721915081748,"B","low",484.694170951843,426.946869492531,484.5,1,31.89990234375
"55665",21,16,"sentence",956295,1721915081769,"B","low",509.87720489502,429.538151621819,532.5,1,48
