"","sub","item","Freq","word_num","wordID","target","FFD","SFD","GD","TVT","corpus"
"491",956330,53,"high",6,"record","Yes",385,385,385,1220,"Frequency corpus"
"492",956330,27,"low",10,"couch","Yes",332,332,332,504,"Frequency corpus"
"493",956330,47,"high",5,"hotel","Yes",645,645,645,645,"Frequency corpus"
"494",956330,29,"low",5,"archive","Yes",332,332,332,332,"Frequency corpus"
"495",956330,51,"high",5,"staff","Yes",706,706,706,706,"Frequency corpus"
"496",956330,14,"low",5,"airy","Yes",NA,NA,NA,609,"Frequency corpus"
"497",956330,8,"low",4,"blunt","Yes",329,329,329,329,"Frequency corpus"
"498",956330,7,"low",7,"archaic","Yes",175,175,175,175,"Frequency corpus"
"500",956373,28,"low",5,"terrain","Yes",367.30004882812,367.30004882812,367.30004882812,2431.90039062497,"Frequency corpus"
"501",956373,34,"high",4,"nice","Yes",NA,NA,NA,267.30004882812,"Frequency corpus"
"502",956373,38,"high",7,"quick","Yes",300,300,300,1065.30004882813,"Frequency corpus"
"503",956373,31,"high",4,"modern","Yes",599.39990234375,599.39990234375,599.39990234375,866.19970703126,"Frequency corpus"
"504",956373,10,"low",5,"dense","Yes",NA,NA,NA,367.09985351562,"Frequency corpus"
"505",956373,22,"low",9,"tempo","Yes",297.69995117187,297.69995117187,297.69995117187,297.69995117187,"Frequency corpus"
"506",956373,58,"high",6,"bedroom","Yes",232.999999999995,232.999999999995,232.999999999995,499.499999999995,"Frequency corpus"
"507",956373,45,"high",8,"real","Yes",366.69995117188,366.69995117188,366.69995117188,366.69995117188,"Frequency corpus"
"508",956373,18,"low",5,"shack","Yes",334.200195312495,334.200195312495,334.200195312495,599.700195312495,"Frequency corpus"
"509",956373,24,"low",6,"proverb","Yes",366.30004882813,NA,499.80004882813,499.80004882813,"Frequency corpus"
"510",956373,6,"low",5,"astute","Yes",362.69995117187,362.69995117187,362.69995117187,362.69995117187,"Frequency corpus"
"511",956373,8,"low",4,"blunt","Yes",500.09985351562,500.09985351562,500.09985351562,500.09985351562,"Frequency corpus"
"512",956373,5,"low",6,"solemn","Yes",205.10009765625,205.10009765625,205.10009765625,1170.19995117188,"Frequency corpus"
"513",956373,21,"low",5,"sewer","Yes",232.69995117188,232.69995117188,232.69995117188,232.69995117188,"Frequency corpus"
"514",956373,17,"low",4,"tavern","Yes",666.90014648437,NA,767,767,"Frequency corpus"
"515",956373,7,"low",7,"archaic","Yes",534.89990234375,534.89990234375,534.89990234375,534.89990234375,"Frequency corpus"
"516",956373,60,"high",8,"floor","Yes",NA,NA,NA,170.10009765626,"Frequency corpus"
"517",956373,56,"high",6,"bird","Yes",NA,NA,NA,132.39990234374,"Frequency corpus"
"518",956373,41,"high",9,"usual","Yes",303.10009765626,303.10009765626,303.10009765626,303.10009765626,"Frequency corpus"
"519",956373,54,"high",7,"problem","Yes",367.80004882813,367.80004882813,367.80004882813,367.80004882813,"Frequency corpus"
"520",956373,29,"low",5,"archive","Yes",166.19995117187,NA,333.19995117187,333.19995117187,"Frequency corpus"
"521",956373,53,"high",6,"record","Yes",265.80004882812,265.80004882812,265.80004882812,265.80004882812,"Frequency corpus"
"522",956373,51,"high",5,"staff","Yes",303.400146484375,303.400146484375,303.400146484375,628.700195312495,"Frequency corpus"
"523",956373,44,"high",4,"keen","Yes",200.5,200.5,200.5,200.5,"Frequency corpus"
"524",956373,12,"low",5,"docile","Yes",99.5,99.5,99.5,99.5,"Frequency corpus"
"525",956373,9,"low",8,"famed","Yes",98.30004882812,NA,330.90014648436,330.90014648436,"Frequency corpus"
"526",956373,20,"low",5,"prism","Yes",NA,NA,NA,233.39990234376,"Frequency corpus"
"527",956373,43,"high",7,"long","Yes",272.5,272.5,272.5,472.10009765624,"Frequency corpus"
"528",956373,16,"low",5,"lagoon","Yes",NA,NA,NA,505.19995117187,"Frequency corpus"
"529",956373,35,"high",6,"lovely","Yes",333.2001953125,333.2001953125,333.2001953125,467.7001953125,"Frequency corpus"
"530",956373,52,"high",4,"rain","Yes",167.39990234375,167.39990234375,167.39990234375,334.39990234375,"Frequency corpus"
"531",956373,40,"high",8,"heavy","Yes",433.69995117188,433.69995117188,433.69995117188,433.69995117188,"Frequency corpus"
"532",956373,33,"high",4,"strong","Yes",235.39990234375,235.39990234375,235.39990234375,401.7998046875,"Frequency corpus"
"533",956373,19,"low",5,"foyer","Yes",703.10009765626,703.10009765626,703.10009765626,703.10009765626,"Frequency corpus"
"534",956373,42,"high",4,"proper","Yes",167.89990234375,167.89990234375,167.89990234375,167.89990234375,"Frequency corpus"
"535",956373,23,"low",7,"server","Yes",133.89990234375,133.89990234375,133.89990234375,301.69995117188,"Frequency corpus"
"536",956373,57,"high",10,"father","Yes",432.30004882812,432.30004882812,432.30004882812,432.30004882812,"Frequency corpus"
"537",956373,13,"low",6,"casual","Yes",165.699951171875,165.699951171875,165.699951171875,165.699951171875,"Frequency corpus"
"538",956373,11,"low",9,"plush","Yes",99.59985351563,99.59985351563,99.59985351563,99.59985351563,"Frequency corpus"
"539",956373,50,"high",5,"sugar","Yes",97.89990234375,97.89990234375,97.89990234375,555.39990234375,"Frequency corpus"
"540",956373,4,"low",7,"cyan","Yes",169.800048828125,169.800048828125,169.800048828125,169.800048828125,"Frequency corpus"
"541",956373,36,"high",6,"welcome","Yes",532.2998046875,NA,833.499755859375,833.499755859375,"Frequency corpus"
"542",956373,1,"low",5,"chatty","Yes",266.5,266.5,266.5,854.899902343755,"Frequency corpus"
"543",956373,49,"high",5,"fight","Yes",632.30004882813,NA,832.60009765625,832.60009765625,"Frequency corpus"
"544",956379,11,"low",9,"plush","Yes",592,592,592,592,"Frequency corpus"
"545",956379,27,"low",10,"couch","Yes",800.09985351562,800.09985351562,800.09985351562,800.09985351562,"Frequency corpus"
"546",956379,46,"high",7,"wine","Yes",208.09985351562,208.09985351562,208.09985351562,208.09985351562,"Frequency corpus"
"547",956379,51,"high",5,"staff","Yes",656,656,656,656,"Frequency corpus"
"548",956379,59,"high",4,"meeting","Yes",864.000000000005,864.000000000005,864.000000000005,864.000000000005,"Frequency corpus"
"549",956379,34,"high",4,"nice","Yes",863.90014648438,863.90014648438,863.90014648438,863.90014648438,"Frequency corpus"
"550",956379,31,"high",4,"modern","Yes",735.90014648438,735.90014648438,735.90014648438,735.90014648438,"Frequency corpus"
"551",956379,50,"high",5,"sugar","Yes",847.90014648438,847.90014648438,847.90014648438,847.90014648438,"Frequency corpus"
"552",956379,58,"high",6,"bedroom","Yes",127.900146484375,127.900146484375,127.900146484375,127.900146484375,"Frequency corpus"
"553",956379,36,"high",6,"welcome","Yes",320.000000000005,320.000000000005,320.000000000005,320.000000000005,"Frequency corpus"
"554",956379,18,"low",5,"shack","Yes",207.90014648438,207.90014648438,207.90014648438,207.90014648438,"Frequency corpus"
"555",956379,28,"low",5,"terrain","Yes",592,592,592,592,"Frequency corpus"
"556",956379,14,"low",5,"airy","Yes",400,400,400,400,"Frequency corpus"
"557",956379,53,"high",6,"record","Yes",NA,NA,NA,208,"Frequency corpus"
"558",956379,29,"low",5,"archive","Yes",464.000000000005,464.000000000005,464.000000000005,464.000000000005,"Frequency corpus"
"559",956379,57,"high",10,"father","Yes",591.90014648438,591.90014648438,591.90014648438,591.90014648438,"Frequency corpus"
"560",956379,54,"high",7,"problem","Yes",256,256,256,256,"Frequency corpus"
"561",956379,6,"low",5,"astute","Yes",NA,NA,NA,128,"Frequency corpus"
"562",956379,5,"low",6,"solemn","Yes",671.900146484375,671.900146484375,671.900146484375,671.900146484375,"Frequency corpus"
"563",956379,13,"low",6,"casual","Yes",207.90014648438,207.90014648438,207.90014648438,207.90014648438,"Frequency corpus"
"564",956379,1,"low",5,"chatty","Yes",847.900146484375,847.900146484375,847.900146484375,847.900146484375,"Frequency corpus"
"565",956379,3,"low",5,"sizable","Yes",128,128,128,128,"Frequency corpus"
"566",956379,56,"high",6,"bird","Yes",784,784,784,784,"Frequency corpus"
"567",956379,4,"low",7,"cyan","Yes",399.90014648438,NA,927.80029296876,927.80029296876,"Frequency corpus"
"568",956379,23,"low",7,"server","Yes",192.09985351562,NA,720.09985351562,720.09985351562,"Frequency corpus"
"569",956379,39,"high",6,"happy","Yes",864,864,864,864,"Frequency corpus"
"570",956379,41,"high",9,"usual","Yes",672,NA,799.90014648438,799.90014648438,"Frequency corpus"
"571",956379,19,"low",5,"foyer","Yes",NA,NA,NA,208.09985351562,"Frequency corpus"
"572",956379,42,"high",4,"proper","Yes",720.000000000005,720.000000000005,720.000000000005,1376.09985351562,"Frequency corpus"
"573",956379,10,"low",5,"dense","Yes",399.90014648438,399.90014648438,399.90014648438,655.90014648438,"Frequency corpus"
"574",956379,48,"high",7,"crime","Yes",736.099853515625,736.099853515625,736.099853515625,736.099853515625,"Frequency corpus"
"575",956379,37,"high",6,"careful","Yes",143.900146484375,NA,335.900146484375,335.900146484375,"Frequency corpus"
"576",956379,60,"high",8,"floor","Yes",336,336,336,336,"Frequency corpus"
"577",956379,33,"high",4,"strong","Yes",992.000000000005,992.000000000005,992.000000000005,992.000000000005,"Frequency corpus"
"578",956379,20,"low",5,"prism","Yes",655.900146484375,NA,975.90014648438,975.90014648438,"Frequency corpus"
"579",956380,32,"high",6,"large","Yes",NA,NA,NA,336,"Frequency corpus"
"580",956380,8,"low",4,"blunt","Yes",NA,NA,NA,335.89990234375,"Frequency corpus"
"581",956380,47,"high",5,"hotel","Yes",NA,NA,NA,464.10009765625,"Frequency corpus"
"582",956380,21,"low",5,"sewer","Yes",400,400,400,528,"Frequency corpus"
"583",956380,19,"low",5,"foyer","Yes",896,896,896,896,"Frequency corpus"
"584",956380,1,"low",5,"chatty","Yes",NA,NA,NA,143.89990234375,"Frequency corpus"
"585",956380,40,"high",8,"heavy","Yes",960,960,960,960,"Frequency corpus"
"586",956380,54,"high",7,"problem","Yes",NA,NA,NA,128,"Frequency corpus"
"587",956380,38,"high",7,"quick","Yes",736.10009765625,736.10009765625,736.10009765625,736.10009765625,"Frequency corpus"
"588",956380,39,"high",6,"happy","Yes",944,944,944,944,"Frequency corpus"
"589",956380,50,"high",5,"sugar","Yes",208,208,208,208,"Frequency corpus"
"590",956380,56,"high",6,"bird","Yes",NA,NA,NA,335.90014648438,"Frequency corpus"
"591",956380,34,"high",4,"nice","Yes",352.099853515625,352.099853515625,352.099853515625,352.099853515625,"Frequency corpus"
"592",956380,58,"high",6,"bedroom","Yes",207.900146484375,207.900146484375,207.900146484375,672.000244140634,"Frequency corpus"
"593",956380,49,"high",5,"fight","Yes",607.90014648438,607.90014648438,607.90014648438,1215.90014648438,"Frequency corpus"
"594",956380,37,"high",6,"careful","Yes",144.099853515625,144.099853515625,144.099853515625,144.099853515625,"Frequency corpus"
"595",956380,31,"high",4,"modern","Yes",272,272,272,272,"Frequency corpus"
"596",956380,9,"low",8,"famed","Yes",336,336,336,336,"Frequency corpus"
"597",956380,2,"low",7,"beige","Yes",207.900146484375,207.900146484375,207.900146484375,1088,"Frequency corpus"
"598",956380,11,"low",9,"plush","Yes",272,272,272,272,"Frequency corpus"
"599",956380,53,"high",6,"record","Yes",NA,NA,NA,127.80004882812,"Frequency corpus"
"600",956380,57,"high",10,"father","Yes",271.999999999995,271.999999999995,271.999999999995,271.999999999995,"Frequency corpus"
"601",956380,26,"low",10,"heel","Yes",944,NA,1952.09985351562,1952.09985351562,"Frequency corpus"
"602",956380,18,"low",5,"shack","Yes",208,208,208,208,"Frequency corpus"
"603",956380,45,"high",8,"real","Yes",NA,NA,NA,272,"Frequency corpus"
"604",956380,10,"low",5,"dense","Yes",815.999999999995,815.999999999995,815.999999999995,815.999999999995,"Frequency corpus"
"605",956380,43,"high",7,"long","Yes",NA,NA,NA,672.10009765626,"Frequency corpus"
"606",956380,29,"low",5,"archive","Yes",143.89990234375,143.89990234375,143.89990234375,143.89990234375,"Frequency corpus"
"607",956380,36,"high",6,"welcome","Yes",271.89990234374,271.89990234374,271.89990234374,271.89990234374,"Frequency corpus"
"608",956380,23,"low",7,"server","Yes",480.10009765626,480.10009765626,480.10009765626,943.89990234376,"Frequency corpus"
"609",956380,28,"low",5,"terrain","Yes",NA,NA,NA,544,"Frequency corpus"
"610",956380,4,"low",7,"cyan","Yes",128,128,128,128,"Frequency corpus"
"611",956380,51,"high",5,"staff","Yes",NA,NA,NA,672,"Frequency corpus"
"612",956745,28,"high",5,"weather","Yes",399.80004882813,399.80004882813,399.80004882813,1619.4001464844,"Frequency corpus"
"613",956745,23,"high",7,"system","Yes",697.59985351562,697.59985351562,697.59985351562,697.59985351562,"Frequency corpus"
"614",956745,60,"low",8,"porch","Yes",332.5,NA,495.80004882813,1671.10009765626,"Frequency corpus"
"615",956745,16,"high",5,"island","Yes",NA,NA,NA,527.30029296875,"Frequency corpus"
"616",956745,49,"low",5,"brawl","Yes",231.10009765625,NA,440.200195312505,440.200195312505,"Frequency corpus"
"617",956745,2,"high",7,"green","Yes",665.199951171875,665.199951171875,665.199951171875,665.199951171875,"Frequency corpus"
"618",956745,14,"high",5,"warm","Yes",135.5,135.5,135.5,135.5,"Frequency corpus"
"619",956745,27,"high",10,"table","Yes",197.39990234375,197.39990234375,197.39990234375,197.39990234375,"Frequency corpus"
"620",956745,15,"high",4,"cold","Yes",95.900146484375,95.900146484375,95.900146484375,95.900146484375,"Frequency corpus"
"621",956745,10,"high",5,"quiet","Yes",137.89990234375,NA,639.999755859375,639.999755859375,"Frequency corpus"
"622",956745,17,"high",4,"market","Yes",632.199951171875,632.199951171875,632.199951171875,632.199951171875,"Frequency corpus"
"623",956745,43,"low",7,"wavy","Yes",NA,NA,NA,1302.00024414062,"Frequency corpus"
"624",956745,37,"low",6,"prudent","Yes",692.500000000005,NA,1986.40014648438,1986.40014648438,"Frequency corpus"
"625",956745,30,"high",5,"quality","Yes",135.30004882813,135.30004882813,135.30004882813,501.80004882813,"Frequency corpus"
"626",956745,55,"low",7,"purse","Yes",135.60009765626,135.60009765626,135.60009765626,969.80004882813,"Frequency corpus"
"627",956745,59,"low",4,"lecture","Yes",NA,NA,NA,134.699951171875,"Frequency corpus"
"628",956745,48,"low",7,"heist","Yes",432.69995117187,432.69995117187,432.69995117187,925.099853515629,"Frequency corpus"
"629",956745,38,"low",7,"rapid","Yes",366.39990234375,366.39990234375,366.39990234375,467.30004882812,"Frequency corpus"
"630",956745,22,"high",9,"speed","Yes",231.60009765624,231.60009765624,231.60009765624,490.90014648437,"Frequency corpus"
"631",956745,8,"high",4,"short","Yes",168.5,NA,698.5,698.5,"Frequency corpus"
"632",956745,39,"low",6,"nerdy","Yes",NA,NA,NA,951.09985351564,"Frequency corpus"
"633",956745,3,"high",5,"massive","Yes",NA,NA,NA,101.69995117188,"Frequency corpus"
"634",956745,7,"high",7,"classic","Yes",236.80004882813,236.80004882813,236.80004882813,236.80004882813,"Frequency corpus"
"635",956745,26,"high",10,"foot","Yes",197.10009765625,NA,428.40014648438,428.40014648438,"Frequency corpus"
"636",956745,13,"high",6,"normal","Yes",NA,NA,NA,420.599853515705,"Frequency corpus"
"637",956745,32,"low",6,"leaky","Yes",NA,NA,NA,96.09985351563,"Frequency corpus"
"638",956745,46,"low",7,"pawn","Yes",163.80004882812,NA,293.39990234374,293.39990234374,"Frequency corpus"
"639",956745,5,"high",6,"famous","Yes",129.89990234374,129.89990234374,129.89990234374,225.99975585937,"Frequency corpus"
"640",956745,24,"high",6,"picture","Yes",NA,NA,NA,231.100097656199,"Frequency corpus"
"641",956765,35,"low",6,"cheery","Yes",265.40014648438,265.40014648438,265.40014648438,265.40014648438,"Frequency corpus"
"642",956765,28,"high",5,"weather","Yes",521.2998046875,521.2998046875,521.2998046875,521.2998046875,"Frequency corpus"
"643",956765,53,"low",6,"folder","Yes",NA,NA,NA,591.30004882812,"Frequency corpus"
"644",956765,54,"low",7,"paradox","Yes",643.90014648437,643.90014648437,643.90014648437,643.90014648437,"Frequency corpus"
"645",956765,27,"high",10,"table","Yes",615.600097656245,615.600097656245,615.600097656245,615.600097656245,"Frequency corpus"
"646",956765,2,"high",7,"green","Yes",289.30004882813,289.30004882813,289.30004882813,289.30004882813,"Frequency corpus"
"647",956765,19,"high",5,"stage","Yes",355.299804687505,NA,556.799804687505,556.799804687505,"Frequency corpus"
"648",956765,23,"high",7,"system","Yes",94.19995117187,94.19995117187,94.19995117187,94.19995117187,"Frequency corpus"
"649",956765,60,"low",8,"porch","Yes",138.5,138.5,138.5,138.5,"Frequency corpus"
"650",956765,12,"high",5,"bright","Yes",94.300048828125,94.300048828125,94.300048828125,94.300048828125,"Frequency corpus"
"651",956765,33,"low",4,"sturdy","Yes",489.500000000005,489.500000000005,489.500000000005,489.500000000005,"Frequency corpus"
"652",956765,25,"high",9,"oil","Yes",NA,NA,NA,424.69995117188,"Frequency corpus"
"653",956765,4,"high",7,"blue","Yes",196.10009765625,196.10009765625,196.10009765625,196.10009765625,"Frequency corpus"
"654",956765,15,"high",4,"cold","Yes",209.89990234376,209.89990234376,209.89990234376,209.89990234376,"Frequency corpus"
"655",956765,36,"low",6,"sincere","Yes",136.199951171875,136.199951171875,136.199951171875,136.199951171875,"Frequency corpus"
"656",956765,7,"high",7,"classic","Yes",528.59985351563,528.59985351563,528.59985351563,528.59985351563,"Frequency corpus"
"657",956765,59,"low",4,"lecture","Yes",231.099853515625,231.099853515625,231.099853515625,231.099853515625,"Frequency corpus"
"658",956765,39,"low",6,"nerdy","Yes",364.699951171875,364.699951171875,364.699951171875,364.699951171875,"Frequency corpus"
"659",956765,55,"low",7,"purse","Yes",165.89990234374,165.89990234374,165.89990234374,165.89990234374,"Frequency corpus"
"660",956765,31,"low",4,"trendy","Yes",232.39990234375,232.39990234375,232.39990234375,232.39990234375,"Frequency corpus"
"661",956765,1,"high",5,"social","Yes",NA,NA,NA,103.699951171875,"Frequency corpus"
"662",956765,32,"low",6,"leaky","Yes",92.699951171875,92.699951171875,92.699951171875,92.699951171875,"Frequency corpus"
"663",956765,5,"high",6,"famous","Yes",253.59985351563,253.59985351563,253.59985351563,253.59985351563,"Frequency corpus"
"664",956765,3,"high",5,"massive","Yes",326.90014648438,NA,454.50024414064,454.50024414064,"Frequency corpus"
"665",956765,38,"low",7,"rapid","Yes",470.89990234375,470.89990234375,470.89990234375,470.89990234375,"Frequency corpus"
"666",956765,56,"low",6,"crow","Yes",790.300048828125,790.300048828125,790.300048828125,790.300048828125,"Frequency corpus"
"667",956765,46,"low",7,"pawn","Yes",792.40014648437,792.40014648437,792.40014648437,792.40014648437,"Frequency corpus"
"668",956765,18,"high",5,"house","Yes",291.699951171875,291.699951171875,291.699951171875,291.699951171875,"Frequency corpus"
"669",956765,10,"high",5,"quiet","Yes",NA,NA,NA,657.600097656241,"Frequency corpus"
"670",956765,24,"high",6,"picture","Yes",164.5,164.5,164.5,164.5,"Frequency corpus"
"671",956765,16,"high",5,"island","Yes",624.5,NA,857.59985351563,857.59985351563,"Frequency corpus"
"672",956765,51,"low",5,"clerk","Yes",363.7998046875,363.7998046875,363.7998046875,363.7998046875,"Frequency corpus"
"673",956765,48,"low",7,"heist","Yes",167,167,167,167,"Frequency corpus"
"674",956765,9,"high",8,"local","Yes",228.90014648438,228.90014648438,228.90014648438,228.90014648438,"Frequency corpus"
"675",1072663,30,"high",5,"quality","Yes",NA,NA,NA,194,"Frequency corpus"
"676",1072663,40,"low",8,"bulky","Yes",144.300048828125,144.300048828125,144.300048828125,834.89990234375,"Frequency corpus"
"677",1072663,21,"high",5,"water","Yes",864.100097656245,NA,1794.40014648436,2593.90014648436,"Frequency corpus"
"678",1072663,51,"low",5,"clerk","Yes",528,528,528,1040.0998535157,"Frequency corpus"
"679",1072663,6,"high",5,"clever","Yes",191.69995117188,191.69995117188,191.69995117188,191.69995117188,"Frequency corpus"
"680",1072663,37,"low",6,"prudent","Yes",735.60009765625,735.60009765625,735.60009765625,735.60009765625,"Frequency corpus"
"681",1072663,43,"low",7,"wavy","Yes",673.59985351563,673.59985351563,673.59985351563,673.59985351563,"Frequency corpus"
"682",1072663,8,"high",4,"short","Yes",NA,NA,NA,128.30004882812,"Frequency corpus"
"683",1072663,4,"high",7,"blue","Yes",929.19995117188,929.19995117188,929.19995117188,929.19995117188,"Frequency corpus"
"684",1072663,7,"high",7,"classic","Yes",369.199951171875,369.199951171875,369.199951171875,914.099853515625,"Frequency corpus"
"685",1072663,38,"low",7,"rapid","Yes",532.40014648437,532.40014648437,532.40014648437,1414.30004882813,"Frequency corpus"
"686",1072663,3,"high",5,"massive","Yes",881.39990234375,NA,1409.39990234375,1409.39990234375,"Frequency corpus"
"687",1072663,54,"low",7,"paradox","Yes",592.199951171875,NA,1455.19995117188,1455.19995117188,"Frequency corpus"
"688",1072663,39,"low",6,"nerdy","Yes",93.89990234375,93.89990234375,93.89990234375,93.89990234375,"Frequency corpus"
"689",1072663,47,"low",5,"motel","Yes",334.5,NA,605.5,605.5,"Frequency corpus"
"690",1072663,1,"high",5,"social","Yes",592.39990234375,592.39990234375,592.39990234375,592.39990234375,"Frequency corpus"
"691",1072663,18,"high",5,"house","Yes",143.099853515625,NA,604.899658203125,604.899658203125,"Frequency corpus"
"692",1072663,55,"low",7,"purse","Yes",465.69995117188,465.69995117188,465.69995117188,465.69995117188,"Frequency corpus"
"693",1072663,24,"high",6,"picture","Yes",174.69995117188,174.69995117188,174.69995117188,174.69995117188,"Frequency corpus"
"694",1072663,35,"low",6,"cheery","Yes",943.900146484375,943.900146484375,943.900146484375,943.900146484375,"Frequency corpus"
"695",1072663,57,"low",10,"mentor","Yes",194.699951171875,194.699951171875,194.699951171875,194.699951171875,"Frequency corpus"
"696",1072663,53,"low",6,"folder","Yes",606.89990234375,606.89990234375,606.89990234375,606.89990234375,"Frequency corpus"
"697",1072663,59,"low",4,"lecture","Yes",223.699951171875,223.699951171875,223.699951171875,223.699951171875,"Frequency corpus"
"698",1072663,41,"low",9,"stale","Yes",544.7998046875,544.7998046875,544.7998046875,544.7998046875,"Frequency corpus"
"699",1072663,13,"high",6,"normal","Yes",945.5,NA,1681.90014648437,1807,"Frequency corpus"
"700",1072663,23,"high",7,"system","Yes",191.59985351563,191.59985351563,191.59985351563,191.59985351563,"Frequency corpus"
"701",1072663,34,"low",4,"neat","Yes",799,799,799,799,"Frequency corpus"
"702",1072733,23,"high",7,"system","Yes",928.39990234374,928.39990234374,928.39990234374,1057,"Frequency corpus"
"703",1072733,47,"low",5,"motel","Yes",NA,NA,NA,402,"Frequency corpus"
"704",1072733,13,"high",6,"normal","Yes",NA,NA,NA,401.89990234374,"Frequency corpus"
"705",1072733,4,"high",7,"blue","Yes",863.69995117188,863.69995117188,863.69995117188,863.69995117188,"Frequency corpus"
"706",1072733,2,"high",7,"green","Yes",990.7998046875,990.7998046875,990.7998046875,990.7998046875,"Frequency corpus"
"707",1072733,9,"high",8,"local","Yes",212.10009765624,212.10009765624,212.10009765624,212.10009765624,"Frequency corpus"
"708",1072733,60,"low",8,"porch","Yes",NA,NA,NA,131.5,"Frequency corpus"
"709",1072733,43,"low",7,"wavy","Yes",592.899902343741,592.899902343741,592.899902343741,2367.80004882813,"Frequency corpus"
"710",1072733,7,"high",7,"classic","Yes",193,193,193,193,"Frequency corpus"
"711",1072733,26,"high",10,"foot","Yes",926.69995117187,926.69995117187,926.69995117187,926.69995117187,"Frequency corpus"
"712",1072733,18,"high",5,"house","Yes",991.39990234375,991.39990234375,991.39990234375,991.39990234375,"Frequency corpus"
"713",1072733,24,"high",6,"picture","Yes",462.700195312495,462.700195312495,462.700195312495,462.700195312495,"Frequency corpus"
"714",1072733,50,"low",5,"maize","Yes",912.600097656255,912.600097656255,912.600097656255,912.600097656255,"Frequency corpus"
"715",1072733,51,"low",5,"clerk","Yes",671.30004882812,671.30004882812,671.30004882812,671.30004882812,"Frequency corpus"
"716",1072733,1,"high",5,"social","Yes",462.89990234376,462.89990234376,462.89990234376,462.89990234376,"Frequency corpus"
"717",1072733,55,"low",7,"purse","Yes",195.30004882812,195.30004882812,195.30004882812,195.30004882812,"Frequency corpus"
"718",1072733,41,"low",9,"stale","Yes",915.39990234374,915.39990234374,915.39990234374,915.39990234374,"Frequency corpus"
"719",1072733,54,"low",7,"paradox","Yes",656.30004882813,656.30004882813,656.30004882813,656.30004882813,"Frequency corpus"
"720",1072733,53,"low",6,"folder","Yes",143,143,143,557.2001953125,"Frequency corpus"
"721",1072733,32,"low",6,"leaky","Yes",782.40014648437,782.40014648437,782.40014648437,782.40014648437,"Frequency corpus"
"722",1072733,27,"high",10,"table","Yes",192,192,192,192,"Frequency corpus"
"723",1072733,35,"low",6,"cheery","Yes",461.40014648438,NA,971.20019531251,971.20019531251,"Frequency corpus"
"724",1072733,58,"low",6,"doorway","Yes",104.30004882813,NA,237.30004882813,431.699951171871,"Frequency corpus"
"725",1072733,37,"low",6,"prudent","Yes",320.69995117187,NA,591.49999999999,591.49999999999,"Frequency corpus"
"726",1073852,8,"high",4,"short","Yes",404,404,404,404,"Frequency corpus"
"727",1073852,30,"high",5,"quality","Yes",239.5,239.5,239.5,239.5,"Frequency corpus"
"728",1073852,2,"high",7,"green","Yes",368.5,368.5,368.5,368.5,"Frequency corpus"
"729",1073852,6,"high",5,"clever","Yes",464.5,464.5,464.5,464.5,"Frequency corpus"
"730",1073852,49,"low",5,"brawl","Yes",129.099853515625,129.099853515625,129.099853515625,129.099853515625,"Frequency corpus"
"731",1073852,17,"high",4,"market","Yes",127.699951171875,127.699951171875,127.699951171875,127.699951171875,"Frequency corpus"
"732",1073852,3,"high",5,"massive","Yes",156.89990234375,156.89990234375,156.89990234375,156.89990234375,"Frequency corpus"
"733",1073852,7,"high",7,"classic","Yes",160.30004882812,160.30004882812,160.30004882812,160.30004882812,"Frequency corpus"
"734",1073852,28,"high",5,"weather","Yes",589.2001953125,589.2001953125,589.2001953125,589.2001953125,"Frequency corpus"
"735",1073852,59,"low",4,"lecture","Yes",404.10009765625,404.10009765625,404.10009765625,404.10009765625,"Frequency corpus"
"736",1073852,42,"low",4,"prompt","Yes",290,290,290,290,"Frequency corpus"
"737",1073852,24,"high",6,"picture","Yes",490.80004882812,490.80004882812,490.80004882812,490.80004882812,"Frequency corpus"
"738",1073852,25,"high",9,"oil","Yes",862.60009765626,862.60009765626,862.60009765626,862.60009765626,"Frequency corpus"
"739",1073852,41,"low",9,"stale","Yes",NA,NA,NA,1153.59985351563,"Frequency corpus"
"740",1073852,46,"low",7,"pawn","Yes",284.89990234375,NA,828.89990234375,828.89990234375,"Frequency corpus"
"741",1073852,57,"low",10,"mentor","Yes",432.300048828125,NA,1007.89990234374,1007.89990234374,"Frequency corpus"
"742",1073852,47,"low",5,"motel","Yes",307.199951171875,307.199951171875,307.199951171875,307.199951171875,"Frequency corpus"
"743",1073852,53,"low",6,"folder","Yes",626.699951171875,NA,1059.29980468749,1059.29980468749,"Frequency corpus"
"744",1073852,12,"high",5,"bright","Yes",226.39990234375,226.39990234375,226.39990234375,226.39990234375,"Frequency corpus"
"745",1073852,38,"low",7,"rapid","Yes",436.300048828125,436.300048828125,436.300048828125,436.300048828125,"Frequency corpus"
"746",1073852,10,"high",5,"quiet","Yes",496.60009765625,NA,1244.90014648438,1244.90014648438,"Frequency corpus"
"747",1073852,48,"low",7,"heist","Yes",252.199951171875,252.199951171875,252.199951171875,1211.69995117188,"Frequency corpus"
"748",1073852,31,"low",4,"trendy","Yes",605.10009765625,605.10009765625,605.10009765625,605.10009765625,"Frequency corpus"
"749",1073852,16,"high",5,"island","Yes",240.39990234375,240.39990234375,240.39990234375,240.39990234375,"Frequency corpus"
"750",1073852,36,"low",6,"sincere","Yes",468.40014648438,468.40014648438,468.40014648438,468.40014648438,"Frequency corpus"
