"","sub","item","Freq","word_num","wordID","target","FFD","SFD","GD","TVT","corpus","freq","zipf","word_length"
"53",1072733,9,NA,1,"The","No",336.69995117187,336.69995117187,336.69995117187,336.69995117187,"Single-line corpus",9418422,7.67,3
"54",1072733,35,NA,1,"It","No",126.69995117187,126.69995117187,126.69995117187,126.69995117187,"Single-line corpus",4317835,7.33,2
"55",1072733,39,NA,2,"knew","No",NA,NA,NA,320.89990234376,"Single-line corpus",46256,5.36,4
"56",1072733,39,NA,4,"artist.","No",145.10009765626,145.10009765626,145.10009765626,145.10009765626,"Single-line corpus",10332,4.71,7
"57",1072733,12,NA,1,"The","No",924.899902343755,NA,1133.19995117188,1133.19995117188,"Single-line corpus",9418422,7.67,3
"58",1072733,22,NA,1,"John","No",801.800048828125,801.800048828125,801.800048828125,801.800048828125,"Single-line corpus",58894,5.47,4
"59",1072733,22,NA,2,"was","No",783.69995117188,783.69995117188,783.69995117188,783.69995117188,"Single-line corpus",1509144,6.87,3
"60",1072733,31,NA,1,"The","No",909.5,909.5,909.5,909.5,"Single-line corpus",9418422,7.67,3
"61",1072733,16,NA,2,"sun","No",317.7998046875,NA,845.49975585938,845.49975585938,"Single-line corpus",20693,5.01,3
"62",1072733,6,NA,1,"James","No",NA,NA,NA,335.09985351563,"Single-line corpus",37251,5.27,5
"63",1072733,6,NA,3,"his","No",206.999999999995,206.999999999995,206.999999999995,206.999999999995,"Single-line corpus",502568,6.4,3
"64",1072733,26,NA,1,"His","No",992.59985351562,NA,1136.80004882812,1136.80004882812,"Single-line corpus",502568,6.4,3
"65",1072733,13,NA,2,"ate","No",528.40014648437,528.40014648437,528.40014648437,528.40014648437,"Single-line corpus",3194,4.2,3
"66",1072733,20,NA,1,"The","No",927.80004882813,927.80004882813,927.80004882813,927.80004882813,"Single-line corpus",9418422,7.67,3
"67",1072733,38,NA,3,"the","No",272.099853515625,272.099853515625,272.099853515625,272.099853515625,"Single-line corpus",9418422,7.67,3
"68",1072733,32,NA,1,"Michael","No",464.60009765625,464.60009765625,464.60009765625,464.60009765625,"Single-line corpus",28584,5.15,7
"69",1072733,23,NA,3,"was","No",402.300048828125,402.300048828125,402.300048828125,402.300048828125,"Single-line corpus",1509144,6.87,3
"70",1072733,7,NA,1,"Poppy","No",592.900146484375,592.900146484375,592.900146484375,592.900146484375,"Single-line corpus",1931,3.98,5
"71",1072733,7,NA,3,"paid","No",270.90014648438,270.90014648438,270.90014648438,270.90014648438,"Single-line corpus",30840,5.18,4
"72",1072733,10,NA,3,"lost","No",929.599853515625,929.599853515625,929.599853515625,929.599853515625,"Single-line corpus",53100,5.42,4
"73",1072733,15,NA,4,"to","No",335.30004882812,335.30004882812,335.30004882812,335.30004882812,"Single-line corpus",5327272,7.42,2
"74",1072733,21,NA,1,"The","No",589.89990234375,589.89990234375,589.89990234375,589.89990234375,"Single-line corpus",9418422,7.67,3
"75",1072733,3,NA,1,"Paul","No",NA,NA,NA,990.300048828139,"Single-line corpus",37976,5.28,4
"76",1072733,3,NA,2,"made","No",NA,NA,NA,419.19995117187,"Single-line corpus",162547,5.91,4
"77",1072733,3,NA,3,"some","No",655.30004882812,655.30004882812,655.30004882812,655.30004882812,"Single-line corpus",379473,6.27,4
"78",1072733,40,NA,3,"quite","No",864.19995117188,864.19995117188,864.19995117188,864.19995117188,"Single-line corpus",165758,5.92,5
"79",1072733,1,NA,1,"The","No",NA,NA,NA,380.80029296874,"Single-line corpus",9418422,7.67,3
"80",1072733,1,NA,2,"man","No",889.300048828125,889.300048828125,889.300048828125,889.300048828125,"Single-line corpus",145147,5.86,3
"81",1072733,28,NA,2,"river","No",861.89990234375,861.89990234375,861.89990234375,861.89990234375,"Single-line corpus",17027,4.93,5
"82",1072733,36,NA,1,"Some","No",990.60009765625,990.60009765625,990.60009765625,990.60009765625,"Single-line corpus",379473,6.27,4
"83",1072733,19,NA,2,"liked","No",126.60009765625,126.60009765625,126.60009765625,254.50024414063,"Single-line corpus",13943,4.84,5
"84",1072733,14,NA,2,"sand","No",592.5,592.5,592.5,592.5,"Single-line corpus",6499,4.51,4
"85",1072733,30,NA,1,"The","No",653.2998046875,653.2998046875,653.2998046875,653.2998046875,"Single-line corpus",9418422,7.67,3
"86",1072733,5,NA,3,"was","No",468,468,468,468,"Single-line corpus",1509144,6.87,3
"87",1072733,33,NA,1,"Li","No",NA,NA,NA,867,"Single-line corpus",2854,4.15,2
"88",1072733,33,NA,3,"away","No",337,337,337,337,"Single-line corpus",139294,5.84,4
"89",1072733,4,NA,2,"was","No",254.800048828125,254.800048828125,254.800048828125,254.800048828125,"Single-line corpus",1509144,6.87,3
"90",1072733,4,NA,4,"pleased.","No",126.400146484375,126.400146484375,126.400146484375,126.400146484375,"Single-line corpus",19492,4.99,8
"91",1072733,27,NA,2,"room","No",911.800048828125,911.800048828125,911.800048828125,911.800048828125,"Single-line corpus",79926,5.6,4
"92",1072733,2,NA,2,"green","No",NA,NA,NA,401.5,"Single-line corpus",33158,5.22,5
"93",1072733,2,NA,3,"vase","No",256.89990234375,256.89990234375,256.89990234375,256.89990234375,"Single-line corpus",3723,4.27,4
"94",1073852,31,NA,1,"The","No",303.5,303.5,303.5,303.5,"Single-line corpus",9418422,7.67,3
"95",1073852,31,NA,3,"flew","No",NA,NA,NA,254.59985351562,"Single-line corpus",2765,4.14,4
"96",1073852,31,NA,4,"away.","No",351.800048828125,351.800048828125,351.800048828125,351.800048828125,"Single-line corpus",139294,5.84,5
"97",1073852,28,NA,2,"river","No",NA,NA,NA,208.199951171875,"Single-line corpus",17027,4.93,5
"98",1073852,28,NA,3,"dried","No",528.199951171875,528.199951171875,528.199951171875,528.199951171875,"Single-line corpus",2832,4.15,5
"99",1073852,34,NA,1,"The","No",97.199951171875,97.199951171875,97.199951171875,97.199951171875,"Single-line corpus",9418422,7.67,3
"100",1073852,34,NA,3,"walked","No",896.600097656255,896.600097656255,896.600097656255,896.600097656255,"Single-line corpus",9530,4.67,6
"101",1073852,10,NA,2,"got","No",144.2998046875,144.2998046875,144.2998046875,144.2998046875,"Single-line corpus",590673,6.47,3
"102",1073852,10,NA,4,"at","No",304.300048828125,304.300048828125,304.300048828125,304.300048828125,"Single-line corpus",984810,6.69,2
"103",1073852,39,NA,3,"this","No",957.499999999995,957.499999999995,957.499999999995,957.499999999995,"Single-line corpus",1568879,6.89,4
"104",1073852,40,NA,3,"quite","No",625.199951171875,625.199951171875,625.199951171875,625.199951171875,"Single-line corpus",165758,5.92,5
"105",1073852,32,NA,1,"Michael","No",192,192,192,192,"Single-line corpus",28584,5.15,7
"106",1073852,32,NA,2,"drew","No",501.800048828125,501.800048828125,501.800048828125,501.800048828125,"Single-line corpus",3417,4.23,4
"107",1073852,23,NA,2,"driver","No",272,272,272,496.39990234375,"Single-line corpus",10301,4.71,6
"108",1073852,23,NA,3,"was","No",400,400,400,400,"Single-line corpus",1509144,6.87,3
"109",1073852,22,NA,1,"John","No",285.699951171875,285.699951171875,285.699951171875,285.699951171875,"Single-line corpus",58894,5.47,4
"110",1073852,22,NA,4,"again.","No",400,400,400,400,"Single-line corpus",138518,5.84,6
"111",1073852,21,NA,4,"the","No",928.5,928.5,928.5,928.5,"Single-line corpus",9418422,7.67,3
"112",1073852,20,NA,1,"The","No",128.699951171875,128.699951171875,128.699951171875,128.699951171875,"Single-line corpus",9418422,7.67,3
"113",1073852,20,NA,3,"closed","No",356.10009765625,356.10009765625,356.10009765625,356.10009765625,"Single-line corpus",9941,4.69,6
"114",1073852,12,NA,2,"bar","No",188.2998046875,188.2998046875,188.2998046875,188.2998046875,"Single-line corpus",11216,4.75,3
"115",1073852,12,NA,4,"empty.","No",212.300048828125,212.300048828125,212.300048828125,212.300048828125,"Single-line corpus",9620,4.68,6
"116",1073852,2,NA,4,"broke.","No",95.699951171875,NA,190.900146484375,190.900146484375,"Single-line corpus",8794,4.64,6
"117",1073852,29,NA,1,"The","No",208.2001953125,208.2001953125,208.2001953125,208.2001953125,"Single-line corpus",9418422,7.67,3
"118",1073852,29,NA,3,"turned","No",224,224,224,224,"Single-line corpus",28415,5.15,6
"119",1073852,26,NA,2,"aunt","No",556.300048828125,556.300048828125,556.300048828125,556.300048828125,"Single-line corpus",4242,4.32,4
"120",1073852,33,NA,3,"away","No",495.2998046875,495.2998046875,495.2998046875,495.2998046875,"Single-line corpus",139294,5.84,4
"121",1073852,6,NA,1,"James","No",139.60009765625,139.60009765625,139.60009765625,139.60009765625,"Single-line corpus",37251,5.27,5
"122",1073852,6,NA,2,"opened","No",128,128,128,128,"Single-line corpus",11495,4.76,6
"123",1073852,6,NA,3,"his","No",127.10009765625,127.10009765625,127.10009765625,127.10009765625,"Single-line corpus",502568,6.4,3
"124",1073852,14,NA,2,"sand","No",336.199951171875,336.199951171875,336.199951171875,336.199951171875,"Single-line corpus",6499,4.51,4
"125",1073852,14,NA,3,"felt","No",224.10009765625,224.10009765625,224.10009765625,224.10009765625,"Single-line corpus",28192,5.15,4
"126",1073852,9,NA,2,"game","No",460.800048828125,460.800048828125,460.800048828125,460.800048828125,"Single-line corpus",70449,5.54,4
"127",1073852,3,NA,1,"Paul","No",157.300048828125,157.300048828125,157.300048828125,157.300048828125,"Single-line corpus",37976,5.28,4
"128",1073852,3,NA,3,"some","No",464.199951171875,464.199951171875,464.199951171875,464.199951171875,"Single-line corpus",379473,6.27,4
"129",1073852,7,NA,2,"got","No",624.39990234375,624.39990234375,624.39990234375,624.39990234375,"Single-line corpus",590673,6.47,3
"130",1073852,8,NA,3,"the","No",303.699951171875,303.699951171875,303.699951171875,303.699951171875,"Single-line corpus",9418422,7.67,3
"131",1073852,36,NA,1,"Some","No",277.7001953125,277.7001953125,277.7001953125,277.7001953125,"Single-line corpus",379473,6.27,4
"132",1073852,36,NA,3,"were","No",267.699951171875,267.699951171875,267.699951171875,267.699951171875,"Single-line corpus",448329,6.35,4
"133",1073852,25,NA,1,"The","No",175.699951171875,175.699951171875,175.699951171875,175.699951171875,"Single-line corpus",9418422,7.67,3
"134",1073852,25,NA,2,"bike","No",189.89990234375,189.89990234375,189.89990234375,189.89990234375,"Single-line corpus",7590,4.58,4
"135",1073852,25,NA,4,"sold","No",99,99,99,99,"Single-line corpus",20274,5,4
"136",1073852,5,NA,2,"break","No",289.900146484375,289.900146484375,289.900146484375,289.900146484375,"Single-line corpus",34145,5.23,5
"137",1073852,5,NA,4,"long","No",334.5,334.5,334.5,334.5,"Single-line corpus",128115,5.8,4
"138",1073852,16,NA,3,"shined","No",656.599853515625,656.599853515625,656.599853515625,656.599853515625,"Single-line corpus",50,2.4,6
"139",1073852,24,NA,4,"clean","No",556.5,556.5,556.5,556.5,"Single-line corpus",18677,4.97,5
"140",1073852,1,NA,1,"The","No",155.39990234375,155.39990234375,155.39990234375,155.39990234375,"Single-line corpus",9418422,7.67,3
"141",1073852,1,NA,3,"was","No",339.400146484375,339.400146484375,339.400146484375,339.400146484375,"Single-line corpus",1509144,6.87,3
"142",1073852,37,NA,1,"The","No",127.89990234375,NA,226.099853515625,226.099853515625,"Single-line corpus",9418422,7.67,3
"143",1073852,37,NA,3,"broke","No",316.5,316.5,316.5,316.5,"Single-line corpus",8794,4.64,5
"144",1073852,35,NA,4,"cold","Yes",464.199951171875,464.199951171875,464.199951171875,464.199951171875,"Single-line corpus",25839,5.11,4
"145",1073852,30,NA,1,"The","No",156.300048828125,156.300048828125,156.300048828125,156.300048828125,"Single-line corpus",9418422,7.67,3
"146",1073852,30,NA,3,"got","No",527.39990234375,527.39990234375,527.39990234375,527.39990234375,"Single-line corpus",590673,6.47,3
"147",1073852,13,NA,3,"his","No",500,500,500,500,"Single-line corpus",502568,6.4,3
"148",1073852,11,NA,3,"dressed","No",614.39990234375,614.39990234375,614.39990234375,614.39990234375,"Single-line corpus",6857,4.53,7
"149",1073852,38,NA,1,"Timothy","No",224,224,224,224,"Single-line corpus",646,3.51,7
"150",1073852,38,NA,3,"the","No",252.400146484375,252.400146484375,252.400146484375,252.400146484375,"Single-line corpus",9418422,7.67,3
"151",1073852,19,NA,2,"liked","No",431.89990234375,431.89990234375,431.89990234375,431.89990234375,"Single-line corpus",13943,4.84,5
"152",1073852,17,NA,3,"ate","No",260.199951171875,260.199951171875,260.199951171875,260.199951171875,"Single-line corpus",3194,4.2,3
"153",1073852,4,NA,2,"was","No",140.2001953125,140.2001953125,140.2001953125,140.2001953125,"Single-line corpus",1509144,6.87,3
"154",1073852,4,NA,3,"very","No",533.5,533.5,533.5,533.5,"Single-line corpus",519645,6.41,4
"155",1073852,15,NA,1,"She","No",96.39990234375,NA,218.2998046875,218.2998046875,"Single-line corpus",524565,6.42,3
"156",1073852,15,NA,4,"to","No",372.89990234375,372.89990234375,372.89990234375,372.89990234375,"Single-line corpus",5327272,7.42,2
"157",1073854,38,NA,1,"Timothy","No",NA,NA,NA,228.500000000005,"Single-line corpus",646,3.51,7
"158",1073854,38,NA,2,"knew","No",363.199951171875,363.199951171875,363.199951171875,363.199951171875,"Single-line corpus",46256,5.36,4
"159",1073854,24,NA,3,"to","No",710.60009765625,710.60009765625,710.60009765625,710.60009765625,"Single-line corpus",5327272,7.42,2
"160",1073854,6,NA,1,"James","No",266.60009765625,266.60009765625,266.60009765625,597.199951171875,"Single-line corpus",37251,5.27,5
"161",1073854,6,NA,3,"his","No",330.10009765625,330.10009765625,330.10009765625,330.10009765625,"Single-line corpus",502568,6.4,3
"162",1073854,18,NA,3,"many","No",660.89990234375,NA,789.2998046875,789.2998046875,"Single-line corpus",149674,5.87,4
"163",1073854,5,NA,1,"A","No",NA,NA,NA,394.69995117188,"Single-line corpus",4809384,7.38,1
"164",1073854,5,NA,2,"break","No",131,NA,293,524.59985351562,"Single-line corpus",34145,5.23,5
"165",1073854,5,NA,4,"long","No",228.39990234375,228.39990234375,228.39990234375,228.39990234375,"Single-line corpus",128115,5.8,4
"166",1073854,13,NA,2,"ate","No",423.10009765625,NA,720.30029296875,720.30029296875,"Single-line corpus",3194,4.2,3
"167",1073854,10,NA,2,"got","No",199,199,199,199,"Single-line corpus",590673,6.47,3
"168",1073854,10,NA,4,"at","No",425.800048828125,425.800048828125,425.800048828125,425.800048828125,"Single-line corpus",984810,6.69,2
"169",1073854,40,NA,2,"was","No",395.699951171875,NA,540.099853515625,540.099853515625,"Single-line corpus",1509144,6.87,3
"170",1073854,11,NA,1,"Cam","No",NA,NA,NA,236.39990234375,"Single-line corpus",1263,3.8,3
"171",1073854,11,NA,2,"was","No",460.900146484375,460.900146484375,460.900146484375,460.900146484375,"Single-line corpus",1509144,6.87,3
"172",1073854,17,NA,1,"Several","No",NA,NA,NA,164.10009765625,"Single-line corpus",13435,4.82,7
"173",1073854,17,NA,2,"kids","No",328.699951171875,328.699951171875,328.699951171875,328.699951171875,"Single-line corpus",31118,5.19,4
"174",1073854,20,NA,1,"The","No",NA,NA,NA,196.5,"Single-line corpus",9418422,7.67,3
"175",1073854,20,NA,2,"shop","No",396.199951171875,396.199951171875,396.199951171875,396.199951171875,"Single-line corpus",22769,5.05,4
"176",1073854,15,NA,1,"She","No",133.599853515625,133.599853515625,133.599853515625,133.599853515625,"Single-line corpus",524565,6.42,3
"177",1073854,15,NA,3,"new","No",364.199951171875,364.199951171875,364.199951171875,364.199951171875,"Single-line corpus",191855,5.98,3
"178",1073854,32,NA,1,"Michael","No",294.7001953125,294.7001953125,294.7001953125,556.7001953125,"Single-line corpus",28584,5.15,7
"179",1073854,32,NA,3,"his","No",260.5,260.5,260.5,260.5,"Single-line corpus",502568,6.4,3
"180",1073854,9,NA,1,"The","No",229,229,229,229,"Single-line corpus",9418422,7.67,3
"181",1073854,9,NA,2,"game","No",NA,NA,NA,163.60009765625,"Single-line corpus",70449,5.54,4
"182",1073854,9,NA,4,"fast.","No",380.300048828125,380.300048828125,380.300048828125,380.300048828125,"Single-line corpus",24850,5.09,5
"183",1073854,1,NA,1,"The","No",364,364,364,364,"Single-line corpus",9418422,7.67,3
"184",1073854,1,NA,5,"up.","No",233,233,233,233,"Single-line corpus",683393,6.53,3
"185",1073854,7,NA,2,"got","No",494.199951171875,494.199951171875,494.199951171875,494.199951171875,"Single-line corpus",590673,6.47,3
"186",1073854,27,NA,2,"room","No",527.7998046875,527.7998046875,527.7998046875,527.7998046875,"Single-line corpus",79926,5.6,4
"187",1073854,27,NA,4,"dark.","No",166.39990234375,166.39990234375,166.39990234375,166.39990234375,"Single-line corpus",17393,4.94,5
"188",1073854,33,NA,1,"Li","No",NA,NA,NA,167.80004882813,"Single-line corpus",2854,4.15,2
"189",1073854,33,NA,2,"took","No",827.90014648438,827.90014648438,827.90014648438,827.90014648438,"Single-line corpus",56568,5.45,4
"190",1073854,14,NA,1,"The","No",NA,NA,NA,299.30004882812,"Single-line corpus",9418422,7.67,3
"191",1073854,14,NA,2,"sand","No",405.599853515625,405.599853515625,405.599853515625,405.599853515625,"Single-line corpus",6499,4.51,4
"192",1073854,29,NA,1,"The","No",297.5,297.5,297.5,520.699951171875,"Single-line corpus",9418422,7.67,3
"193",1073854,29,NA,3,"turned","No",130.199951171875,130.199951171875,130.199951171875,130.199951171875,"Single-line corpus",28415,5.15,6
"194",1073854,37,NA,2,"car","No",591.400146484375,591.400146484375,591.400146484375,591.400146484375,"Single-line corpus",55649,5.44,3
"195",1073854,3,NA,2,"made","No",461.5,461.5,461.5,461.5,"Single-line corpus",162547,5.91,4
"196",1073854,3,NA,4,"tea.","No",165.10009765625,165.10009765625,165.10009765625,165.10009765625,"Single-line corpus",21172,5.02,4
"197",1073854,28,NA,3,"dried","No",738.599853515625,738.599853515625,738.599853515625,738.599853515625,"Single-line corpus",2832,4.15,5
"198",1073854,39,NA,2,"knew","No",432.800048828125,NA,664,664,"Single-line corpus",46256,5.36,4
"199",1073854,8,NA,1,"Samantha","No",264.699951171875,264.699951171875,264.699951171875,430.199951171875,"Single-line corpus",1169,3.76,8
"200",1073854,8,NA,3,"the","No",267.199951171875,267.199951171875,267.199951171875,267.199951171875,"Single-line corpus",9418422,7.67,3
"201",1073854,35,NA,2,"was","No",330.900146484375,330.900146484375,330.900146484375,330.900146484375,"Single-line corpus",1509144,6.87,3
"202",1073854,35,NA,4,"cold","No",NA,NA,NA,131.900146484375,"Single-line corpus",25839,5.11,4
"203",1073854,35,NA,5,"night.","No",232.89990234375,232.89990234375,232.89990234375,232.89990234375,"Single-line corpus",90177,5.65,6
"204",1073854,16,NA,1,"The","No",NA,NA,NA,132.199951171875,"Single-line corpus",9418422,7.67,3
"205",1073854,16,NA,2,"sun","No",162,162,162,162,"Single-line corpus",20693,5.01,3
"206",1073854,16,NA,3,"shined","No",232.39990234375,232.39990234375,232.39990234375,232.39990234375,"Single-line corpus",50,2.4,6
"207",1073854,21,NA,1,"The","No",NA,NA,NA,198.800048828125,"Single-line corpus",9418422,7.67,3
"208",1073854,21,NA,2,"cat","No",627.300048828125,627.300048828125,627.300048828125,627.300048828125,"Single-line corpus",13608,4.83,3
"209",1073854,2,NA,1,"The","No",NA,NA,NA,231.2998046875,"Single-line corpus",9418422,7.67,3
"210",1073854,2,NA,2,"green","No",327.300048828125,327.300048828125,327.300048828125,327.300048828125,"Single-line corpus",33158,5.22,5
"211",1073854,25,NA,1,"The","No",331.300048828125,331.300048828125,331.300048828125,560.300048828125,"Single-line corpus",9418422,7.67,3
"212",1073854,25,NA,4,"sold","No",169.5,169.5,169.5,169.5,"Single-line corpus",20274,5,4
"213",1073854,22,NA,1,"John","No",363.10009765625,363.10009765625,363.10009765625,363.10009765625,"Single-line corpus",58894,5.47,4
"214",1073854,22,NA,2,"was","No",NA,NA,NA,165,"Single-line corpus",1509144,6.87,3
"215",1073854,22,NA,3,"late","No",NA,NA,NA,103.699951171875,"Single-line corpus",32464,5.21,4
"216",1073854,22,NA,4,"again.","No",262,262,262,517.19995117187,"Single-line corpus",138518,5.84,6
"217",1073854,23,NA,1,"The","No",NA,NA,NA,296.5,"Single-line corpus",9418422,7.67,3
"218",1073854,23,NA,2,"driver","No",428,428,428,428,"Single-line corpus",10301,4.71,6
"219",1073854,26,NA,2,"aunt","No",205.199951171875,205.199951171875,205.199951171875,205.199951171875,"Single-line corpus",4242,4.32,4
"220",1073854,26,NA,3,"sang","No",104.60009765625,104.60009765625,104.60009765625,104.60009765625,"Single-line corpus",2414,4.08,4
"221",1073854,26,NA,4,"along.","No",163,163,163,163,"Single-line corpus",42924,5.33,6
"222",1073854,30,NA,3,"got","No",894.10009765625,894.10009765625,894.10009765625,894.10009765625,"Single-line corpus",590673,6.47,3
"223",1073854,4,NA,2,"was","No",498.900146484375,498.900146484375,498.900146484375,498.900146484375,"Single-line corpus",1509144,6.87,3
"224",1073854,4,NA,4,"pleased.","No",197.10009765625,197.10009765625,197.10009765625,197.10009765625,"Single-line corpus",19492,4.99,8
"225",1073854,19,NA,1,"Tristan","No",NA,NA,NA,298.5,"Single-line corpus",552,3.44,7
"226",1073854,19,NA,2,"liked","No",161.60009765625,161.60009765625,161.60009765625,161.60009765625,"Single-line corpus",13943,4.84,5
"227",1073854,19,NA,3,"music.","No",297,297,297,297,"Single-line corpus",44883,5.35,6
"228",1073854,31,NA,2,"bird","No",624.89990234375,624.89990234375,624.89990234375,624.89990234375,"Single-line corpus",14348,4.85,4
