"","Rec_Session_Id","Trial_Nr","Trial_Id","Task_Name","question_accuracy","trial_start","trial_end"
"182",1114069,2,34,"sentence",1,1721404804650,1721404807758
"183",1114069,3,8,"sentence",1,1721404809221,1721404812462
"184",1114069,4,3,"sentence",1,1721404814627,1721404816549
"185",1114069,5,13,"sentence",1,1721404818965,1721404824154
"186",1114069,6,55,"sentence",1,1721404849562,1721404855148
"187",1114069,7,30,"sentence",1,1721404857038,1721404863273
"188",1114069,8,14,"sentence",1,1721404868265,1721404871117
"189",1114069,9,32,"sentence",1,1721404874106,1721404879841
"190",1114069,10,58,"sentence",1,1721404885367,1721404888945
"191",1114069,11,11,"sentence",1,1721404913928,1721404917499
"192",1114069,12,46,"sentence",1,1721404919334,1721404922099
"193",1114069,13,19,"sentence",1,1721404923704,1721404926004
"194",1114069,14,1,"sentence",1,1721404932650,1721404937052
"195",1114069,15,35,"sentence",1,1721404938699,1721404942358
"196",1114069,16,25,"sentence",1,1721404967903,1721404971171
"197",1114069,17,60,"sentence",1,1721404973116,1721404977544
"198",1114069,18,48,"sentence",1,1721404978835,1721404981957
"199",1114069,19,6,"sentence",1,1721404983948,1721404986328
"200",1114069,20,15,"sentence",1,1721404988525,1721404991909
"201",1114069,21,10,"sentence",1,1721405017433,1721405026281
"202",1114069,22,9,"sentence",1,1721405031817,1721405037295
"203",1114069,23,7,"sentence",1,1721405038904,1721405042430
"204",1114069,24,39,"sentence",1,1721405044010,1721405047005
"205",1114069,25,29,"sentence",1,1721405048861,1721405052087
"206",1114069,26,59,"sentence",1,1721405077712,1721405081372
"207",1114069,27,21,"sentence",1,1721405083083,1721405086516
"208",1114069,28,57,"sentence",1,1721405089008,1721405092590
"209",1114069,29,37,"sentence",1,1721405095012,1721405099189
"210",1114069,30,43,"sentence",1,1721405102537,1721405105839
"211",1114069,31,49,"sentence",1,1721405131343,1721405135444
"212",1114069,32,31,"sentence",0,1721405137000,1721405144839
"213",1114069,33,20,"sentence",1,1721405148904,1721405152733
"214",1114069,34,26,"sentence",1,1721405154306,1721405156642
"215",1114069,35,51,"sentence",1,1721405158443,1721405160637
"216",1114069,36,24,"sentence",1,1721405186323,1721405194136
"217",1114069,37,12,"sentence",0,1721405196966,1721405229440
"218",1114069,38,16,"sentence",1,1721405242028,1721405252775
"219",1114069,39,18,"sentence",1,1721405255359,1721405260195
"220",1114069,40,2,"sentence",0,1721405262249,1721405264729
"221",1114069,41,23,"sentence",1,1721405293563,1721405296887
"222",1114069,42,40,"sentence",1,1721405298424,1721405304680
"223",1114069,43,28,"sentence",1,1721405306790,1721405309561
"224",1114069,44,44,"sentence",1,1721405317216,1721405319717
"225",1114069,45,47,"sentence",1,1721405321242,1721405324515
"226",1114069,46,5,"sentence",1,1721405349655,1721405353270
"227",1114069,47,52,"sentence",1,1721405356194,1721405362068
"228",1114069,48,45,"sentence",1,1721405363835,1721405366380
"229",1114069,49,33,"sentence",1,1721405368547,1721405370601
"230",1114069,50,38,"sentence",1,1721405372596,1721405375766
"231",1114069,51,27,"sentence",1,1721405400889,1721405406613
"232",1114069,52,36,"sentence",1,1721405408579,1721405413128
"233",1114069,53,4,"sentence",1,1721405416305,1721405418790
"234",1114069,54,53,"sentence",1,1721405421417,1721405425480
"235",1114069,55,41,"sentence",1,1721405427570,1721405430892
"236",1114069,56,42,"sentence",1,1721405456564,1721405459245
"237",1114069,57,50,"sentence",1,1721405461104,1721405463800
"238",1114069,58,56,"sentence",1,1721405465790,1721405468261
"239",1114069,59,22,"sentence",0,1721405469358,1721405472386
"240",1114069,60,17,"sentence",1,1721405476333,1721405479985
"241",1114434,1,19,"sentence",1,1721467213207,1721467216131
"242",1114434,2,30,"sentence",1,1721467221347,1721467224998
"243",1114434,3,42,"sentence",1,1721467229994,1721467233498
"244",1114434,4,14,"sentence",1,1721467237674,1721467244693
"245",1114434,5,58,"sentence",1,1721467247584,1721467252153
"246",1114434,6,25,"sentence",1,1721467287685,1721467291137
"247",1114434,7,33,"sentence",1,1721467304009,1721467307397
"248",1114434,8,1,"sentence",1,1721467316617,1721467319668
"249",1114434,9,26,"sentence",1,1721467326678,1721467331121
"250",1114434,10,7,"sentence",1,1721467334558,1721467340122
"251",1114434,11,53,"sentence",1,1721467373689,1721467378893
"252",1114434,12,31,"sentence",1,1721467382001,1721467386741
"253",1114434,13,20,"sentence",1,1721467391102,1721467394183
"254",1114434,14,17,"sentence",1,1721467403774,1721467409429
"255",1114434,15,29,"sentence",1,1721467413535,1721467420479
"256",1114434,16,45,"sentence",1,1721467455132,1721467458306
"257",1114434,17,32,"sentence",1,1721467461795,1721467465656
"258",1114434,18,13,"sentence",1,1721467468224,1721467472157
"259",1114434,19,55,"sentence",1,1721467474754,1721467478776
"260",1114434,20,57,"sentence",1,1721467481018,1721467486584
"261",1114434,21,28,"sentence",1,1721467515686,1721467519106
"262",1114434,22,60,"sentence",1,1721467521415,1721467527274
"263",1114434,23,38,"sentence",1,1721467529594,1721467534187
"264",1114434,24,37,"sentence",1,1721467536790,1721467541257
"265",1114434,25,41,"sentence",1,1721467545320,1721467549560
"266",1114434,26,51,"sentence",1,1721467582717,1721467586257
"267",1114434,27,36,"sentence",1,1721467589531,1721467596033
"268",1114434,28,47,"sentence",1,1721467598328,1721467605188
"269",1114434,29,22,"sentence",1,1721467607605,1721467615147
"270",1114434,30,24,"sentence",1,1721467618218,1721467622467
"271",1114434,31,50,"sentence",1,1721467664027,1721467667209
"272",1114434,32,44,"sentence",1,1721467670544,1721467674375
"273",1114434,33,40,"sentence",1,1721467679935,1721467683383
"274",1114434,34,3,"sentence",1,1721467696311,1721467702412
"275",1114434,35,49,"sentence",1,1721467707789,1721467713140
"276",1114434,36,2,"sentence",1,1721467742156,1721467746379
"277",1114434,37,46,"sentence",1,1721467752276,1721467758013
"278",1114434,38,15,"sentence",1,1721467761562,1721467770561
"279",1114434,39,8,"sentence",1,1721467777640,1721467782472
"280",1114434,40,4,"sentence",1,1721467787302,1721467791714
"281",1114434,41,5,"sentence",1,1721467819960,1721467823472
"282",1114434,42,21,"sentence",1,1721467826064,1721467830798
"283",1114434,43,52,"sentence",1,1721467833062,1721467838359
"284",1114434,44,56,"sentence",1,1721467848474,1721467853597
"285",1114434,45,12,"sentence",1,1721467857053,1721467862314
"286",1114434,46,11,"sentence",1,1721467901448,1721467906119
"287",1114434,47,18,"sentence",1,1721467910305,1721467915262
"288",1114434,48,6,"sentence",1,1721467923701,1721467929574
"289",1114434,49,54,"sentence",1,1721467939117,1721467945035
"290",1114434,50,59,"sentence",1,1721467947353,1721467953618
"291",1114434,51,16,"sentence",1,1721467985893,1721467991087
"292",1114434,52,10,"sentence",1,1721467994613,1721467999572
"293",1114434,53,43,"sentence",1,1721468004408,1721468010126
"294",1114434,54,27,"sentence",1,1721468016920,1721468023062
"295",1114434,55,23,"sentence",1,1721468032778,1721468036395
"296",1114434,56,34,"sentence",1,1721468072009,1721468077940
"297",1114434,57,9,"sentence",1,1721468080604,1721468095106
"298",1114434,58,48,"sentence",1,1721468097679,1721468104563
"299",1114434,59,35,"sentence",1,1721468106608,1721468110396
"300",1114434,60,39,"sentence",1,1721468113072,1721468118846
"301",1114484,1,27,"sentence",1,1721477906763,1721477910466
"302",1114484,2,15,"sentence",1,1721477912744,1721477915642
"303",1114484,3,8,"sentence",1,1721477918366,1721477924515
"304",1114484,4,5,"sentence",1,1721477926814,1721477929271
"305",1114484,5,13,"sentence",1,1721477931771,1721477936031
"306",1114484,6,37,"sentence",1,1721477985391,1721477988835
"307",1114484,7,26,"sentence",1,1721477992152,1721478005622
"308",1114484,8,54,"sentence",1,1721478007920,1721478010905
"309",1114484,9,57,"sentence",1,1721478012738,1721478016441
"310",1114484,10,38,"sentence",1,1721478018198,1721478020739
"311",1114484,11,52,"sentence",1,1721478055267,1721478060093
"312",1114484,12,30,"sentence",1,1721478064454,1721478074800
"313",1114484,13,55,"sentence",1,1721478077706,1721478082438
"314",1114484,14,47,"sentence",1,1721478084597,1721478099070
"315",1114484,15,46,"sentence",1,1721478101067,1721478105240
"316",1114484,16,14,"sentence",1,1721478130221,1721478133597
"317",1114484,17,32,"sentence",1,1721478135373,1721478155403
"318",1114484,18,33,"sentence",1,1721478156976,1721478160578
"319",1114484,19,17,"sentence",1,1721478162781,1721478166321
"320",1114484,20,40,"sentence",1,1721478167739,1721478172692
"321",1114484,21,45,"sentence",1,1721478210237,1721478214872
"322",1114484,22,23,"sentence",1,1721478219552,1721478235096
"323",1114484,23,60,"sentence",1,1721478238974,1721478242449
"324",1114484,24,6,"sentence",1,1721478244192,1721478248288
"325",1114484,25,53,"sentence",1,1721478250585,1721478254541
"326",1114484,26,44,"sentence",1,1721478299742,1721478310378
"327",1114484,27,48,"sentence",1,1721478311802,1721478316011
"328",1114484,28,41,"sentence",1,1721478318336,1721478324086
"329",1114484,29,2,"sentence",1,1721478326255,1721478332189
"330",1114484,30,35,"sentence",1,1721478338823,1721478343443
"331",1114484,31,22,"sentence",1,1721478368668,1721478372215
"332",1114484,32,21,"sentence",1,1721478373643,1721478377805
"333",1114484,33,31,"sentence",1,1721478382140,1721478386461
"334",1114484,34,43,"sentence",1,1721478388108,1721478391333
"335",1114484,35,36,"sentence",1,1721478394126,1721478397169
"336",1114484,36,58,"sentence",1,1721478435485,1721478439492
"337",1114484,37,51,"sentence",1,1721478443811,1721478446985
"338",1114484,38,1,"sentence",1,1721478450678,1721478454014
"339",1114484,39,3,"sentence",1,1721478455749,1721478457747
"340",1114484,40,24,"sentence",1,1721478463233,1721478466190
"341",1114484,41,11,"sentence",1,1721478500635,1721478505219
"342",1114484,42,16,"sentence",1,1721478507320,1721478510803
"343",1114484,43,49,"sentence",1,1721478513567,1721478516461
"344",1114484,44,50,"sentence",1,1721478518839,1721478522771
"345",1114484,45,7,"sentence",1,1721478525953,1721478528843
"346",1114484,46,12,"sentence",1,1721478571300,1721478576513
"347",1114484,47,4,"sentence",1,1721478582862,1721478586110
"348",1114484,48,59,"sentence",1,1721478588183,1721478590331
"349",1114484,49,9,"sentence",1,1721478594188,1721478597565
"350",1114484,50,29,"sentence",1,1721478601763,1721478607880
"351",1114484,51,28,"sentence",1,1721478647407,1721478651180
"352",1114484,52,42,"sentence",1,1721478656430,1721478659847
"353",1114484,53,19,"sentence",1,1721478664103,1721478667711
"354",1114484,54,10,"sentence",1,1721478669689,1721478674972
"355",1114484,55,56,"sentence",1,1721478680112,1721478683905
"356",1114484,56,25,"sentence",1,1721478708751,1721478748558
"357",1114484,57,34,"sentence",1,1721478750250,1721478753077
"358",1114484,58,18,"sentence",1,1721478754334,1721478757562
"359",1114484,59,20,"sentence",1,1721478758699,1721478764022
"360",1114484,60,39,"sentence",1,1721478765212,1721478769977
"361",1114510,1,40,"sentence",0,1721482152014,1721482168025
"362",1114510,2,23,"sentence",1,1721482172296,1721482188013
"363",1114510,3,59,"sentence",1,1721482195728,1721482202356
"364",1114510,4,32,"sentence",1,1721482205145,1721482212105
"365",1114510,5,42,"sentence",1,1721482215343,1721482219852
"366",1114510,6,51,"sentence",1,1721482248174,1721482251995
"367",1114510,7,36,"sentence",1,1721482256207,1721482259532
"368",1114510,8,44,"sentence",1,1721482263289,1721482277975
"369",1114510,9,28,"sentence",1,1721482280805,1721482300436
"370",1114510,10,33,"sentence",1,1721482308109,1721482314096
"371",1114510,11,26,"sentence",1,1721482342903,1721482356786
"372",1114510,12,47,"sentence",1,1721482360951,1721482371567
"373",1114510,13,1,"sentence",1,1721482375367,1721482386897
"374",1114510,14,58,"sentence",1,1721482390600,1721482420633
"375",1114510,15,14,"sentence",1,1721482423783,1721482426386
"376",1114510,16,55,"sentence",1,1721482453928,1721482462723
"377",1114510,17,4,"sentence",1,1721482465961,1721482471195
"378",1114510,18,27,"sentence",1,1721482474577,1721482500782
"379",1114510,19,39,"sentence",1,1721482504226,1721482511542
"380",1114510,20,35,"sentence",1,1721482515676,1721482522630
"381",1114510,21,3,"sentence",1,1721482559872,1721482572457
"382",1114510,22,60,"sentence",1,1721482579153,1721482586810
"383",1114510,23,43,"sentence",1,1721482593753,1721482615266
"384",1114510,24,41,"sentence",1,1721482623485,1721482638255
"385",1114510,25,8,"sentence",1,1721482645201,1721482652585
"386",1114510,26,9,"sentence",1,1721482679865,1721482696620
"387",1114510,27,49,"sentence",1,1721482699813,1721482704586
"388",1114510,28,15,"sentence",1,1721482707946,1721482712059
"389",1114510,29,10,"sentence",1,1721482716412,1721482728859
"390",1114510,30,18,"sentence",1,1721482735063,1721482759156
"391",1114510,31,20,"sentence",1,1721482786692,1721482791812
"392",1114510,32,16,"sentence",1,1721482796016,1721482817247
"393",1114510,33,29,"sentence",1,1721482836788,1721482861211
"394",1114510,34,12,"sentence",1,1721482866487,1721482875329
"395",1114510,35,56,"sentence",1,1721482883685,1721482906018
"396",1114510,36,37,"sentence",1,1721482932883,1721482937047
"397",1114510,37,11,"sentence",1,1721482940298,1721482970335
"398",1114510,38,30,"sentence",0,1721482974097,1721482989962
"399",1114510,39,21,"sentence",1,1721482994078,1721483008232
"400",1114510,40,50,"sentence",1,1721483011112,1721483018406
"401",1114510,41,2,"sentence",1,1721483045877,1721483053326
"402",1114510,42,54,"sentence",0,1721483056276,1721483064742
"403",1114510,43,48,"sentence",1,1721483067474,1721483072949
"404",1114510,44,24,"sentence",1,1721483076794,1721483080696
"405",1114510,45,34,"sentence",1,1721483084840,1721483090577
"406",1114510,46,22,"sentence",1,1721483129006,1721483133034
"407",1114510,47,13,"sentence",1,1721483137404,1721483146212
"408",1114510,48,53,"sentence",1,1721483154808,1721483158836
"409",1114510,49,17,"sentence",1,1721483162401,1721483167240
"410",1114510,50,5,"sentence",1,1721483171654,1721483196825
"411",1114510,51,6,"sentence",1,1721483224981,1721483245893
"412",1114510,52,7,"sentence",1,1721483249448,1721483265098
"413",1114510,53,45,"sentence",1,1721483278045,1721483299112
"414",1114510,54,31,"sentence",0,1721483303993,1721483323019
"415",1114510,55,57,"sentence",1,1721483326408,1721483330603
"416",1114510,56,19,"sentence",1,1721483358306,1721483362858
"417",1114510,57,46,"sentence",1,1721483365922,1721483369248
"418",1114510,58,25,"sentence",0,1721483371572,1721483376314
"419",1114510,59,38,"sentence",1,1721483394720,1721483407158
"420",1114510,60,52,"sentence",0,1721483410543,1721483433701
"421",1116684,1,29,"sentence",1,1721908250864,1721908261397
"422",1116684,2,60,"sentence",1,1721908267374,1721908272503
"423",1116684,3,53,"sentence",0,1721908280802,1721908286126
"424",1116684,4,37,"sentence",1,1721908295955,1721908300637
"425",1116684,5,52,"sentence",0,1721908306025,1721908315332
"426",1116684,6,32,"sentence",1,1721908345143,1721908358455
"427",1116684,7,19,"sentence",1,1721908362194,1721908365869
"428",1116684,8,42,"sentence",1,1721908371858,1721908384423
"429",1116684,9,43,"sentence",0,1721908388305,1721908404192
"430",1116684,10,16,"sentence",1,1721908411806,1721908416496
"431",1116684,11,55,"sentence",1,1721908455909,1721908459890
"432",1116684,12,8,"sentence",1,1721908463025,1721908475025
"433",1116684,13,28,"sentence",1,1721908483712,1721908490427
"434",1116684,14,46,"sentence",1,1721908494514,1721908505911
"435",1116684,15,57,"sentence",1,1721908509171,1721908520902
"436",1116684,16,39,"sentence",1,1721908569248,1721908574949
"437",1116684,17,58,"sentence",1,1721908578127,1721908581678
"438",1116684,18,5,"sentence",1,1721908584365,1721908587956
"439",1116684,19,44,"sentence",1,1721908591118,1721908595265
"440",1116684,20,40,"sentence",1,1721908599716,1721908603319
"441",1116684,21,31,"sentence",1,1721908634735,1721908641839
"442",1116684,22,3,"sentence",1,1721908646770,1721908650673
"443",1116684,23,49,"sentence",1,1721908656935,1721908662515
"444",1116684,24,13,"sentence",1,1721908666849,1721908675522
"445",1116684,25,47,"sentence",1,1721908678931,1721908682193
"446",1116684,26,11,"sentence",1,1721908721185,1721908725785
"447",1116684,27,26,"sentence",1,1721908728851,1721908736750
"448",1116684,28,51,"sentence",1,1721908739479,1721908752719
"449",1116684,29,24,"sentence",1,1721908759115,1721908767064
"450",1116684,30,59,"sentence",1,1721908769460,1721908773049
"451",1116684,31,22,"sentence",1,1721908801591,1721908805966
"452",1116684,32,9,"sentence",1,1721908809756,1721908813446
"453",1116684,33,17,"sentence",1,1721908815867,1721908819678
"454",1116684,34,56,"sentence",1,1721908822317,1721908827141
"455",1116684,35,33,"sentence",1,1721908830079,1721908835199
"456",1116684,36,34,"sentence",1,1721908876005,1721908878876
"457",1116684,37,35,"sentence",1,1721908887773,1721908892248
"458",1116684,38,48,"sentence",1,1721908894518,1721908898534
"459",1116684,39,45,"sentence",0,1721908901502,1721908904881
"460",1116684,40,10,"sentence",1,1721908917500,1721908925313
"461",1116684,41,30,"sentence",1,1721908957068,1721908962820
"462",1116684,42,21,"sentence",1,1721908966513,1721908971333
"463",1116684,43,14,"sentence",1,1721908974750,1721908977926
