Rec_Session_Id,Trial_Nr,Trial_Id,Block_Name,Block_Nr,Task_Name,Task_Nr,answer_column_number,answer_value,answerB_value,char1_value,char1_value,char2_value,char2_value,click_choice_frame_1,click_choice_frame_1,click_choice_frame_1,click_choice_Frame_2,click_choice_Frame_2,click_choice_Frame_2,click_choice_Frame_3,click_choice_Frame_3,click_choice_Frame_3,Condition_Id,copy_of_frec_3126,copy_of_questionB_value,current_answer,frec,frec_value,has_question_column_number,has_question_value,index_value,key_pressed_Frame_3,key_pressed_sentence,question_column_number,question_value,question_value,questionB_value,reaction_time_frame_1,reaction_time_frame_1,reaction_time_frame_1,reaction_time_Frame_2,reaction_time_Frame_2,reaction_time_Frame_2,reaction_time_Frame_3,reaction_time_Frame_3,reaction_time_Frame_3,RT_sentence,sentence_line1_value,sentence_line2_value,sentence1_value,sentence1_value,sentence1B_value,sentence2_column_nr,sentence2B_value,sentenceA_line2_value,trial_end,trial_start,word_high_value,word_high_value,word_low_value,word_low_value
1374446,1,1,block_1,1,instructions,1,"","","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1374446,1,4,block_1,1,prac_task,2,8,"","","","","","","","","","","","","","","",1,"","",-1,"","",9,0,"","",undefined,7,"","","","","","","","","","","","",106355,Cuando suene la sirena,saldrán por la puerta.,"","","",5,"","",1751291888530,1751291782176,"","","",""
1374446,1,1,block_1,1,end_practice,3,"","","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1374446,1,30,block_1,1,experimentaltask_B,4,8,"","","","","","","","","","","","","","","",1,"","",-1,"","",9,0,"","",undefined,7,"","","","","","","","","","","","",1690,He mirado bien las zonas,por las que iremos. ,"","","",5,"","",1751291943146,1751291941457,"","","",""
1374446,1,1,block_1,1,outro,5,"","","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1374446,2,2,block_1,1,prac_task,2,8,"","","","","","","","","","","","","","","",1,"","",-1,"","",9,0,"","",undefined,7,"","","","","","","","","","","","",2243,Espero que este verano,sea algo más fresco.,"","","",5,"","",1751291891083,1751291888841,"","","",""
1374446,2,97,block_1,1,experimentaltask_B,4,8,"","","","","","","","","","","","","","","",1,"","",-1,"","",9,0,"","",undefined,7,"","","","","","","","","","","","",1692,En el libro aparecen las,criaturas más raras.,"","","",5,"","",1751291945106,1751291943414,"","","",""
1374446,3,1,block_1,1,prac_task,2,8,NO,"","","","","","","","","","","","","","",1,"","",0,"","",9,1,SI,"",undefined,7,"","","","","","","","","","","","",1777,No hemos llegado todavía,al parque de atracciones.,"","","",5,"","",1751291893162,1751291891386,"","","",""
1374446,3,45,block_1,1,experimentaltask_B,4,8,SI,"","","","","","","","","","","","","","",1,"","",1,"","",9,1,SI,"",undefined,7,¿Se necesita compromiso?,¿Se necesita compromiso?,"","","","","","","","","","",1635,Hacen falta unos padres,más comprometidos.,"","","",5,"","",1751291947034,1751291945400,"","","",""
1374446,4,5,block_1,1,prac_task,2,8,NO,"","","","","","","","","","","","","","",1,"","",0,"","",9,1,"","",undefined,7,"","","","","","","","","","","","",1709,La pared está manchada,de pintura verde.,"","","",5,"","",1751291897444,1751291895735,"","","",""
1374446,4,66,block_1,1,experimentaltask_B,4,8,"","","","","","","","","","","","","","","",1,"","",-1,"","",9,0,"","",undefined,7,"","","","","","","","","","","","",1818,Confiamos en las,visitas y su educación.,"","","",5,"","",1751291950834,1751291949017,"","","",""
