Always_Fullscreen,Browser_Spec,BrowserVersion_Spec,Completed,Crowdsourcing_Code,Crowdsourcing_SubjId,End_Time,End_Time_Local,Exp_Subject_Id,Experiment_Version,FaceDetectionRate,Group_Name,Group_Nr,Rec_Session_Id,Screen_Refresh_Rate,Session_Name,Session_Nr,Session_Token,Start_Time,Start_Time_Local,Subject_Code,Subject_Nr,Subject_Nr_Per_Group,System_Spec,TimeMeasure_Mean,TimeMeasure_Std,Window_Height_In_Pixels,Window_Width_In_Pixels
false,Chrome,138.0.0.0 Safari/537.36,true,"","",2025-07-15T10:23:51.187Z,2025-07-15 12:23:51+02,1170638,366,44.642857142857146,group_1,1,1386978,144.92753623188216,session_1,1,eb32f3159039fb27e3069ee99cde1699,2025-07-15T10:03:27.136Z,2025-07-15 12:03:24+02,15,8,8,Windows-PC,147.6386554621849,325.66301423694046,960,1707
