Always_Fullscreen,Browser_Spec,BrowserVersion_Spec,Completed,Crowdsourcing_Code,Crowdsourcing_SubjId,End_Time,End_Time_Local,Exp_Subject_Id,Experiment_Version,FaceDetectionRate,Group_Name,Group_Nr,Rec_Session_Id,Screen_Refresh_Rate,Session_Name,Session_Nr,Session_Token,Start_Time,Start_Time_Local,Subject_Code,Subject_Nr,Subject_Nr_Per_Group,System_Spec,TimeMeasure_Mean,TimeMeasure_Std,Window_Height_In_Pixels,Window_Width_In_Pixels
false,Chrome,137.0.0.0 Safari/537.36,true,"","",2025-07-07T13:11:08.733Z,2025-07-07 15:11:08+02,1171738,363,28.514399772854055,group_1,1,1381314,144.92753623188216,session_1,1,057041ae925a54da574ebe7ca9a058fe,2025-07-07T12:53:31.675Z,2025-07-07 14:53:29+02,23,11,11,Windows-PC,111.26923076923077,283.4817600552523,960,1707
