"","sub","item","Freq","word_num","wordID","target","FFD","SFD","GD","TVT","Tracker"
"41",1,32,"low",5,"helado","Yes",112.900146484375,112.900146484375,112.900146484375,112.900146484375,"Webcam"
"42",1,47,"low",4,"bromas","Yes",272,272,272,272,"Webcam"
"43",1,36,"low",5,"pelota","Yes",207.399902343745,207.399902343745,207.399902343745,207.399902343745,"Webcam"
"44",1,37,"low",4,"muñeca","Yes",157.39990234375,157.39990234375,157.39990234375,157.39990234375,"Webcam"
"45",1,39,"low",4,"alarma","Yes",177.699951171875,177.699951171875,177.699951171875,177.699951171875,"Webcam"
"46",1,70,"high",4,"puertas","Yes",159,NA,367.300048828125,367.300048828125,"Webcam"
"47",1,98,"high",4,"funciones","Yes",173.30004882813,173.30004882813,173.30004882813,173.30004882813,"Webcam"
"48",1,81,"high",3,"recursos","Yes",144.699951171875,144.699951171875,144.699951171875,288.5,"Webcam"
"49",1,31,"low",4,"chiste","Yes",192.10009765625,192.10009765625,192.10009765625,738.60009765625,"Webcam"
"50",1,80,"high",3,"libertad","Yes",159.900146484375,159.900146484375,159.900146484375,159.900146484375,"Webcam"
"51",1,69,"high",5,"plantas","Yes",432,432,432,432,"Webcam"
"52",1,9,"low",4,"miel","Yes",144.7001953125,144.7001953125,144.7001953125,144.7001953125,"Webcam"
"53",1,60,"high",3,"opinión","Yes",271.799804687505,271.799804687505,271.799804687505,513.999755859385,"Webcam"
"54",1,86,"high",4,"empresas","Yes",176.400146484375,176.400146484375,176.400146484375,176.400146484375,"Webcam"
"55",1,72,"high",5,"objetivo","Yes",124.89990234376,124.89990234376,124.89990234376,124.89990234376,"Webcam"
"56",1,95,"high",4,"productos","Yes",224.10009765625,224.10009765625,224.10009765625,224.10009765625,"Webcam"
"57",1,49,"low",4,"piezas","Yes",304.200195312505,304.200195312505,304.200195312505,304.200195312505,"Webcam"
"58",1,76,"high",3,"historia","Yes",367.800048828125,367.800048828125,367.800048828125,367.800048828125,"Webcam"
"59",1,20,"low",5,"plata","Yes",175.599853515625,175.599853515625,175.599853515625,496.099853515625,"Webcam"
"60",1,77,"high",6,"relación","Yes",NA,NA,NA,176.19995117188,"Webcam"
"61",1,100,"high",5,"preguntas","Yes",208,208,208,208,"Webcam"
"62",1,27,"low",4,"cajas","Yes",NA,NA,NA,335.699951171875,"Webcam"
"63",1,75,"high",5,"carácter","Yes",160,160,160,160,"Webcam"
"64",1,35,"low",6,"sótano","Yes",NA,NA,NA,174.89990234376,"Webcam"
"65",1,67,"high",3,"semanas","Yes",126.699951171875,126.699951171875,126.699951171875,255.199951171875,"Webcam"
"66",1,54,"high",6,"sentido","Yes",161.2998046875,161.2998046875,161.2998046875,161.2998046875,"Webcam"
"67",1,59,"high",4,"palabra","Yes",257,257,257,257,"Webcam"
"68",1,8,"low",8,"caza","Yes",192,192,192,367.19995117187,"Webcam"
"69",1,26,"low",5,"metas","Yes",144.10009765625,144.10009765625,144.10009765625,144.10009765625,"Webcam"
"70",1,25,"low",6,"actos","Yes",128.19995117188,128.19995117188,128.19995117188,480.2998046875,"Webcam"
"71",1,58,"high",3,"persona","Yes",303.10009765625,303.10009765625,303.10009765625,303.10009765625,"Webcam"
"72",1,22,"low",6,"kilos","Yes",176.300048828125,176.300048828125,176.300048828125,176.300048828125,"Webcam"
"73",1,11,"low",4,"primo","Yes",256.39990234375,256.39990234375,256.39990234375,369,"Webcam"
"74",1,13,"low",4,"trozo","Yes",191.39990234375,191.39990234375,191.39990234375,335.60009765625,"Webcam"
"75",1,48,"low",5,"ruedas","Yes",NA,NA,NA,384,"Webcam"
"76",1,85,"high",3,"hermanos","Yes",239.500000000005,239.500000000005,239.500000000005,239.500000000005,"Webcam"
"77",1,79,"high",5,"realidad","Yes",259.299804687505,259.299804687505,259.299804687505,451.399658203125,"Webcam"
"78",1,7,"low",4,"sopa","Yes",174.999999999995,174.999999999995,174.999999999995,174.999999999995,"Webcam"
"79",1,52,"high",5,"partido","Yes",415.699951171875,415.699951171875,415.699951171875,415.699951171875,"Webcam"
"80",1,61,"high",5,"enlaces","Yes",333.800048828125,333.800048828125,333.800048828125,333.800048828125,"Webcam"
"81",1,5,"low",6,"lujo","Yes",177.30004882812,177.30004882812,177.30004882812,177.30004882812,"Webcam"
"82",1,84,"high",4,"animales","Yes",160,160,160,160,"Webcam"
"83",1,29,"low",5,"citas","Yes",173.599853515625,173.599853515625,173.599853515625,173.599853515625,"Webcam"
"84",1,87,"high",3,"acciones","Yes",415.699951171875,415.699951171875,415.699951171875,415.699951171875,"Webcam"
"85",1,33,"low",4,"hombro","Yes",304.39990234375,304.39990234375,304.39990234375,304.39990234375,"Webcam"
"86",1,71,"high",3,"ambiente","Yes",174.800048828125,174.800048828125,174.800048828125,174.800048828125,"Webcam"
"87",1,56,"high",6,"familia","Yes",192,192,192,192,"Webcam"
"88",1,66,"high",4,"fuerzas","Yes",175.699951171875,175.699951171875,175.699951171875,175.699951171875,"Webcam"
"89",1,57,"high",5,"mayoría","Yes",303,303,303,303,"Webcam"
"90",2,68,"high",6,"tierras","Yes",192.10009765624,192.10009765624,192.10009765624,192.10009765624,"Webcam"
"91",2,4,"low",4,"lago","Yes",191.39990234375,NA,544.199951171875,927.199951171865,"Webcam"
"92",2,16,"low",6,"magia","Yes",130.10009765625,130.10009765625,130.10009765625,257.7001953125,"Webcam"
"93",2,55,"high",5,"informe","Yes",NA,NA,NA,365.60009765624,"Webcam"
"94",2,17,"low",7,"nieve","Yes",288.60009765624,288.60009765624,288.60009765624,288.60009765624,"Webcam"
"95",2,83,"high",3,"estudios","Yes",159.699951171875,159.699951171875,159.699951171875,303.80004882812,"Webcam"
"96",2,34,"low",5,"objeto","Yes",159.999999999995,159.999999999995,159.999999999995,413.199951171865,"Webcam"
