"","sub","item","Freq","word_num","wordID","target","FFD","SFD","GD","TVT","Tracker","word_length"
"2114",5,40,"high",2,"final","No",496.199951171875,496.199951171875,496.199951171875,496.199951171875,"Webcam",5
"2115",5,40,"high",3,"del","No",143.900146484375,143.900146484375,143.900146484375,527.999999999995,"Webcam",3
"2116",5,40,"high",6,"verdad","Yes",256.09985351562,256.09985351562,256.09985351562,256.09985351562,"Webcam",6
"2117",5,40,"high",9,"la","No",464,464,464,464,"Webcam",2
"2118",5,97,"low",3,"libro","No",511.800048828125,511.800048828125,511.800048828125,511.800048828125,"Webcam",5
"2119",5,97,"low",4,"aparecen","No",350.900146484375,NA,990.30004882812,990.30004882812,"Webcam",8
"2120",5,97,"low",6,"criaturas","Yes",127.69995117187,127.69995117187,127.69995117187,127.69995117187,"Webcam",9
"2121",5,97,"low",8,"raras.","No",366.10009765625,366.10009765625,366.10009765625,366.10009765625,"Webcam",6
"2122",5,82,"low",2,"sospecha","No",399.699951171875,399.699951171875,399.699951171875,815.099853515625,"Webcam",8
"2123",5,82,"low",4,"los","No",80,80,80,80,"Webcam",3
"2124",5,82,"low",5,"informes","Yes",176,176,176,176,"Webcam",8
"2125",5,82,"low",6,"tengan","No",160.59985351562,160.59985351562,160.59985351562,160.59985351562,"Webcam",6
"2126",5,82,"low",7,"errores.","No",127.89990234374,127.89990234374,127.89990234374,127.89990234374,"Webcam",8
"2127",5,42,"high",4,"recorramos","No",274.699951171875,274.699951171875,274.699951171875,274.699951171875,"Webcam",10
"2128",5,42,"high",5,"mejor.","No",288.60009765625,288.60009765625,288.60009765625,288.60009765625,"Webcam",6
"2129",5,45,"high",2,"falta","No",527.699951171875,527.699951171875,527.699951171875,527.699951171875,"Webcam",5
"2130",5,45,"high",4,"padres","Yes",143.699951171875,143.699951171875,143.699951171875,143.699951171875,"Webcam",6
"2131",5,45,"high",6,"comprometidos.","No",287.7998046875,NA,464.09985351562,464.09985351562,"Webcam",14
"2132",5,51,"low",3,"empresa","No",415.89990234375,415.89990234375,415.89990234375,415.89990234375,"Webcam",7
"2133",5,51,"low",4,"el","No",144.300048828125,144.300048828125,144.300048828125,144.300048828125,"Webcam",2
"2134",5,51,"low",7,"ayudó","No",704,704,704,704,"Webcam",5
"2135",5,65,"low",2,"esta","No",NA,NA,NA,492.60009765625,"Webcam",4
"2136",5,65,"low",3,"comunidad","No",415.900146484375,415.900146484375,415.900146484375,415.900146484375,"Webcam",9
"2137",5,65,"low",5,"efectos","Yes",195.2001953125,195.2001953125,195.2001953125,515.30029296876,"Webcam",7
"2138",5,65,"low",7,"se","No",NA,NA,NA,179.09985351562,"Webcam",2
"2139",5,65,"low",8,"notaron.","No",492.30004882813,492.30004882813,492.30004882813,652.69995117187,"Webcam",8
"2140",5,1,"high",4,"que","No",144.300048828125,144.300048828125,144.300048828125,497.100097656255,"Webcam",3
"2141",5,1,"high",6,"país","Yes",127.89990234375,127.89990234375,127.89990234375,127.89990234375,"Webcam",4
"2142",5,1,"high",8,"a","No",370.89990234375,370.89990234375,370.89990234375,370.89990234375,"Webcam",1
"2143",5,30,"high",2,"mirado","No",317.7001953125,317.7001953125,317.7001953125,317.7001953125,"Webcam",6
"2144",5,30,"high",5,"zonas","Yes",176.699951171875,176.699951171875,176.699951171875,176.699951171875,"Webcam",5
"2145",5,30,"high",6,"por","No",224.000000000005,224.000000000005,224.000000000005,224.000000000005,"Webcam",3
"2146",5,30,"high",9,"iremos.","No",416,416,416,416,"Webcam",7
"2147",5,41,"high",1,"Cuantos","No",NA,NA,NA,400,"Webcam",7
"2148",5,41,"high",2,"más","No",350.60009765625,350.60009765625,350.60009765625,911.5,"Webcam",3
"2149",5,41,"high",4,"haces","No",163.39990234375,163.39990234375,163.39990234375,547.19995117187,"Webcam",5
"2150",5,41,"high",6,"puedes","No",253.7001953125,NA,428.7001953125,985.50024414063,"Webcam",6
"2151",5,32,"high",3,"acuerdo","No",384.099853515625,384.099853515625,384.099853515625,673.5,"Webcam",7
"2152",5,32,"high",5,"nombre","Yes",159.900146484375,159.900146484375,159.900146484375,242.500244140625,"Webcam",6
"2153",5,32,"high",7,"profesor","No",240.30004882812,240.30004882812,240.30004882812,240.30004882812,"Webcam",8
"2154",5,32,"high",8,"de","No",158.90014648438,158.90014648438,158.90014648438,319.40014648438,"Webcam",2
"2155",5,32,"high",9,"historia.","No",96.30004882812,96.30004882812,96.30004882812,96.30004882812,"Webcam",9
"2156",5,47,"high",2,"cansan","No",304,304,304,304,"Webcam",6
"2157",5,47,"high",6,"este","No",176.199951171875,NA,624.10009765625,624.10009765625,"Webcam",4
"2158",5,36,"high",1,"Después","No",163.5,163.5,163.5,323.59985351562,"Webcam",7
"2159",5,36,"high",3,"partido","No",224,224,224,400.19995117187,"Webcam",7
"2160",5,36,"high",4,"la","No",130.699951171875,130.699951171875,130.699951171875,130.699951171875,"Webcam",2
"2161",5,36,"high",5,"ciudad","Yes",192,192,192,192,"Webcam",6
"2162",5,36,"high",6,"quedó","No",192.5,192.5,192.5,320.40014648438,"Webcam",5
"2163",5,36,"high",7,"sucia.","No",223.7001953125,223.7001953125,223.7001953125,223.7001953125,"Webcam",6
"2164",5,43,"high",1,"Seguro","No",157.10009765625,157.10009765625,157.10009765625,157.10009765625,"Webcam",6
"2165",5,43,"high",3,"tus","No",272.39990234375,272.39990234375,272.39990234375,272.39990234375,"Webcam",3
"2166",5,43,"high",5,"están","No",255.900146484375,255.900146484375,255.900146484375,255.900146484375,"Webcam",5
"2167",5,43,"high",7,"punto","No",144.30004882813,144.30004882813,144.30004882813,144.30004882813,"Webcam",5
"2168",5,43,"high",9,"llegar.","No",304.89990234375,304.89990234375,304.89990234375,304.89990234375,"Webcam",7
"2169",5,37,"high",2,"duele","No",160.300048828125,160.300048828125,160.300048828125,160.300048828125,"Webcam",5
"2170",5,37,"high",4,"manera","Yes",NA,NA,NA,160.2001953125,"Webcam",6
