Rec_Session_Id,Trial_Nr,Trial_Id,Block_Name,Block_Nr,Task_Name,Task_Nr,accuracy,Bnd_loc,boundary,Condition_Id,copy_of_copy_of_trial_number,copy_of_trial_number,Frequency,gaze_box,gaze_box_object,pixel_density,Preview,preview,preview,question_answer,screen_dist,trial_end,trial_number,trial_screen1_end,trial_start,undefined_name
1361967,1,1,block_1,1,wait,1,"","","",1,"","","","","","","","","","","","","","","",""
1361967,1,1,block_1,1,imported_instructions,2,"","","",1,"","","","","",5.841121495327103,"","","",1,60,1750248548745,5,"",1750248544042,""
1361967,1,37,block_1,1,sentence_DC,3,"","","",2,"","","","","","",invalid,"","",1,"",1750248576913,6,"",1750248572938,""
1361967,1,60,block_1,1,sentence,4,"","","",2,"","",low,"","","","","","",1,"",1750249116128,46,"",1750249112636,""
1361967,2,58,block_1,1,sentence,4,"","","",2,"","",low,"","","","","","",0,"",1750249121929,47,"",1750249118302,""
1361967,2,24,block_1,1,sentence_DC,3,"","","",2,"","","","","","",invalid,"","",1,"",1750248582768,7,"",1750248580076,""
1361967,3,25,block_1,1,sentence_DC,3,"","","",2,"","","","","","",invalid,"","",1,"",1750248587841,8,"",1750248585754,""
1361967,3,41,block_1,1,sentence,4,"","","",2,"","",low,"","","","","","",1,"",1750249127753,48,"",1750249124307,""
1361967,4,8,block_1,1,sentence_DC,3,"","","",1,"","","","","","",valid,"","",0,"",1750248593552,9,"",1750248591257,""
1361967,4,26,block_1,1,sentence,4,"","","",1,"","",high,"","","","","","",0,"",1750249133656,49,"",1750249130267,""
1361967,5,28,block_1,1,sentence_DC,3,"","","",2,"","","","","","",invalid,"","",1,"",1750248598064,10,"",1750248596257,""
1361967,5,30,block_1,1,sentence,4,"","","",1,"","",high,"","","","","","",0,"",1750249140418,50,"",1750249136572,""
1361967,6,4,block_1,1,sentence_DC,3,"","","",1,"","","","","","",valid,"","",1,"",1750248622496,11,"",1750248620244,""
1361967,6,42,block_1,1,sentence,4,"","","",2,"","",low,"","","","","","",1,"",1750249161049,51,"",1750249158234,""
1361967,7,27,block_1,1,sentence,4,"","","",1,"","",high,"","","","","","",0,"",1750249166760,52,"",1750249163538,""
1361967,7,12,block_1,1,sentence_DC,3,"","","",1,"","","","","","",valid,"","",0,"",1750248627249,12,"",1750248625315,""
1361967,8,48,block_1,1,sentence,4,"","","",2,"","",low,"","","","","","",1,"",1750249172944,53,"",1750249169906,""
1361967,8,21,block_1,1,sentence_DC,3,"","","",2,"","","","","","",invalid,"","",0,"",1750248632480,13,"",1750248629886,""
1361967,9,16,block_1,1,sentence,4,"","","",1,"","",high,"","","","","","",1,"",1750249179088,54,"",1750249175482,""
1361967,9,7,block_1,1,sentence_DC,3,"","","",1,"","","","","","",valid,"","",1,"",1750248636632,14,"",1750248634862,""
