Always_Fullscreen,Browser_Spec,BrowserVersion_Spec,Completed,Crowdsourcing_Code,Crowdsourcing_SubjId,End_Time,End_Time_Local,Exp_Subject_Id,Experiment_Version,Group_Name,Group_Nr,Rec_Session_Id,Screen_Refresh_Rate,Session_Name,Session_Nr,Session_Token,Start_Time,Start_Time_Local,Subject_Code,Subject_Nr,Subject_Nr_Per_Group,System_Spec,TimeMeasure_Mean,TimeMeasure_Std,Window_Height_In_Pixels,Window_Width_In_Pixels
false,Chrome,137.0.0.0 Safari/537.36,true,"","",2025-07-10T11:21:48.160Z,2025-07-10 13:21:48+02,1176460,416,group_1,1,1383916,144.92753623188216,session_1,1,77778fe7706ba239dccb44bffe4a8192,2025-07-10T11:06:12.836Z,2025-07-10 13:06:10+02,24,15,15,Windows-PC,117.43575418994413,294.4183927789738,960,1707
