Rec_Session_Id,Trial_Id,Trial_Nr,Block_Name,Block_Nr,Task_Name,Task_Nr,answer_column_number,answer_value,answer_value,answer_value,answerB_value,char1_value,char1_value,char2_value,char2_value,click_choice_frame_1,click_choice_frame_1,click_choice_frame_1,click_choice_Frame_2,click_choice_Frame_2,click_choice_Frame_2,click_choice_Frame_3,click_choice_Frame_3,click_choice_Frame_3,Condition_Id,copy_of_frec_3126,copy_of_questionB_value,current_answer,frec,frec_value,has_question_column_number,has_question_value,has_question_value,index_value,index_value,index_value,key_pressed_Frame_3,key_pressed_sentence,prac_line1_value,prac_line2_value,question_column_number,question_value,question_value,question_value,questionB_value,reaction_time_frame_1,reaction_time_frame_1,reaction_time_frame_1,reaction_time_Frame_2,reaction_time_Frame_2,reaction_time_Frame_2,reaction_time_Frame_3,reaction_time_Frame_3,reaction_time_Frame_3,RT_sentence,sentence_line1_value,sentence_line2_value,sentence1_value,sentence1_value,sentence1_value,sentence1B_value,sentence2_column_nr,sentence2_value,sentence2B_value,sentenceA_line2_value,trial_end,trial_start,word_high_value,word_high_value,word_low_value,word_low_value
1361080,40,85,block_1,1,experimental_task_B,4,8,"","","","","","","","","","","","","","","","","",1,low,"",-1,"","",9,"","","","","","",undefined,"","",7,"","","","","","","","","","","","","",3165,"","","","","","",5,"","","",1750155872109,1750155868945,"","","",""
1361080,7,86,block_1,1,experimental_task_B,4,8,"","","","","","","","","","","","","","","","","",1,low,"",-1,"","",9,"","","","","","",undefined,"","",7,"","","","","","","","","","","","","",3779,"","","","","","",5,"","","",1750155876162,1750155872384,"","","",""
1361080,6,87,block_1,1,experimental_task_B,4,8,"","","","","","","","","","","","","","","","","",1,low,"",1,"","",9,"","","","","","",undefined,"","",7,"","","","","","","","","","","","","",2196,"","","","","","",5,"","","",1750155878665,1750155876470,"","","",""
1361080,79,88,block_1,1,experimental_task_B,4,8,"","","","","","","","","","","","","","","","","",2,high,"",-1,"","",9,"","","","","","",undefined,"","",7,"","","","","","","","","","","","","",3159,"","","","","","",5,"","","",1750155884022,1750155880864,"","","",""
1361080,80,89,block_1,1,experimental_task_B,4,8,"","","","","","","","","","","","","","","","","",2,high,"",-1,"","",9,"","","","","","",undefined,"","",7,"","","","","","","","","","","","","",1782,"","","","","","",5,"","","",1750155886083,1750155884302,"","","",""
1361080,5,90,block_1,1,experimental_task_B,4,8,"","","","","","","","","","","","","","","","","",1,low,"",-1,"","",9,"","","","","","",undefined,"","",7,"","","","","","","","","","","","","",1550,"","","","","","",5,"","","",1750155887905,1750155886355,"","","",""
1361080,47,91,block_1,1,experimental_task_B,4,8,"","","","","","","","","","","","","","","","","",1,low,"",1,"","",9,"","","","","","",undefined,"","",7,"","","","","","","","","","","","","",1804,"","","","","","",5,"","","",1750155890029,1750155888226,"","","",""
1361080,95,92,block_1,1,experimental_task_B,4,8,"","","","","","","","","","","","","","","","","",2,high,"",0,"","",9,"","","","","","",undefined,"","",7,"","","","","","","","","","","","","",2317,"","","","","","",5,"","","",1750155894033,1750155891715,"","","",""
1361080,94,93,block_1,1,experimental_task_B,4,8,"","","","","","","","","","","","","","","","","",2,high,"",-1,"","",9,"","","","","","",undefined,"","",7,"","","","","","","","","","","","","",1960,"","","","","","",5,"","","",1750155897561,1750155895602,"","","",""
1361080,69,94,block_1,1,experimental_task_B,4,8,"","","","","","","","","","","","","","","","","",2,high,"",1,"","",9,"","","","","","",undefined,"","",7,"","","","","","","","","","","","","",3095,"","","","","","",5,"","","",1750155901001,1750155897907,"","","",""
1361080,58,95,block_1,1,experimental_task_B,4,8,"","","","","","","","","","","","","","","","","",2,high,"",-1,"","",9,"","","","","","",undefined,"","",7,"","","","","","","","","","","","","",2235,"","","","","","",5,"","","",1750155904573,1750155902340,"","","",""
1361080,9,96,block_1,1,experimental_task_B,4,8,"","","","","","","","","","","","","","","","","",1,low,"",-1,"","",9,"","","","","","",undefined,"","",7,"","","","","","","","","","","","","",2262,"","","","","","",5,"","","",1750155907124,1750155904863,"","","",""
1361080,84,97,block_1,1,experimental_task_B,4,8,"","","","","","","","","","","","","","","","","",2,high,"",1,"","",9,"","","","","","",undefined,"","",7,"","","","","","","","","","","","","",1216,"","","","","","",5,"","","",1750155908625,1750155907410,"","","",""
1361080,18,98,block_1,1,experimental_task_B,4,8,"","","","","","","","","","","","","","","","","",1,low,"",-1,"","",9,"","","","","","",undefined,"","",7,"","","","","","","","","","","","","",2861,"","","","","","",5,"","","",1750155912923,1750155910063,"","","",""
1361080,82,99,block_1,1,experimental_task_B,4,8,"","","","","","","","","","","","","","","","","",2,high,"",-1,"","",9,"","","","","","",undefined,"","",7,"","","","","","","","","","","","","",2920,"","","","","","",5,"","","",1750155916127,1750155913207,"","","",""
1361080,55,100,block_1,1,experimental_task_B,4,8,"","","","","","","","","","","","","","","","","",2,high,"",-1,"","",9,"","","","","","",undefined,"","",7,"","","","","","","","","","","","","",1634,"","","","","","",5,"","","",1750155918050,1750155916417,"","","",""
