Rec_Session_Id,Trial_Nr,Trial_Id,Block_Name,Block_Nr,Task_Name,Task_Nr,accuracy,Bnd_loc,boundary,Condition_Id,copy_of_copy_of_trial_number,copy_of_trial_number,Frequency,gaze_box,gaze_box_object,pixel_density,Preview,preview,preview,question_answer,screen_dist,trial_end,trial_number,trial_screen1_end,trial_start,undefined_name
1238758,1,1,block_1,1,wait,1,"","","",1,"","","","","","","","","","","","","","","",""
1238758,1,1,block_1,1,imported_instructions,2,"","","",1,"","","","","",5.841121495327103,"","","",1,60,1739452811209,5,"",1739452804278,""
1238758,1,60,block_1,1,sentence,3,"","","",2,"","",low,"","","","","","",0,"",1739452850497,6,"",1739452844549,""
1238758,2,24,block_1,1,sentence,3,"","","",1,"","",high,"","","","","","",0,"",1739452860377,7,"",1739452856433,""
1238758,3,4,block_1,1,sentence,3,"","","",1,"","",high,"","","","","","",0,"",1739452868459,8,"",1739452864530,""
1238758,4,5,block_1,1,sentence,3,"","","",1,"","",high,"","","","","","",0,"",1739452875697,9,"",1739452872845,""
1238758,5,14,block_1,1,sentence,3,"","","",1,"","",high,"","","","","","",0,"",1739452882857,10,"",1739452879385,""
1238758,6,9,block_1,1,sentence,3,"","","",1,"","",high,"","","","","","",0,"",1739452918097,11,"",1739452913323,""
1238758,7,31,block_1,1,sentence,3,"","","",2,"","",low,"","","","","","",0,"",1739452926441,12,"",1739452922123,""
1238758,8,1,block_1,1,sentence,3,"","","",1,"","",high,"","","","","","",1,"",1739452935041,13,"",1739452930944,""
1238758,9,26,block_1,1,sentence,3,"","","",1,"","",high,"","","","","","",0,"",1739452946409,14,"",1739452939734,""
1238758,10,28,block_1,1,sentence,3,"","","",1,"","",high,"","","","","","",0,"",1739452955145,15,"",1739452951076,""
1238758,11,34,block_1,1,sentence,3,"","","",2,"","",low,"","","","","","",1,"",1739453037832,16,"",1739453034725,""
1238758,12,44,block_1,1,sentence,3,"","","",2,"","",low,"","","","","","",1,"",1739453046098,17,"",1739453042961,""
1238758,13,38,block_1,1,sentence,3,"","","",2,"","",low,"","","","","","",1,"",1739453053729,18,"",1739453050301,""
1238758,14,21,block_1,1,sentence,3,"","","",1,"","",high,"","","","","","",0,"",1739453062016,19,"",1739453058149,""
1238758,15,33,block_1,1,sentence,3,"","","",2,"","",low,"","","","","","",1,"",1739453068720,20,"",1739453065652,""
1238758,16,19,block_1,1,sentence,3,"","","",1,"","",high,"","","","","","",1,"",1739453097905,21,"",1739453094506,""
1238758,17,55,block_1,1,sentence,3,"","","",2,"","",low,"","","","","","",1,"",1739453105360,22,"",1739453102074,""
1238758,18,15,block_1,1,sentence,3,"","","",1,"","",high,"","","","","","",1,"",1739453111808,23,"",1739453108657,""
1238758,19,57,block_1,1,sentence,3,"","","",2,"","",low,"","","","","","",0,"",1739453120600,24,"",1739453116923,""
1238758,20,8,block_1,1,sentence,3,"","","",1,"","",high,"","","","","","",0,"",1739453128849,25,"",1739453124905,""
1238758,21,43,block_1,1,sentence,3,"","","",2,"","",low,"","","","","","",0,"",1739453157952,26,"",1739453154691,""
1238758,22,6,block_1,1,sentence,3,"","","",1,"","",high,"","","","","","",0,"",1739453165360,27,"",1739453162201,""
1238758,23,3,block_1,1,sentence,3,"","","",1,"","",high,"","","","","","",1,"",1739453170608,28,"",1739453168394,""
1238758,24,40,block_1,1,sentence,3,"","","",2,"","",low,"","","","","","",1,"",1739453180145,29,"",1739453176467,""
1238758,25,17,block_1,1,sentence,3,"","","",1,"","",high,"","","","","","",0,"",1739453188576,30,"",1739453185442,""
1238758,26,52,block_1,1,sentence,3,"","","",2,"","",low,"","","","","","",0,"",1739453355520,31,"",1739453350709,""
1238758,27,7,block_1,1,sentence,3,"","","",1,"","",high,"","","","","","",1,"",1739453363192,32,"",1739453359812,""
