Rec_Session_Id,Trial_Nr,Trial_Id,Block_Name,Block_Nr,Task_Name,Task_Nr,accuracy,Bnd_loc,boundary,Condition_Id,copy_of_copy_of_trial_number,copy_of_trial_number,Frequency,gaze_box,gaze_box_object,pixel_density,Preview,preview,preview,question_answer,screen_dist,trial_end,trial_number,trial_screen1_end,trial_start,undefined_name
1141181,1,1,block_1,1,wait,1,"","","",1,"","","","","","","","","","","","","","","",""
1141181,1,1,block_1,1,imported_instructions,3,"","","",1,"","","","","",5.841121495327103,"","","",1,60,1725976123780,5,"",1725976119247,""
1141181,1,22,block_1,1,sentence,4,"","","",1,"","",high,"","","","","","",1,"",1725976180158,6,"",1725976164373,""
1141181,2,59,block_1,1,sentence,4,"","","",2,"","",low,"","","","","","",1,"",1725976191046,7,"",1725976187417,""
1141181,3,8,block_1,1,sentence,4,"","","",1,"","",high,"","","","","","",0,"",1725976197854,8,"",1725976194160,""
1141181,4,46,block_1,1,sentence,4,"","","",2,"","",low,"","","","","","",0,"",1725976203614,9,"",1725976200798,""
1141181,5,34,block_1,1,sentence,4,"","","",2,"","",low,"","","","","","",1,"",1725976210078,10,"",1725976206457,""
1141181,6,3,block_1,1,sentence,4,"","","",1,"","",high,"","","","","","",1,"",1725976233958,11,"",1725976230056,""
1141181,7,19,block_1,1,sentence,4,"","","",1,"","",high,"","","","","","",1,"",1725976240086,12,"",1725976236905,""
1141181,8,21,block_1,1,sentence,4,"","","",1,"","",high,"","","","","","",0,"",1725976246870,13,"",1725976242758,""
1141181,9,54,block_1,1,sentence,4,"","","",2,"","",low,"","","","","","",0,"",1725976259254,14,"",1725976252437,""
1141181,10,30,block_1,1,sentence,4,"","","",1,"","",high,"","","","","","",0,"",1725976270342,15,"",1725976262425,""
1141181,11,37,block_1,1,sentence,4,"","","",2,"","",low,"","","","","","",0,"",1725976450437,16,"",1725976446350,""
1141181,12,11,block_1,1,sentence,4,"","","",1,"","",high,"","","","","","",0,"",1725976456116,17,"",1725976453724,""
1141181,13,12,block_1,1,sentence,4,"","","",1,"","",high,"","","","","","",0,"",1725976462141,18,"",1725976458983,""
1141181,14,1,block_1,1,sentence,4,"","","",1,"","",high,"","","","","","",1,"",1725976467749,19,"",1725976464931,""
1141181,15,5,block_1,1,sentence,4,"","","",1,"","",high,"","","","","","",0,"",1725976472675,20,"",1725976470813,""
1141181,16,48,block_1,1,sentence,4,"","","",2,"","",low,"","","","","","",1,"",1725976495861,21,"",1725976493230,""
1141181,17,56,block_1,1,sentence,4,"","","",2,"","",low,"","","","","","",1,"",1725976502155,22,"",1725976499830,""
1141181,18,13,block_1,1,sentence,4,"","","",1,"","",high,"","","","","","",1,"",1725976507388,23,"",1725976504388,""
1141181,19,31,block_1,1,sentence,4,"","","",2,"","",low,"","","","","","",1,"",1725976512012,24,"",1725976509988,""
1141181,20,38,block_1,1,sentence,4,"","","",2,"","",low,"","","","","","",1,"",1725976517678,25,"",1725976515029,""
1141181,21,51,block_1,1,sentence,4,"","","",2,"","",low,"","","","","","",1,"",1725976538819,26,"",1725976536901,""
1141181,22,45,block_1,1,sentence,4,"","","",2,"","",low,"","","","","","",0,"",1725976543678,27,"",1725976541151,""
1141181,23,36,block_1,1,sentence,4,"","","",2,"","",low,"","","","","","",1,"",1725976549941,28,"",1725976546804,""
1141181,24,55,block_1,1,sentence,4,"","","",2,"","",low,"","","","","","",1,"",1725976556485,29,"",1725976552532,""
1141181,25,14,block_1,1,sentence,4,"","","",1,"","",high,"","","","","","",0,"",1725976561555,30,"",1725976559646,""
1141181,26,57,block_1,1,sentence,4,"","","",2,"","",low,"","","","","","",0,"",1725976629604,31,"",1725976626276,""
1141181,27,7,block_1,1,sentence,4,"","","",1,"","",high,"","","","","","",1,"",1725976634947,32,"",1725976632664,""
