Trial_Nr,Trial_Id,Block_Name,Block_Nr,Task_Name,Task_Nr,Exp_Subject_Id,Rec_Session_Id,Session_Nr,variable_name,timestamp,value
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692337934,337.1477007865906
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692337956,340.7780706882477
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692337977,341.02486968040466
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692337994,338.2875323295593
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692338016,339.52295184135437
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692338036,330.5434823036194
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692338056,347.65621423721313
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692338078,342.20388531684875
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692338095,344.0640866756439
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692338112,346.6009259223938
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692338134,352.4446487426758
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692338154,347.2405016422272
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692338177,330.7770907878876
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692338193,340.07856845855713
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692338225,312.0230197906494
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692338253,210.5254888534546
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692338276,163.32805156707764
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692338292,147.22588062286377
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692338355,135.26651859283447
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692338384,97.23184108734131
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692338405,99.9516487121582
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692338428,108.68728160858154
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692338445,98.97656440734863
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692338463,115.05758762359619
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692338481,114.35911655426025
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692338505,114.17350769042969
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692338524,183.71286392211914
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692338537,223.488450050354
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692338557,225.31405687332153
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692338602,242.95482635498047
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692338623,252.29969024658203
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692338640,253.1993269920349
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692338658,237.06268072128296
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692338676,238.13869953155518
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692338695,223.15844297409058
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692338712,225.53256750106812
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692338730,214.56530094146729
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692338742,306.6900670528412
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692338768,364.07009959220886
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692338788,332.5476050376892
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692338806,337.2320294380188
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692338828,331.7494869232178
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692338843,329.9700915813446
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692338870,335.97325682640076
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692338888,407.00919330120087
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692338910,468.55074167251587
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692338931,466.2905991077423
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692338967,463.1137549877167
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692338983,459.3835413455963
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692339003,463.70530128479004
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692339074,130.1114559173584
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692339091,47.51169681549072
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692339107,63.83512020111084
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692339131,109.29768085479736
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692339143,103.86641025543213
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692339167,93.5770034790039
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692339188,90.6055212020874
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692339205,86.2196683883667
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692339227,87.2959852218628
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692339249,86.70229911804199
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692339269,94.02718544006348
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692339286,116.98908805847168
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692339316,182.27691650390625
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692339338,308.28696489334106
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692339356,323.3909785747528
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692339378,331.27740025520325
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692339400,313.79109621047974
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692339417,306.94451928138733
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692339438,309.3492925167084
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692339455,306.1018466949463
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692339472,328.41572165489197
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692339488,315.35250544548035
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692339511,312.10882663726807
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692339527,307.992947101593
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692339546,315.7766580581665
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692339558,390.87666273117065
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692339578,406.1264157295227
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692339596,410.05787178874016
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692339629,390.42397886514664
