Trial_Nr,Trial_Id,Block_Name,Block_Nr,Task_Name,Task_Nr,Exp_Subject_Id,Rec_Session_Id,Session_Nr,variable_name,timestamp,value
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692332482,453.44135761260986
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692332502,395.528157800436
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692332517,405.75205832719803
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692332535,412.4273717403412
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692332556,405.0580844283104
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692332570,400.2937328070402
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692332590,401.82714369148016
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692332605,403.86248640716076
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692332624,402.70919166505337
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692332640,403.5536400973797
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692332661,400.1075208187103
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692332676,409.78769063949585
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692332692,352.0597040653229
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692332716,72.05119132995605
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692332771,69.45757865905762
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692332792,55.04112243652344
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692332805,47.31128215789795
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692332829,34.84365940093994
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692332844,42.74392127990723
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692332874,43.40634346008301
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692332904,50.52649974822998
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692332927,49.19161796569824
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692332944,47.171664237976074
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692332965,45.625948905944824
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692332980,47.77562618255615
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692333004,54.85372543334961
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692333025,61.43679618835449
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692333049,44.653964042663574
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692333071,42.995429039001465
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692333096,57.99977779388428
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692333139,44.79179382324219
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692333183,77.51660346984863
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692333204,183.71407985687256
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692333228,190.0923252105713
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692333251,191.6055202484131
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692333277,174.9483585357666
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692333295,171.46141529083252
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692333320,171.93758487701416
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692333339,164.6064281463623
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692333368,180.82377910614014
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692333390,184.02268886566162
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692333414,173.07963371276855
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692333430,171.33123874664307
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692333451,235.92857122421265
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692333469,289.41794633865356
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692333499,290.3019428253174
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692333575,277.53742933273315
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692333605,267.73266792297363
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692333621,266.42998456954956
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692333640,345.49737572669983
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692333657,407.01734125614166
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692333676,412.73837983608246
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692333690,394.7526089847088
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692333715,402.20528580248356
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692333733,401.1755084618926
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692333758,403.71334105730057
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692333787,399.05692860484123
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692333808,392.66062900424004
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692333835,393.5520142316818
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692333855,517.4701809883118
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692333904,512.3074054718018
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692333922,512.2575998306274
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692333943,510.04042625427246
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692333959,509.2914581298828
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692333982,500.88443756103516
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692334002,496.72653675079346
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692334026,532.3591709136963
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692334049,523.675525188446
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692334074,509.5045328140259
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692334092,505.66991567611694
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692334117,497.0804810523987
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692334143,501.8999457359314
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692334165,511.7009401321411
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692334179,502.59692668914795
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692334219,514.727509021759
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692334252,486.64053082466125
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692334274,505.10997772216797
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692334296,452.0743191242218
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692334319,296.40514850616455
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692334343,77.10707187652588
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692334372,93.55795383453369
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692334400,91.14747047424316
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692334458,120.7233190536499
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692334496,115.24026393890381
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692334518,119.71096992492676
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692334544,106.90948963165283
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692334564,113.6448621749878
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692334578,116.64927005767822
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692334621,94.36330795288086
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692334643,172.01473712921143
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692334661,174.94943141937256
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692334682,170.93558311462402
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692334708,182.05108642578125
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692334733,195.03803253173828
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692334752,189.04175758361816
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692334777,184.5633029937744
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692334800,188.9620065689087
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692334826,159.63871479034424
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692334842,165.40567874908447
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692334864,184.23798084259033
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692334882,194.40717697143555
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692334911,249.46413040161133
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692334932,316.86596274375916
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692334946,321.0250437259674
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692334981,312.17238903045654
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692335000,309.0106725692749
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692335014,311.3709270954132
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692335031,311.97587847709656
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692335050,309.616482257843
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692335073,315.0325059890747
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692335094,325.1643180847168
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692335111,327.38051414489746
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692335133,326.9774615764618
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692335155,434.36565697193146
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692335179,445.9614396095276
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692335194,441.9451266527176
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692335213,445.2139377593994
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692335261,431.9928765296936
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692335280,411.78583577275276
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692335297,527.1199226379395
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692335329,570.5421566963196
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692335352,570.1884031295776
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692335369,561.9065761566162
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692335389,575.8675575256348
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692335402,567.3359513282776
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692335429,554.4156193733215
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692335451,551.3941168785095
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692335471,546.5092539787292
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692335492,569.0142154693604
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692335513,570.1808452606201
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692335531,630.9890747070312
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692335548,631.1233520507812
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692335570,627.5852918624878
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692335586,623.2136964797974
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692335607,644.0860748291016
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692335623,642.2060012817383
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692335652,529.1501760482788
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692335674,451.79892778396606
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692335690,438.11294734477997
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692335721,450.33050775527954
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692335739,449.5140254497528
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692335759,438.7298971414566
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692335781,453.9784789085388
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692335794,392.6212899386883
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692335819,389.12738412618637
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692335831,369.17025446891785
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692335849,382.136894762516
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692335868,380.48721700906754
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692335887,391.49323776364326
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692335904,395.93844562768936
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692335935,395.52438482642174
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692335999,317.2369599342346
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692336026,115.12787342071533
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692336053,105.91588020324707
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692336074,113.12544345855713
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692336093,164.55278396606445
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692336112,167.97869205474854
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692336139,147.31132984161377
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692336158,145.3998565673828
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692336184,142.9431438446045
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692336205,139.50350284576416
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692336229,186.7286205291748
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692336252,252.95675992965698
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692336276,260.3009223937988
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692336301,253.16566228866577
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692336332,256.0987710952759
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692336357,256.5747022628784
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692336383,255.1616072654724
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692336405,266.6728615760803
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692336431,249.41807985305786
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692336454,262.7927303314209
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692336477,312.924724817276
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692336495,339.54159021377563
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692336521,351.63418650627136
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692336544,352.34227776527405
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692336565,353.79008054733276
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692336589,354.08442318439484
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692336617,354.5171618461609
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692336645,236.24932765960693
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692336670,206.98341131210327
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692336693,209.67209339141846
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692336724,220.41001319885254
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692336746,195.79920768737793
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692336770,206.942617893219
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692336808,215.27581214904785
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692336881,211.52175664901733
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692336913,232.36114978790283
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692336934,210.53273677825928
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692336953,213.15470933914185
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692336974,204.49270009994507
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692336997,200.8861780166626
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692337018,221.77889347076416
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692337050,227.78422832489014
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692337079,219.1097378730774
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692337102,333.7405800819397
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692337125,333.29729437828064
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692337159,333.1001102924347
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692337176,331.66494965553284
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692337208,339.4353747367859
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692337235,327.6206135749817
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692337261,338.3879780769348
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692337282,331.44403100013733
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692337296,330.8359146118164
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692337314,345.95274925231934
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692337328,344.0914511680603
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692337350,341.1498248577118
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692337367,350.50228238105774
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692337391,400.0325161963701
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692337412,400.3061421215534
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692337430,398.07384237647057
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692337452,414.45830166339874
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692337473,413.78804594278336
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692337508,407.09693133831024
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692337533,408.6729310452938
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692337545,404.6719625592232
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692337569,396.8113884329796
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692337644,400.5517993122339
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692337671,450.6637930870056
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692337696,467.2308921813965
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692337719,448.7930327653885
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692337737,455.58608770370483
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692337753,450.13355016708374
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692337771,451.9718527793884
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692337790,443.798565864563
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692337831,447.8142559528351
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692337844,396.71133384108543
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692337877,338.81574869155884
1,13,block_1,1,sentence,3,927112,1084058,1,gaze_x,1717692337904,341.0290598869324
