"","sub","item","Page","wordID","word_number","skipped"
"1224",1078015,12,2,"his",1,0
"1225",1078015,12,2,"favour",2,0
"1226",1078015,12,2,"with",3,0
"1227",1078015,12,2,"a",4,1
"1228",1078015,12,2,"dash",5,0
"1229",1078015,12,2,"of",6,0
"1230",1078015,12,2,"ingenuity.",7,0
"1231",1078015,12,2,"He",8,1
"1232",1078015,12,2,"walked",9,0
"1233",1078015,12,2,"into",10,0
"1234",1078015,12,2,"his",11,0
"1235",1078015,12,2,"bank",12,0
"1236",1078015,12,2,"one",13,1
"1237",1078015,12,2,"day",14,0
"1238",1078015,12,2,"and",15,0
"1239",1078015,12,2,"asked",16,0
"1240",1078015,12,2,"to ",17,1
"1241",1078015,12,3,"withdraw",1,0
"1242",1078015,12,3,"his",2,0
"1243",1078015,12,3,"entire",3,1
"1244",1078015,12,3,"account",4,0
"1245",1078015,12,3,"balance,",5,0
"1246",1078015,12,3,"but",6,0
"1247",1078015,12,3,"with",7,0
"1248",1078015,12,3,"an",8,0
"1249",1078015,12,3,"unusual",9,0
"1250",1078015,12,3,"stipulation:",10,0
"1251",1078015,12,3,"He",11,0
"1252",1078015,12,4,"wanted",1,0
"1253",1078015,12,4,"as",2,0
"1254",1078015,12,4,"much",3,1
"1255",1078015,12,4,"of",4,1
"1256",1078015,12,4,"the",5,1
"1257",1078015,12,4,"cash",6,0
"1258",1078015,12,4,"as",7,0
"1259",1078015,12,4,"possible",8,0
"1260",1078015,12,4,"in",9,1
"1261",1078015,12,4,"one",10,0
"1262",1078015,12,4,"dollar",11,0
"1263",1078015,12,4,"notes.",12,0
"1264",1078015,7,1,"Dorothy",1,0
"1265",1078015,7,1,"didn't",2,0
"1266",1078015,7,1,"know.",3,1
"1267",1078015,7,1,"She",4,1
"1268",1078015,7,1,"looked",5,0
"1269",1078015,7,1,"around",6,0
"1270",1078015,7,1,"her",7,1
"1271",1078015,7,1,"anxiously",8,0
"1272",1078015,7,1,"for",9,0
"1273",1078015,7,1,"some",10,0
"1274",1078015,7,1,"familiar",11,0
"1275",1078015,7,1,"landmark; ",12,0
"1276",1078015,7,2,"but",1,0
"1277",1078015,7,2,"everything",2,0
"1278",1078015,7,2,"was",3,1
"1279",1078015,7,2,"strange.",4,0
"1280",1078015,7,2,"Between",5,0
"1281",1078015,7,2,"the",6,0
"1282",1078015,7,2,"branches",7,0
"1283",1078015,7,2,"of",8,0
"1284",1078015,7,2,"the",9,0
"1285",1078015,7,2,"many",10,0
"1286",1078015,7,2,"roads",11,0
"1287",1078015,7,2,"were",12,0
"1288",1078015,7,2,"green",13,0
"1289",1078015,7,3,"meadows",1,0
"1290",1078015,7,3,"and",2,0
"1291",1078015,7,3,"a",3,0
"1292",1078015,7,3,"few",4,1
"1293",1078015,7,3,"shrubs",5,0
"1294",1078015,7,3,"and",6,0
"1295",1078015,7,3,"trees,",7,0
"1296",1078015,7,3,"but",8,1
"1297",1078015,7,3,"she",9,1
"1298",1078015,7,3,"couldn't",10,0
"1299",1078015,7,3,"see",11,0
"1300",1078015,7,3,"the",12,0
"1301",1078015,7,3,"farm-house from",13,0
"1302",1078015,7,3,"which",14,0
"1303",1078015,7,4,"she",1,0
"1304",1078015,7,4,"had",2,0
"1305",1078015,7,4,"just",3,0
"1306",1078015,7,4,"come,",4,0
"1307",1078015,7,4,"or",5,1
"1308",1078015,7,4,"anything",6,0
"1309",1078015,7,4,"she",7,0
"1310",1078015,7,4,"had",8,0
"1311",1078015,7,4,"ever",9,0
"1312",1078015,7,4,"seen",10,0
"1313",1078015,7,4,"before,",11,0
"1314",1078015,7,4,"except the",12,0
"1315",1078015,7,4,"shaggy",13,0
"1316",1078015,7,5,"man",1,0
"1317",1078015,7,5,"and",2,0
"1318",1078015,7,5,"Toto.",3,0
"1319",1078015,11,1,"Known",1,0
"1320",1078015,11,1,"as",2,0
"1321",1078015,11,1,"Rapa",3,0
"1322",1078015,11,1,"Nui",4,0
"1323",1078015,11,1,"to",5,1
"1324",1078015,11,1,"the",6,0
"1325",1078015,11,1,"island's",7,0
"1326",1078015,11,1,"inhabitants,",8,0
"1327",1078015,11,1,"Rongorongo",9,0
"1328",1078015,11,1,"is",10,0
"1329",1078015,11,1,"a ",11,1
"1330",1078015,11,2,"writing",1,0
"1331",1078015,11,2,"system",2,0
"1332",1078015,11,2,"comprised",3,0
"1333",1078015,11,2,"of",4,0
"1334",1078015,11,2,"pictographs.",5,0
"1335",1078015,11,2,"It",6,0
"1336",1078015,11,2,"has",7,0
"1337",1078015,11,2,"been",8,0
"1338",1078015,11,2,"found",9,0
"1339",1078015,11,2,"carved",10,0
"1340",1078015,11,2,"into",11,0
"1341",1078015,11,2,"many",12,1
"1342",1078015,11,2,"oblong",13,1
"1343",1078015,11,3,"into",1,0
"1344",1078015,11,3,"many",2,0
"1345",1078015,11,3,"oblong",3,1
"1346",1078015,11,3,"wooden",4,0
"1347",1078015,11,3,"tablets",5,0
"1348",1078015,11,3,"and",6,1
"1349",1078015,11,3,"other",7,0
"1350",1078015,11,3,"artifacts",8,0
"1351",1078015,11,3,"from",9,1
"1352",1078015,11,3,"the",10,0
"1353",1078015,11,3,"island's",11,0
"1354",1078015,11,3,"history.",12,0
"1355",1078015,11,4,"The",1,0
"1356",1078015,11,4,"art",2,0
"1357",1078015,11,4,"of",3,0
"1358",1078015,11,4,"writing",4,0
"1359",1078015,11,4,"was",5,0
"1360",1078015,11,4,"not",6,0
"1361",1078015,11,4,"known",7,0
"1362",1078015,11,4,"in",8,1
"1363",1078015,11,4,"any",9,1
"1364",1078015,11,4,"nearby",10,0
"1365",1078015,11,4,"islands",11,0
"1366",1078015,11,4,"and",12,1
"1367",1078015,11,4,"the",13,0
"1368",1078015,11,4,"script's",14,0
"1369",1078015,11,4,"mere",15,0
"1370",1078015,11,5,"existence",1,0
"1371",1078015,11,5,"is",2,1
"1372",1078015,11,5,"sufficient",3,0
"1373",1078015,11,5,"to",4,1
"1374",1078015,11,5,"confound",5,0
"1375",1078015,11,5,"anthropologists.",6,1
"1376",1078118,2,1,"Two",1,0
"1377",1078118,2,1,"days",2,1
"1378",1078118,2,1,"later,",3,1
"1379",1078118,2,1,"the",4,1
"1380",1078118,2,1,"British",5,0
"1381",1078118,2,1,"astronomer",6,0
"1382",1078118,2,1,"Richard",7,0
"1383",1078118,2,1,"Carrington",8,0
"1384",1078118,2,1,"was",9,0
"1385",1078118,2,1,"observing",10,0
"1386",1078118,2,1,"the",11,0
"1387",1078118,2,2,"telescope",1,1
"1388",1078118,2,2,"when",2,1
"1389",1078118,2,2,"he",3,1
"1390",1078118,2,2,"saw",4,1
"1391",1078118,2,2,"what",5,0
"1392",1078118,2,2,"he",6,0
"1393",1078118,2,2,"described",7,0
"1394",1078118,2,2,"as",8,1
"1395",1078118,2,2,"""two",9,1
"1396",1078118,2,2,"patches",10,1
"1397",1078118,2,2,"of",11,1
"1398",1078118,2,2,"intensely",12,0
"1399",1078118,2,2,"bright",13,0
"1400",1078118,2,2,"and ",14,1
"1401",1078118,2,3,"white",1,1
"1402",1078118,2,3,"light""",2,1
"1403",1078118,2,3,"over",3,1
"1404",1078118,2,3,"the",4,1
"1405",1078118,2,3,"sunspots.",5,0
"1406",1078118,2,3,"He",6,0
"1407",1078118,2,3,"jotted",7,0
"1408",1078118,2,3,"a",8,1
"1409",1078118,2,3,"note",9,0
"1410",1078118,2,3,"in",10,0
"1411",1078118,2,3,"his",11,0
"1412",1078118,2,3,"painstaking",12,0
"1413",1078118,2,3,"record.",13,0
"1414",1078118,2,4,"That",1,1
"1415",1078118,2,4,"night",2,1
"1416",1078118,2,4,"there",3,1
"1417",1078118,2,4,"was",4,1
"1418",1078118,2,4,"scarcely",5,0
"1419",1078118,2,4,"a",6,0
"1420",1078118,2,4,"square",7,0
"1421",1078118,2,4,"inch",8,0
"1422",1078118,2,4,"of",9,0
"1423",1078118,2,4,"earth",10,0
"1424",1078118,2,4,"that",11,1
"1425",1078118,2,4,"was",12,0
"1426",1078118,2,4,"not",13,0
"1427",1078118,2,4,"illuminated ",14,0
"1428",1078118,2,5,"by",1,1
"1429",1078118,2,5,"aurora.",2,0
"1430",1078118,3,1,"I",1,1
"1431",1078118,3,1,"agree",2,0
"1432",1078118,3,1,"that",3,1
"1433",1078118,3,1,"California's",4,0
"1434",1078118,3,1,"""three",5,0
"1435",1078118,3,1,"strikes",6,0
"1436",1078118,3,1,"and",7,0
"1437",1078118,3,1,"you're",8,0
"1438",1078118,3,1,"out""",9,0
"1439",1078118,3,1,"law will",10,0
"1440",1078118,3,1,"be",11,0
"1441",1078118,3,1,"a",12,0
"1442",1078118,3,2,"financial",1,1
"1443",1078118,3,2,"disaster",2,0
"1444",1078118,3,2,"for",3,1
"1445",1078118,3,2,"taxpayers",4,0
"1446",1078118,3,2,"who",5,0
"1447",1078118,3,2,"care",6,0
"1448",1078118,3,2,"about",7,0
"1449",1078118,3,2,"education",8,0
"1450",1078118,3,2,"and",9,0
"1451",1078118,3,2,"other",10,0
"1452",1078118,3,2,"vital",11,0
"1453",1078118,3,3,"services.",1,1
"1454",1078118,3,3,"But",2,1
"1455",1078118,3,3,"it's",3,1
"1456",1078118,3,3,"far",4,1
"1457",1078118,3,3,"from",5,0
"1458",1078118,3,3,"clear",6,0
"1459",1078118,3,3,"that",7,0
"1460",1078118,3,3,"the",8,0
"1461",1078118,3,3,"law",9,0
"1462",1078118,3,3,"can",10,0
"1463",1078118,3,3,"even",11,0
"1464",1078118,3,3,"be",12,1
"1465",1078118,3,3,"credited",13,0
"1466",1078118,3,3,"with",14,0
"1467",1078118,3,3,"a",15,0
"1468",1078118,3,4,"reduction",1,1
"1469",1078118,3,4,"in",2,1
"1470",1078118,3,4,"crime",3,1
"1471",1078118,3,4,"in",4,1
"1472",1078118,3,4,"California.",5,0
"1473",1078118,3,4,"While",6,0
"1474",1078118,3,4,"it's",7,0
"1475",1078118,3,4,"true",8,0
"1476",1078118,3,4,"that",9,0
"1477",1078118,3,4,"crime",10,1
"1478",1078118,3,4,"declined in",11,0
"1479",1078118,3,5,"California",1,1
"1480",1078118,3,5,"last",2,1
"1481",1078118,3,5,"year,",3,1
"1482",1078118,3,5,"crime",4,0
"1483",1078118,3,5,"also",5,0
"1484",1078118,3,5,"dropped",6,0
"1485",1078118,3,5,"nationwide.",7,0
"1486",1078118,12,1,"Some",1,1
"1487",1078118,12,1,"months",2,1
"1488",1078118,12,1,"later,",3,1
"1489",1078118,12,1,"Michael",4,0
"1490",1078118,12,1,"Larson",5,1
"1491",1078118,12,1,"saw",6,1
"1492",1078118,12,1,"another",7,0
"1493",1078118,12,1,"opportunity",8,0
"1494",1078118,12,1,"to",9,1
"1495",1078118,12,1,"stack",10,0
"1496",1078118,12,1,"the",11,0
"1497",1078118,12,1,"odds",12,0
"1498",1078118,12,1,"in",13,1
"1499",1078118,12,2,"his",1,1
"1500",1078118,12,2,"favour",2,1
"1501",1078118,12,2,"with",3,1
"1502",1078118,12,2,"a",4,1
"1503",1078118,12,2,"dash",5,1
"1504",1078118,12,2,"of",6,0
"1505",1078118,12,2,"ingenuity.",7,0
"1506",1078118,12,2,"He",8,1
"1507",1078118,12,2,"walked",9,0
"1508",1078118,12,2,"into",10,0
"1509",1078118,12,2,"his",11,0
"1510",1078118,12,2,"bank",12,0
"1511",1078118,12,2,"one",13,0
"1512",1078118,12,2,"day",14,0
"1513",1078118,12,2,"and",15,0
"1514",1078118,12,2,"asked",16,0
"1515",1078118,12,2,"to ",17,1
"1516",1078118,12,3,"withdraw",1,1
"1517",1078118,12,3,"his",2,1
"1518",1078118,12,3,"entire",3,1
"1519",1078118,12,3,"account",4,0
"1520",1078118,12,3,"balance,",5,0
"1521",1078118,12,3,"but",6,1
"1522",1078118,12,3,"with",7,0
"1523",1078118,12,3,"an",8,0
"1524",1078118,12,3,"unusual",9,0
"1525",1078118,12,3,"stipulation:",10,0
"1526",1078118,12,3,"He",11,0
"1527",1078118,12,4,"wanted",1,1
"1528",1078118,12,4,"as",2,1
"1529",1078118,12,4,"much",3,1
"1530",1078118,12,4,"of",4,1
"1531",1078118,12,4,"the",5,1
"1532",1078118,12,4,"cash",6,0
"1533",1078118,12,4,"as",7,0
"1534",1078118,12,4,"possible",8,0
"1535",1078118,12,4,"in",9,1
"1536",1078118,12,4,"one",10,1
"1537",1078118,12,4,"dollar",11,0
"1538",1078118,12,4,"notes.",12,0
"1539",1078118,7,1,"Dorothy",1,0
"1540",1078118,7,1,"didn't",2,1
"1541",1078118,7,1,"know.",3,1
"1542",1078118,7,1,"She",4,1
"1543",1078118,7,1,"looked",5,0
"1544",1078118,7,1,"around",6,1
"1545",1078118,7,1,"her",7,1
"1546",1078118,7,1,"anxiously",8,0
"1547",1078118,7,1,"for",9,0
"1548",1078118,7,1,"some",10,0
"1549",1078118,7,1,"familiar",11,0
"1550",1078118,7,1,"landmark; ",12,0
"1551",1078118,7,2,"but",1,1
"1552",1078118,7,2,"everything",2,1
"1553",1078118,7,2,"was",3,1
"1554",1078118,7,2,"strange.",4,0
"1555",1078118,7,2,"Between",5,0
"1556",1078118,7,2,"the",6,0
"1557",1078118,7,2,"branches",7,0
"1558",1078118,7,2,"of",8,0
"1559",1078118,7,2,"the",9,0
"1560",1078118,7,2,"many",10,0
"1561",1078118,7,2,"roads",11,0
"1562",1078118,7,2,"were",12,0
"1563",1078118,7,2,"green",13,0
"1564",1078118,7,3,"meadows",1,0
"1565",1078118,7,3,"and",2,0
"1566",1078118,7,3,"a",3,1
"1567",1078118,7,3,"few",4,0
"1568",1078118,7,3,"shrubs",5,0
"1569",1078118,7,3,"and",6,0
"1570",1078118,7,3,"trees,",7,0
"1571",1078118,7,3,"but",8,1
"1572",1078118,7,3,"she",9,1
"1573",1078118,7,3,"couldn't",10,0
"1574",1078118,7,3,"see",11,0
"1575",1078118,7,3,"the",12,0
"1576",1078118,7,3,"farm-house from",13,0
"1577",1078118,7,3,"which",14,1
"1578",1078118,7,4,"she",1,1
"1579",1078118,7,4,"had",2,1
"1580",1078118,7,4,"just",3,0
"1581",1078118,7,4,"come,",4,1
"1582",1078118,7,4,"or",5,1
"1583",1078118,7,4,"anything",6,0
"1584",1078118,7,4,"she",7,0
"1585",1078118,7,4,"had",8,0
"1586",1078118,7,4,"ever",9,0
"1587",1078118,7,4,"seen",10,1
"1588",1078118,7,4,"before,",11,0
"1589",1078118,7,4,"except the",12,0
"1590",1078118,7,4,"shaggy",13,0
"1591",1078118,7,5,"man",1,1
"1592",1078118,7,5,"and",2,1
"1593",1078118,7,5,"Toto.",3,1
"1594",1078118,11,1,"Known",1,1
"1595",1078118,11,1,"as",2,1
"1596",1078118,11,1,"Rapa",3,1
"1597",1078118,11,1,"Nui",4,1
"1598",1078118,11,1,"to",5,1
"1599",1078118,11,1,"the",6,1
"1600",1078118,11,1,"island's",7,0
"1601",1078118,11,1,"inhabitants,",8,0
"1602",1078118,11,1,"Rongorongo",9,0
"1603",1078118,11,1,"is",10,0
"1604",1078118,11,1,"a ",11,1
"1605",1078118,11,2,"writing",1,1
"1606",1078118,11,2,"system",2,1
"1607",1078118,11,2,"comprised",3,0
"1608",1078118,11,2,"of",4,0
"1609",1078118,11,2,"pictographs.",5,0
"1610",1078118,11,2,"It",6,0
"1611",1078118,11,2,"has",7,0
"1612",1078118,11,2,"been",8,1
"1613",1078118,11,2,"found",9,0
"1614",1078118,11,2,"carved",10,0
"1615",1078118,11,2,"into",11,0
"1616",1078118,11,2,"many",12,1
"1617",1078118,11,2,"oblong",13,1
"1618",1078118,11,3,"into",1,1
"1619",1078118,11,3,"many",2,1
"1620",1078118,11,3,"oblong",3,1
"1621",1078118,11,3,"wooden",4,1
"1622",1078118,11,3,"tablets",5,0
"1623",1078118,11,3,"and",6,0
"1624",1078118,11,3,"other",7,1
"1625",1078118,11,3,"artifacts",8,0
"1626",1078118,11,3,"from",9,0
"1627",1078118,11,3,"the",10,1
"1628",1078118,11,3,"island's",11,0
"1629",1078118,11,3,"history.",12,0
"1630",1078118,11,4,"The",1,1
"1631",1078118,11,4,"art",2,1
"1632",1078118,11,4,"of",3,1
"1633",1078118,11,4,"writing",4,1
"1634",1078118,11,4,"was",5,1
"1635",1078118,11,4,"not",6,1
"1636",1078118,11,4,"known",7,0
"1637",1078118,11,4,"in",8,0
"1638",1078118,11,4,"any",9,1
"1639",1078118,11,4,"nearby",10,0
"1640",1078118,11,4,"islands",11,0
"1641",1078118,11,4,"and",12,0
"1642",1078118,11,4,"the",13,1
"1643",1078118,11,4,"script's",14,0
"1644",1078118,11,4,"mere",15,0
"1645",1078118,11,5,"existence",1,1
"1646",1078118,11,5,"is",2,1
"1647",1078118,11,5,"sufficient",3,0
"1648",1078118,11,5,"to",4,0
"1649",1078118,11,5,"confound",5,0
"1650",1078118,11,5,"anthropologists.",6,1
"1651",1078125,2,1,"Two",1,1
"1652",1078125,2,1,"days",2,0
"1653",1078125,2,1,"later,",3,0
"1654",1078125,2,1,"the",4,0
"1655",1078125,2,1,"British",5,0
"1656",1078125,2,1,"astronomer",6,0
"1657",1078125,2,1,"Richard",7,0
"1658",1078125,2,1,"Carrington",8,0
"1659",1078125,2,1,"was",9,0
"1660",1078125,2,1,"observing",10,0
"1661",1078125,2,1,"the",11,0
"1662",1078125,2,2,"telescope",1,0
"1663",1078125,2,2,"when",2,0
"1664",1078125,2,2,"he",3,0
"1665",1078125,2,2,"saw",4,1
"1666",1078125,2,2,"what",5,0
"1667",1078125,2,2,"he",6,0
"1668",1078125,2,2,"described",7,0
"1669",1078125,2,2,"as",8,1
"1670",1078125,2,2,"""two",9,1
"1671",1078125,2,2,"patches",10,1
"1672",1078125,2,2,"of",11,1
"1673",1078125,2,2,"intensely",12,0
"1674",1078125,2,2,"bright",13,0
"1675",1078125,2,2,"and ",14,0
"1676",1078125,2,3,"white",1,0
"1677",1078125,2,3,"light""",2,0
"1678",1078125,2,3,"over",3,0
"1679",1078125,2,3,"the",4,1
"1680",1078125,2,3,"sunspots.",5,0
"1681",1078125,2,3,"He",6,0
"1682",1078125,2,3,"jotted",7,0
"1683",1078125,2,3,"a",8,1
"1684",1078125,2,3,"note",9,0
"1685",1078125,2,3,"in",10,0
"1686",1078125,2,3,"his",11,0
"1687",1078125,2,3,"painstaking",12,0
"1688",1078125,2,3,"record.",13,1
"1689",1078125,2,4,"That",1,0
"1690",1078125,2,4,"night",2,0
"1691",1078125,2,4,"there",3,0
"1692",1078125,2,4,"was",4,1
"1693",1078125,2,4,"scarcely",5,0
"1694",1078125,2,4,"a",6,0
"1695",1078125,2,4,"square",7,0
"1696",1078125,2,4,"inch",8,0
"1697",1078125,2,4,"of",9,0
"1698",1078125,2,4,"earth",10,0
"1699",1078125,2,4,"that",11,1
"1700",1078125,2,4,"was",12,0
"1701",1078125,2,4,"not",13,0
"1702",1078125,2,4,"illuminated ",14,0
"1703",1078125,2,5,"by",1,0
"1704",1078125,2,5,"aurora.",2,0
"1705",1078125,3,1,"I",1,1
"1706",1078125,3,1,"agree",2,0
"1707",1078125,3,1,"that",3,0
"1708",1078125,3,1,"California's",4,0
"1709",1078125,3,1,"""three",5,0
"1710",1078125,3,1,"strikes",6,0
"1711",1078125,3,1,"and",7,0
"1712",1078125,3,1,"you're",8,0
"1713",1078125,3,1,"out""",9,0
"1714",1078125,3,1,"law will",10,0
"1715",1078125,3,1,"be",11,0
"1716",1078125,3,1,"a",12,0
"1717",1078125,3,2,"financial",1,0
"1718",1078125,3,2,"disaster",2,0
"1719",1078125,3,2,"for",3,0
"1720",1078125,3,2,"taxpayers",4,0
"1721",1078125,3,2,"who",5,0
"1722",1078125,3,2,"care",6,0
"1723",1078125,3,2,"about",7,0
"1724",1078125,3,2,"education",8,0
"1725",1078125,3,2,"and",9,1
"1726",1078125,3,2,"other",10,1
"1727",1078125,3,2,"vital",11,0
"1728",1078125,3,3,"services.",1,0
"1729",1078125,3,3,"But",2,0
"1730",1078125,3,3,"it's",3,0
"1731",1078125,3,3,"far",4,0
"1732",1078125,3,3,"from",5,0
"1733",1078125,3,3,"clear",6,0
"1734",1078125,3,3,"that",7,0
"1735",1078125,3,3,"the",8,1
"1736",1078125,3,3,"law",9,0
"1737",1078125,3,3,"can",10,0
"1738",1078125,3,3,"even",11,0
"1739",1078125,3,3,"be",12,0
"1740",1078125,3,3,"credited",13,0
"1741",1078125,3,3,"with",14,0
"1742",1078125,3,3,"a",15,0
"1743",1078125,3,4,"reduction",1,0
"1744",1078125,3,4,"in",2,0
"1745",1078125,3,4,"crime",3,0
"1746",1078125,3,4,"in",4,1
"1747",1078125,3,4,"California.",5,0
"1748",1078125,3,4,"While",6,1
"1749",1078125,3,4,"it's",7,0
"1750",1078125,3,4,"true",8,0
"1751",1078125,3,4,"that",9,0
"1752",1078125,3,4,"crime",10,1
"1753",1078125,3,4,"declined in",11,0
"1754",1078125,3,5,"California",1,0
"1755",1078125,3,5,"last",2,0
"1756",1078125,3,5,"year,",3,1
"1757",1078125,3,5,"crime",4,0
"1758",1078125,3,5,"also",5,0
"1759",1078125,3,5,"dropped",6,0
"1760",1078125,3,5,"nationwide.",7,0
"1761",1078125,12,1,"Some",1,1
"1762",1078125,12,1,"months",2,0
"1763",1078125,12,1,"later,",3,0
"1764",1078125,12,1,"Michael",4,0
"1765",1078125,12,1,"Larson",5,0
"1766",1078125,12,1,"saw",6,0
"1767",1078125,12,1,"another",7,0
"1768",1078125,12,1,"opportunity",8,0
"1769",1078125,12,1,"to",9,1
"1770",1078125,12,1,"stack",10,0
"1771",1078125,12,1,"the",11,0
"1772",1078125,12,1,"odds",12,0
"1773",1078125,12,1,"in",13,1
"1774",1078125,12,2,"his",1,1
"1775",1078125,12,2,"favour",2,0
"1776",1078125,12,2,"with",3,0
"1777",1078125,12,2,"a",4,0
"1778",1078125,12,2,"dash",5,0
"1779",1078125,12,2,"of",6,0
"1780",1078125,12,2,"ingenuity.",7,0
"1781",1078125,12,2,"He",8,1
"1782",1078125,12,2,"walked",9,0
"1783",1078125,12,2,"into",10,0
"1784",1078125,12,2,"his",11,0
"1785",1078125,12,2,"bank",12,0
"1786",1078125,12,2,"one",13,0
"1787",1078125,12,2,"day",14,0
"1788",1078125,12,2,"and",15,0
"1789",1078125,12,2,"asked",16,0
"1790",1078125,12,2,"to ",17,1
"1791",1078125,12,3,"withdraw",1,0
"1792",1078125,12,3,"his",2,0
"1793",1078125,12,3,"entire",3,0
"1794",1078125,12,3,"account",4,0
"1795",1078125,12,3,"balance,",5,0
"1796",1078125,12,3,"but",6,1
"1797",1078125,12,3,"with",7,0
"1798",1078125,12,3,"an",8,0
"1799",1078125,12,3,"unusual",9,0
"1800",1078125,12,3,"stipulation:",10,0
"1801",1078125,12,3,"He",11,0
"1802",1078125,12,4,"wanted",1,0
"1803",1078125,12,4,"as",2,0
"1804",1078125,12,4,"much",3,0
"1805",1078125,12,4,"of",4,1
"1806",1078125,12,4,"the",5,1
"1807",1078125,12,4,"cash",6,1
"1808",1078125,12,4,"as",7,0
"1809",1078125,12,4,"possible",8,0
"1810",1078125,12,4,"in",9,1
"1811",1078125,12,4,"one",10,1
"1812",1078125,12,4,"dollar",11,0
"1813",1078125,12,4,"notes.",12,0
"1814",1078125,7,1,"Dorothy",1,0
"1815",1078125,7,1,"didn't",2,0
"1816",1078125,7,1,"know.",3,1
"1817",1078125,7,1,"She",4,0
"1818",1078125,7,1,"looked",5,0
"1819",1078125,7,1,"around",6,0
"1820",1078125,7,1,"her",7,1
"1821",1078125,7,1,"anxiously",8,0
"1822",1078125,7,1,"for",9,0
"1823",1078125,7,1,"some",10,0
"1824",1078125,7,1,"familiar",11,0
"1825",1078125,7,1,"landmark; ",12,0
"1826",1078125,7,2,"but",1,1
"1827",1078125,7,2,"everything",2,0
"1828",1078125,7,2,"was",3,0
"1829",1078125,7,2,"strange.",4,0
"1830",1078125,7,2,"Between",5,0
"1831",1078125,7,2,"the",6,1
"1832",1078125,7,2,"branches",7,0
"1833",1078125,7,2,"of",8,0
"1834",1078125,7,2,"the",9,0
"1835",1078125,7,2,"many",10,0
"1836",1078125,7,2,"roads",11,0
"1837",1078125,7,2,"were",12,0
"1838",1078125,7,2,"green",13,0
"1839",1078125,7,3,"meadows",1,0
"1840",1078125,7,3,"and",2,0
"1841",1078125,7,3,"a",3,1
"1842",1078125,7,3,"few",4,0
"1843",1078125,7,3,"shrubs",5,0
"1844",1078125,7,3,"and",6,0
"1845",1078125,7,3,"trees,",7,0
"1846",1078125,7,3,"but",8,1
"1847",1078125,7,3,"she",9,1
"1848",1078125,7,3,"couldn't",10,0
"1849",1078125,7,3,"see",11,0
"1850",1078125,7,3,"the",12,1
"1851",1078125,7,3,"farm-house from",13,0
"1852",1078125,7,3,"which",14,1
"1853",1078125,7,4,"she",1,0
"1854",1078125,7,4,"had",2,0
"1855",1078125,7,4,"just",3,0
"1856",1078125,7,4,"come,",4,0
"1857",1078125,7,4,"or",5,1
"1858",1078125,7,4,"anything",6,0
"1859",1078125,7,4,"she",7,0
"1860",1078125,7,4,"had",8,0
"1861",1078125,7,4,"ever",9,0
"1862",1078125,7,4,"seen",10,1
"1863",1078125,7,4,"before,",11,0
"1864",1078125,7,4,"except the",12,0
"1865",1078125,7,4,"shaggy",13,0
"1866",1078125,7,5,"man",1,1
"1867",1078125,7,5,"and",2,0
"1868",1078125,7,5,"Toto.",3,0
"1869",1078125,11,1,"Known",1,0
"1870",1078125,11,1,"as",2,1
"1871",1078125,11,1,"Rapa",3,0
"1872",1078125,11,1,"Nui",4,0
"1873",1078125,11,1,"to",5,0
"1874",1078125,11,1,"the",6,0
"1875",1078125,11,1,"island's",7,0
"1876",1078125,11,1,"inhabitants,",8,0
"1877",1078125,11,1,"Rongorongo",9,0
"1878",1078125,11,1,"is",10,0
"1879",1078125,11,1,"a ",11,1
"1880",1078125,11,2,"writing",1,0
"1881",1078125,11,2,"system",2,0
"1882",1078125,11,2,"comprised",3,0
"1883",1078125,11,2,"of",4,0
"1884",1078125,11,2,"pictographs.",5,0
"1885",1078125,11,2,"It",6,0
"1886",1078125,11,2,"has",7,0
"1887",1078125,11,2,"been",8,0
"1888",1078125,11,2,"found",9,0
"1889",1078125,11,2,"carved",10,0
"1890",1078125,11,2,"into",11,1
"1891",1078125,11,2,"many",12,1
"1892",1078125,11,2,"oblong",13,1
"1893",1078125,11,3,"into",1,1
"1894",1078125,11,3,"many",2,1
"1895",1078125,11,3,"oblong",3,0
"1896",1078125,11,3,"wooden",4,0
"1897",1078125,11,3,"tablets",5,0
"1898",1078125,11,3,"and",6,0
"1899",1078125,11,3,"other",7,0
"1900",1078125,11,3,"artifacts",8,0
"1901",1078125,11,3,"from",9,0
"1902",1078125,11,3,"the",10,0
"1903",1078125,11,3,"island's",11,0
"1904",1078125,11,3,"history.",12,0
"1905",1078125,11,4,"The",1,1
"1906",1078125,11,4,"art",2,0
"1907",1078125,11,4,"of",3,0
"1908",1078125,11,4,"writing",4,0
"1909",1078125,11,4,"was",5,0
"1910",1078125,11,4,"not",6,0
"1911",1078125,11,4,"known",7,0
"1912",1078125,11,4,"in",8,0
"1913",1078125,11,4,"any",9,1
"1914",1078125,11,4,"nearby",10,0
"1915",1078125,11,4,"islands",11,0
"1916",1078125,11,4,"and",12,1
"1917",1078125,11,4,"the",13,0
"1918",1078125,11,4,"script's",14,0
"1919",1078125,11,4,"mere",15,0
"1920",1078125,11,5,"existence",1,0
"1921",1078125,11,5,"is",2,0
"1922",1078125,11,5,"sufficient",3,0
"1923",1078125,11,5,"to",4,0
"1924",1078125,11,5,"confound",5,0
"1925",1078125,11,5,"anthropologists.",6,1
"1926",1078223,2,1,"Two",1,1
"1927",1078223,2,1,"days",2,1
