Always_Fullscreen,Browser_Spec,BrowserVersion_Spec,Completed,Crowdsourcing_Code,Crowdsourcing_SubjId,End_Time,End_Time_Local,Exp_Subject_Id,Experiment_Version,FaceDetectionRate,Group_Name,Group_Nr,Is_Fullscreen,Rec_Session_Id,Screen_Height_In_Pixels,Screen_Refresh_Rate,Screen_Width_In_Pixels,Session_Name,Session_Nr,Session_Token,Start_Time,Start_Time_Local,Subject_Code,Subject_Nr,Subject_Nr_Per_Group,System_Spec,TimeMeasure_Mean,TimeMeasure_Std,Window_Height_In_Pixels,Window_Width_In_Pixels
true,Chrome,137.0.0.0 Safari/537.36,true,"","",2025-06-19T12:40:12.741Z,2025-06-19 13:40:12+01,1164376,1078,212.31422505475783,group_1,1,true,1363736,1080,163.93442622951065,1920,session_1,1,04250a8aa471fa202265e421531770b1,2025-06-19T12:07:19.895Z,2025-06-19 13:07:17+01,46,11,11,Windows-PC,3.7135416666666714,6.2642524126930565,1080,1920
