Always_Fullscreen,Browser_Spec,BrowserVersion_Spec,Completed,Crowdsourcing_Code,Crowdsourcing_SubjId,Distance_To_Screen_In_CM,End_Time,End_Time_Local,Exp_Subject_Id,Experiment_Version,FaceDetectionRate,Group_Name,Group_Nr,Is_Fullscreen,Pixel_Density_PerMM,Rec_Session_Id,Screen_Height_In_Pixels,Screen_Refresh_Rate,Screen_Width_In_Pixels,Session_Name,Session_Nr,Session_Token,Start_Time,Start_Time_Local,Subject_Code,Subject_Nr,Subject_Nr_Per_Group,System_Spec,TimeMeasure_Mean,TimeMeasure_Std,Window_Height_In_Pixels,Window_Width_In_Pixels
true,Chrome,131.0.0.0 Safari/537.36,false,"",63d13b6997850b99a55523e8,"","","",1073871,1358,34.73428272555568,group_1,1,true,"",1252249,923,30.030030030029867,1420,session_1,1,1534e1ada45d859a9b10ddc8b53e29a8,2025-03-04T13:48:48.384Z,2025-03-04 13:48:36+00,"",2,2,Mac/OS-X,"","",888,1420
