Rec_Session_Id,Trial_Id,Trial_Nr,Block_Name,Block_Nr,Task_Name,Task_Nr,answer_column_number,answer_value,answer_value,answer_value,answerB_value,char1_value,char1_value,char2_value,char2_value,click_choice_frame_1,click_choice_frame_1,click_choice_frame_1,click_choice_Frame_2,click_choice_Frame_2,click_choice_Frame_2,click_choice_Frame_3,click_choice_Frame_3,click_choice_Frame_3,Condition_Id,copy_of_frec_3126,copy_of_questionB_value,current_answer,frec,frec_value,has_question_column_number,has_question_value,has_question_value,index_value,index_value,index_value,key_pressed_Frame_3,key_pressed_sentence,prac_line1_value,prac_line2_value,question_answer,question_column_number,question_value,question_value,question_value,questionB_value,reaction_time_frame_1,reaction_time_frame_1,reaction_time_frame_1,reaction_time_Frame_2,reaction_time_Frame_2,reaction_time_Frame_2,reaction_time_Frame_3,reaction_time_Frame_3,reaction_time_Frame_3,RT_sentence,sentence_line1_value,sentence_line2_value,sentence1_value,sentence1_value,sentence1_value,sentence1B_value,sentence2_column_nr,sentence2_value,sentence2B_value,sentenceA_line2_value,trial_end,trial_number,trial_start,word_high_value,word_high_value,word_low_value,word_low_value
1387807,1,1,block_1,1,instructions,1,"","","","","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1387807,4,1,block_1,1,prac_task,2,8,"","","","","","","","","","","","","","","","","",1,"","",-1,"","",9,"","","","","","",undefined,"","","",7,"","","","","","","","","","","","","",102487,Cuando suene la sirena,saldrán por la puerta.,"","","","",5,"","","",1752672580206,"",1752672477719,"","","",""
1387807,43,1,block_1,1,experimental_task_A,4,8,"","","","","","","","","","","","","","","","","",1,"","",-1,low,"",9,"","","","","","",undefined,"","","",7,"","","","","","","","","","","","","",2152,"","","","","","",5,"","","",1752672646723,"",1752672644572,"","","",""
1387807,1,1,block_1,1,end_practice,3,"","","","","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1387807,1,1,block_1,1,outro,5,"","","","","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1387807,3,2,block_1,1,prac_task,2,8,"","","","","","","","","","","","","","","","","",1,"","",0,"","",9,"","","","","","",undefined,"","","",7,"","","","","","","","","","","","","",2511,El niño no quería,quedarse en casa.,"","","","",5,"","","",1752672583091,"",1752672580580,"","","",""
1387807,25,2,block_1,1,experimental_task_A,4,8,"","","","","","","","","","","","","","","","","",1,"","",-1,low,"",9,"","","","","","",undefined,"","","",7,"","","","","","","","","","","","","",2361,"","","","","","",5,"","","",1752672649370,"",1752672647011,"","","",""
1387807,5,3,block_1,1,prac_task,2,8,"","","","","","","","","","","","","","","","","",1,"","",0,"","",9,"","","","","","",undefined,"","","",7,"","","","","","","","","","","","","",2319,La pared está manchada,de pintura verde.,"","","","",5,"","","",1752672603259,"",1752672600940,"","","",""
1387807,75,3,block_1,1,experimental_task_A,4,8,"","","","","","","","","","","","","","","","","",2,"","",-1,high,"",9,"","","","","","",undefined,"","","",7,"","","","","","","","","","","","","",2505,"","","","","","",5,"","","",1752672652195,"",1752672649690,"","","",""
1387807,4,4,block_1,1,experimental_task_A,4,8,"","","","","","","","","","","","","","","","","",1,"","",-1,low,"",9,"","","","","","",undefined,"","","",7,"","","","","","","","","","","","","",2935,"","","","","","",5,"","","",1752672655436,"",1752672652500,"","","",""
1387807,2,4,block_1,1,prac_task,2,8,"","","","","","","","","","","","","","","","","",1,"","",-1,"","",9,"","","","","","",undefined,"","","",7,"","","","","","","","","","","","","",2565,Espero que este verano,sea algo más fresco.,"","","","",5,"","","",1752672608402,"",1752672605838,"","","",""
1387807,1,5,block_1,1,prac_task,2,8,"","","","","","","","","","","","","","","","","",1,"","",0,"","",9,"","","","","","",undefined,"","","",7,"","","","","","","","","","","","","",3784,No hemos llegado todavía,al parque de atracciones.,"","","","",5,"","","",1752672612458,"",1752672608673,"","","",""
1387807,71,5,block_1,1,experimental_task_A,4,8,"","","","","","","","","","","","","","","","","",2,"","",-1,high,"",9,"","","","","","",undefined,"","","",7,"","","","","","","","","","","","","",1849,"","","","","","",5,"","","",1752672657571,"",1752672655722,"","","",""
1387807,29,6,block_1,1,experimental_task_A,4,8,"","","","","","","","","","","","","","","","","",1,"","",-1,low,"",9,"","","","","","",undefined,"","","",7,"","","","","","","","","","","","","",1951,"","","","","","",5,"","","",1752672659810,"",1752672657860,"","","",""
