Always_Fullscreen,Browser_Spec,BrowserVersion_Spec,Completed,Crowdsourcing_Code,Crowdsourcing_SubjId,End_Time,End_Time_Local,Exp_Subject_Id,Experiment_Version,FaceDetectionRate,Group_Name,Group_Nr,Rec_Session_Id,Screen_Refresh_Rate,Session_Name,Session_Nr,Session_Token,Start_Time,Start_Time_Local,Subject_Code,Subject_Nr,Subject_Nr_Per_Group,System_Spec,TimeMeasure_Mean,TimeMeasure_Std,Window_Height_In_Pixels,Window_Width_In_Pixels
false,Chrome,137.0.0.0 Safari/537.36,true,"","",2025-06-20T13:23:07.596Z,2025-06-20 15:23:07+02,1164935,354,23.078698361571153,group_1,1,1364612,144.92753623188216,session_1,1,426e1ad4712a4890236d86be0588dbfa,2025-06-20T13:04:15.799Z,2025-06-20 15:04:13+02,1,2,2,Windows-PC,120.62735849056602,294.0681120667994,960,1707
