Always_Fullscreen,Browser_Spec,BrowserVersion_Spec,Completed,Crowdsourcing_Code,Crowdsourcing_SubjId,End_Time,End_Time_Local,Exp_Subject_Id,Experiment_Version,Group_Name,Group_Nr,Rec_Session_Id,Screen_Refresh_Rate,Session_Name,Session_Nr,Session_Token,Start_Time,Start_Time_Local,Subject_Code,Subject_Nr,Subject_Nr_Per_Group,System_Spec,TimeMeasure_Mean,TimeMeasure_Std,Window_Height_In_Pixels,Window_Width_In_Pixels
false,Chrome,137.0.0.0 Safari/537.36,true,"","",2025-06-27T11:23:22.959Z,2025-06-27 13:23:22+02,1169946,412,group_1,1,1372722,144.92753623188216,session_1,1,b5d95243b8310b31d222c35e21ed811b,2025-06-27T11:06:36.877Z,2025-06-27 13:06:34+02,12B,9,9,Windows-PC,121.1161616161616,296.63416853225516,960,1707
