Always_Fullscreen,Browser_Spec,BrowserVersion_Spec,Completed,Crowdsourcing_Code,Crowdsourcing_SubjId,End_Time,End_Time_Local,Exp_Subject_Id,Experiment_Version,Group_Name,Group_Nr,Rec_Session_Id,Screen_Refresh_Rate,Session_Name,Session_Nr,Session_Token,Start_Time,Start_Time_Local,Subject_Code,Subject_Nr,Subject_Nr_Per_Group,System_Spec,TimeMeasure_Mean,TimeMeasure_Std,Window_Height_In_Pixels,Window_Width_In_Pixels
false,Chrome,138.0.0.0 Safari/537.36,true,"","",2025-07-16T13:09:27.585Z,2025-07-16 15:09:27+02,1179415,428,group_1,1,1387786,144.92753623188216,session_1,1,02941b9cd55920eefbc81a02b70875c9,2025-07-16T12:52:14.462Z,2025-07-16 14:52:12+02,30,17,17,Windows-PC,67.37931034482759,224.2853543213894,960,1707
