Rec_Session_Id,Trial_Nr,Trial_Id,Block_Name,Block_Nr,Task_Name,Task_Nr,accuracy,Bnd_loc,boundary,Condition_Id,copy_of_copy_of_trial_number,copy_of_trial_number,Frequency,gaze_box,gaze_box_object,pixel_density,Preview,preview,preview,question_answer,screen_dist,trial_end,trial_number,trial_screen1_end,trial_start,undefined_name
1353333,1,22,block_1,1,sentence,4,"","","",1,"","",high,"","","","","","",1,"",1748942982991,46,"",1748942978516,""
1353333,1,17,block_1,1,sentence_DC,3,"","","",1,"","","","","","",valid,"","",0,"",1748942530743,6,"",1748942528444,""
1353333,1,1,block_1,1,imported_instructions,2,"","","",1,"","","","","",5.841121495327103,"","","",1,60,1748942506879,5,"",1748942501457,""
1353333,1,1,block_1,1,wait,1,"","","",1,"","","","","","","","","","","","","","","",""
1353333,2,25,block_1,1,sentence,4,"","","",1,"","",high,"","","","","","",1,"",1748942991911,47,"",1748942987461,""
1353333,2,14,block_1,1,sentence_DC,3,"","","",1,"","","","","","",valid,"","",1,"",1748942534854,7,"",1748942533159,""
1353333,3,6,block_1,1,sentence,4,"","","",1,"","",high,"","","","","","",0,"",1748942997775,48,"",1748942994794,""
1353333,3,33,block_1,1,sentence_DC,3,"","","",2,"","","","","","",invalid,"","",1,"",1748942539614,8,"",1748942537516,""
1353333,4,3,block_1,1,sentence_DC,3,"","","",1,"","","","","","",valid,"","",0,"",1748942543542,9,"",1748942541837,""
1353333,4,4,block_1,1,sentence,4,"","","",1,"","",high,"","","","","","",0,"",1748943004735,49,"",1748943001278,""
1353333,5,42,block_1,1,sentence,4,"","","",2,"","",low,"","","","","","",1,"",1748943011319,50,"",1748943007618,""
1353333,5,31,block_1,1,sentence_DC,3,"","","",2,"","","","","","",invalid,"","",1,"",1748942549311,10,"",1748942546122,""
1353333,6,3,block_1,1,sentence,4,"","","",1,"","",high,"","","","","","",1,"",1748943033767,51,"",1748943030599,""
1353333,6,26,block_1,1,sentence_DC,3,"","","",2,"","","","","","",invalid,"","",1,"",1748942570302,11,"",1748942568455,""
1353333,7,37,block_1,1,sentence_DC,3,"","","",2,"","","","","","",invalid,"","",1,"",1748942575022,12,"",1748942573395,""
1353333,7,5,block_1,1,sentence,4,"","","",1,"","",high,"","","","","","",0,"",1748943043839,52,"",1748943040762,""
