Always_Fullscreen,Browser_Spec,BrowserVersion_Spec,Completed,Crowdsourcing_Code,Crowdsourcing_SubjId,End_Time,End_Time_Local,Exp_Subject_Id,Experiment_Version,FaceDetectionRate,Group_Name,Group_Nr,Is_Fullscreen,Rec_Session_Id,Screen_Height_In_Pixels,Screen_Refresh_Rate,Screen_Width_In_Pixels,Session_Name,Session_Nr,Session_Token,Start_Time,Start_Time_Local,Subject_Code,Subject_Nr,Subject_Nr_Per_Group,System_Spec,TimeMeasure_Mean,TimeMeasure_Std,Window_Height_In_Pixels,Window_Width_In_Pixels
true,Chrome,136.0.0.0 Safari/537.36,true,"","",2025-05-13T15:37:24.826Z,2025-05-13 16:37:24+01,1132312,966,39.24646781778163,group_1,1,true,1326313,1080,163.93442622951065,1920,session_1,1,44c3380980b3a37addac2c235dacd296,2025-05-13T15:01:13.369Z,2025-05-13 16:01:10+01,24,1,1,Windows-PC,7.353488372093025,34.733144473838806,1080,1920
