Always_Fullscreen,Browser_Spec,BrowserVersion_Spec,Completed,Crowdsourcing_Code,Crowdsourcing_SubjId,End_Time,End_Time_Local,Exp_Subject_Id,Experiment_Version,FaceDetectionRate,Group_Name,Group_Nr,Is_Fullscreen,Rec_Session_Id,Screen_Height_In_Pixels,Screen_Refresh_Rate,Screen_Width_In_Pixels,Session_Name,Session_Nr,Session_Token,Start_Time,Start_Time_Local,Subject_Code,Subject_Nr,Subject_Nr_Per_Group,System_Spec,TimeMeasure_Mean,TimeMeasure_Std,Window_Height_In_Pixels,Window_Width_In_Pixels
true,Chrome,133.0.0.0 Safari/537.36,true,"","",2025-02-13T15:42:59.494Z,2025-02-13 15:42:59+00,1064791,958,49.0436488460406,group_1,1,true,1238835,1080,163.93442622951065,1920,session_1,1,e803ab0a3174fad23aac1ba0641d7855,2025-02-13T15:04:41.373Z,2025-02-13 15:04:38+00,011,6,6,Windows-PC,6.723076923076917,22.549340659072893,1080,1920
