Rec_Session_Id,Trial_Nr,Trial_Id,Block_Name,Block_Nr,Task_Name,Task_Nr,accuracy,Bnd_loc,boundary,Condition_Id,copy_of_copy_of_trial_number,copy_of_trial_number,Frequency,gaze_box,gaze_box_object,pixel_density,Preview,preview,preview,question_answer,screen_dist,trial_end,trial_number,trial_screen1_end,trial_start,undefined_name
1238835,1,1,block_1,1,wait,1,"","","",1,"","","","","","","","","","","","","","","",""
1238835,1,14,block_1,1,sentence_DC,4,"","","",1,"","","","","","",valid,"","",1,"",1739460909357,66,"","",""
1238835,1,20,block_1,1,sentence,3,"","","",1,"","",high,"","","","","","",1,"",1739459874035,6,"",1739459866897,""
1238835,1,1,block_1,1,imported_instructions,2,"","","",1,"","","","","",5.841121495327103,"","","",1,60,1739459841508,5,"",1739459836316,""
1238835,2,15,block_1,1,sentence_DC,4,"","","",1,"","","","","","",valid,"","",0,"",1739460913977,67,"","",""
1238835,2,31,block_1,1,sentence,3,"","","",2,"","",low,"","","","","","",0,"",1739459884660,7,"",1739459879509,""
1238835,3,30,block_1,1,sentence_DC,4,"","","",2,"","","","","","",invalid,"","",1,"",1739460917153,68,"","",""
1238835,3,55,block_1,1,sentence,3,"","","",2,"","",low,"","","","","","",1,"",1739459891515,8,"",1739459887037,""
1238835,4,7,block_1,1,sentence_DC,4,"","","",1,"","","","","","",valid,"","",1,"",1739460918906,69,"","",""
1238835,4,49,block_1,1,sentence,3,"","","",2,"","",low,"","","","","","",0,"",1739459900916,9,"",1739459894345,""
1238835,5,27,block_1,1,sentence,3,"","","",1,"","",high,"","","","","","",0,"",1739459908583,10,"",1739459903205,""
1238835,5,2,block_1,1,sentence_DC,4,"","","",1,"","","","","","",valid,"","",1,"",1739460926985,70,"","",""
1238835,6,57,block_1,1,sentence,3,"","","",2,"","",low,"","","","","","",0,"",1739459945667,11,"",1739459938309,""
1238835,6,28,block_1,1,sentence_DC,4,"","","",2,"","","","","","",invalid,"","",1,"",1739460951065,71,"","",""
1238835,7,32,block_1,1,sentence_DC,4,"","","",2,"","","","","","",invalid,"","",1,"",1739460955241,72,"","",""
1238835,7,41,block_1,1,sentence,3,"","","",2,"","",low,"","","","","","",1,"",1739459954093,12,"",1739459948895,""
1238835,8,56,block_1,1,sentence,3,"","","",2,"","",low,"","","","","","",1,"",1739459961955,13,"",1739459956876,""
