Rec_Session_Id,Trial_Nr,Trial_Id,Block_Name,Block_Nr,Task_Name,Task_Nr,answer_column_number,answer_value,answerB_value,char1_value,char1_value,char2_value,char2_value,click_choice_frame_1,click_choice_frame_1,click_choice_frame_1,click_choice_Frame_2,click_choice_Frame_2,click_choice_Frame_2,click_choice_Frame_3,click_choice_Frame_3,click_choice_Frame_3,Condition_Id,copy_of_frec_3126,copy_of_questionB_value,current_answer,frec,frec_value,has_question_column_number,has_question_value,index_value,key_pressed_Frame_3,key_pressed_sentence,question_column_number,question_value,question_value,questionB_value,reaction_time_frame_1,reaction_time_frame_1,reaction_time_frame_1,reaction_time_Frame_2,reaction_time_Frame_2,reaction_time_Frame_2,reaction_time_Frame_3,reaction_time_Frame_3,reaction_time_Frame_3,RT_sentence,sentence_line1_value,sentence_line2_value,sentence1_value,sentence1_value,sentence1B_value,sentence2_column_nr,sentence2B_value,sentenceA_line2_value,trial_end,trial_start,word_high_value,word_high_value,word_low_value,word_low_value
1383916,1,1,block_1,1,instructions,1,"","","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1383916,1,5,block_1,1,prac_task,2,8,NO,"","","","","","","","","","","","","","",1,"","",0,"","",9,1,"","",undefined,7,"","","","","","","","","","","","",141859,La pared está manchada,de pintura verde.,"","","",5,"","",1752146126394,1752145984537,"","","",""
1383916,1,1,block_1,1,end_practice,3,"","","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1383916,1,35,block_1,1,experimentaltask_B,4,8,"","","","","","","","","","","","","","","",1,"","",-1,"","",9,0,"","",undefined,7,"","","","","","","","","","","","",2201,Mi padre dice que el,estado no se sostiene.,"","","",5,"","",1752146177252,1752146175051,"","","",""
1383916,1,1,block_1,1,outro,5,"","","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1383916,2,4,block_1,1,prac_task,2,8,"","","","","","","","","","","","","","","",1,"","",-1,"","",9,0,"","",undefined,7,"","","","","","","","","","","","",2928,Cuando suene la sirena,saldrán por la puerta.,"","","",5,"","",1752146136690,1752146133762,"","","",""
1383916,2,87,block_1,1,experimentaltask_B,4,8,"","","","","","","","","","","","","","","",1,"","",-1,"","",9,0,"","",undefined,7,"","","","","","","","","","","","",3136,Mientras las montañas,estén nevadas hará frío. ,"","","",5,"","",1752146180680,1752146177544,"","","",""
1383916,3,1,block_1,1,prac_task,2,8,NO,"","","","","","","","","","","","","","",1,"","",0,"","",9,1,SI,"",undefined,7,"","","","","","","","","","","","",3501,No hemos llegado todavía,al parque de atracciones.,"","","",5,"","",1752146140508,1752146137007,"","","",""
1383916,3,89,block_1,1,experimentaltask_B,4,8,SI,"","","","","","","","","","","","","","",1,"","",0,"","",9,1,SI,"",undefined,7,¿Hay muchas tarjetas?,¿Hay muchas tarjetas?,"","","","","","","","","","",2036,Hay tantas tarjetas que,no puedo elegir. ,"","","",5,"","",1752146182994,1752146180958,"","","",""
1383916,4,3,block_1,1,prac_task,2,8,SI,"","","","","","","","","","","","","","",1,"","",1,"","",9,1,"","",undefined,7,"","","","","","","","","","","","",2627,El niño no quería,quedarse en casa.,"","","",5,"","",1752146144342,1752146141715,"","","",""
1383916,4,15,block_1,1,experimentaltask_B,4,8,"","","","","","","","","","","","","","","",1,"","",-1,"","",9,0,"","",undefined,7,"","","","","","","","","","","","",3063,No por tener más poder,te harán más caso. ,"","","",5,"","",1752146188978,1752146185917,"","","",""
1383916,5,2,block_1,1,prac_task,2,8,"","","","","","","","","","","","","","","",1,"","",-1,"","",9,0,"","",undefined,7,"","","","","","","","","","","","",2174,Espero que este verano,sea algo más fresco.,"","","",5,"","",1752146148650,1752146146477,"","","",""
1383916,5,9,block_1,1,experimentaltask_B,4,8,"","","","","","","","","","","","","","","",1,"","",-1,"","",9,0,"","",undefined,7,"","","","","","","","","","","","",1840,Espero que la zona esté,bien habilitada. ,"","","",5,"","",1752146191122,1752146189283,"","","",""
1383916,6,50,block_1,1,experimentaltask_B,4,8,"","","","","","","","","","","","","","","",1,"","",-1,"","",9,0,"","",undefined,7,"","","","","","","","","","","","",1847,Si pones tantas reglas,será muy difícil. ,"","","",5,"","",1752146193267,1752146191420,"","","",""
1383916,7,22,block_1,1,experimentaltask_B,4,8,"","","","","","","","","","","","","","","",1,"","",-1,"","",9,0,"","",undefined,7,"","","","","","","","","","","","",2302,Si te fijas en los datos,verás que no te estafan. ,"","","",5,"","",1752146195842,1752146193540,"","","",""
1383916,8,31,block_1,1,experimentaltask_B,4,8,NO,"","","","","","","","","","","","","","",1,"","",1,"","",9,1,NO,"",undefined,7,¿Dará tiempo?,¿Dará tiempo?,"","","","","","","","","","",1764,No tenemos el tiempo,adecuado para ese plan. ,"","","",5,"","",1752146197906,1752146196142,"","","",""
1383916,9,85,block_1,1,experimentaltask_B,4,8,"","","","","","","","","","","","","","","",1,"","",-1,"","",9,0,"","",undefined,7,"","","","","","","","","","","","",2040,Sorprendentemente los,doctores lo han resuelto.,"","","",5,"","",1752146201946,1752146199907,"","","",""
1383916,10,100,block_1,1,experimentaltask_B,4,8,"","","","","","","","","","","","","","","",1,"","",-1,"","",9,0,"","",undefined,7,"","","","","","","","","","","","",1680,Esta semana tengo muchas ,reuniones por delante. ,"","","",5,"","",1752146203930,1752146202250,"","","",""
