Always_Fullscreen,Browser_Spec,BrowserVersion_Spec,Completed,Crowdsourcing_Code,Crowdsourcing_SubjId,Distance_To_Screen_In_CM,End_Time,End_Time_Local,Exp_Subject_Id,Experiment_Version,FaceDetectionRate,Group_Name,Group_Nr,Is_Fullscreen,Pixel_Density_PerMM,Rec_Session_Id,Screen_Height_In_Pixels,Screen_Refresh_Rate,Screen_Width_In_Pixels,Session_Name,Session_Nr,Session_Token,Start_Time,Start_Time_Local,Subject_Code,Subject_Nr,Subject_Nr_Per_Group,System_Spec,TimeMeasure_Mean,TimeMeasure_Std,Window_Height_In_Pixels,Window_Width_In_Pixels
true,Chrome,133.0.0.0 Safari/537.36,false,"",61646e7ec3accfb9d8334ad5,"","","",1073852,1251,17.006802721088437,group_1,1,true,"",1252226,720,59.88023952095874,1280,session_1,1,4cf3427d33bd3d917113de5a537fc19d,2025-03-04T13:27:03.270Z,2025-03-04 13:26:44+00,"",1,1,Windows-PC,"","",720,1280
