Rec_Session_Id,Trial_Nr,Trial_Id,Block_Name,Block_Nr,Task_Name,Task_Nr,accuracy,Bnd_loc,boundary,Condition_Id,copy_of_copy_of_trial_number,copy_of_trial_number,Frequency,gaze_box,gaze_box_object,pixel_density,Preview,preview,preview,question_answer,screen_dist,trial_end,trial_number,trial_screen1_end,trial_start,undefined_name
1346599,1,54,block_1,1,sentence,4,"","","",2,"","",low,"","","","","","",0,"",1748348466078,46,"",1748348460257,""
1346599,1,16,block_1,1,sentence_DC,3,"","","",1,"","","","","","",valid,"","",1,"",1748348060302,6,"",1748348048875,""
1346599,1,1,block_1,1,imported_instructions,2,"","","",1,"","","","","",5.841121495327103,"","","",1,60,1748348023046,5,"",1748348017173,""
1346599,1,1,block_1,1,wait,1,"","","",1,"","","","","","","","","","","","","","","",""
1346599,2,21,block_1,1,sentence,4,"","","",1,"","",high,"","","","","","",0,"",1748348471526,47,"",1748348468524,""
1346599,2,32,block_1,1,sentence_DC,3,"","","",2,"","","","","","",invalid,"","",1,"",1748348065350,7,"",1748348063153,""
1346599,3,50,block_1,1,sentence,4,"","","",2,"","",low,"","","","","","",1,"",1748348476702,48,"",1748348473408,""
1346599,3,21,block_1,1,sentence_DC,3,"","","",2,"","","","","","",invalid,"","",0,"",1748348069030,8,"",1748348067499,""
1346599,4,1,block_1,1,sentence_DC,3,"","","",1,"","","","","","",valid,"","",0,"",1748348072486,9,"",1748348071050,""
1346599,4,60,block_1,1,sentence,4,"","","",2,"","",low,"","","","","","",1,"",1748348481798,49,"",1748348479032,""
1346599,5,3,block_1,1,sentence,4,"","","",1,"","",high,"","","","","","",1,"",1748348486150,50,"",1748348483656,""
1346599,5,5,block_1,1,sentence_DC,3,"","","",1,"","","","","","",valid,"","",1,"",1748348078262,10,"",1748348075874,""
1346599,6,43,block_1,1,sentence,4,"","","",2,"","",low,"","","","","","",0,"",1748348510238,51,"",1748348507226,""
1346599,6,35,block_1,1,sentence_DC,3,"","","",2,"","","","","","",invalid,"","",0,"",1748348097966,11,"",1748348096722,""
1346599,7,26,block_1,1,sentence_DC,3,"","","",2,"","","","","","",invalid,"","",1,"",1748348102342,12,"",1748348100225,""
1346599,7,42,block_1,1,sentence,4,"","","",2,"","",low,"","","","","","",1,"",1748348515574,52,"",1748348512759,""
1346599,8,2,block_1,1,sentence,4,"","","",1,"","",high,"","","","","","",0,"",1748348520702,53,"",1748348517692,""
1346599,8,20,block_1,1,sentence_DC,3,"","","",1,"","","","","","",valid,"","",0,"",1748348106191,13,"",1748348104776,""
1346599,9,18,block_1,1,sentence_DC,3,"","","",1,"","","","","","",valid,"","",1,"",1748348110118,14,"",1748348108649,""
1346599,9,13,block_1,1,sentence,4,"","","",1,"","",high,"","","","","","",1,"",1748348529335,54,"",1748348523122,""
1346599,10,12,block_1,1,sentence_DC,3,"","","",1,"","","","","","",valid,"","",0,"",1748348113343,15,"",1748348112001,""
1346599,10,26,block_1,1,sentence,4,"","","",1,"","",high,"","","","","","",0,"",1748348534782,55,"",1748348531467,""
