Rec_Session_Id,Trial_Nr,Trial_Id,Block_Name,Block_Nr,Task_Name,Task_Nr,answer_column_number,answer_value,answerB_value,char1_value,char1_value,char2_value,char2_value,click_choice_frame_1,click_choice_frame_1,click_choice_frame_1,click_choice_Frame_2,click_choice_Frame_2,click_choice_Frame_2,click_choice_Frame_3,click_choice_Frame_3,click_choice_Frame_3,Condition_Id,copy_of_frec_3126,copy_of_questionB_value,current_answer,frec,frec_value,has_question_column_number,has_question_value,index_value,key_pressed_Frame_3,key_pressed_sentence,question_column_number,question_value,question_value,questionB_value,reaction_time_frame_1,reaction_time_frame_1,reaction_time_frame_1,reaction_time_Frame_2,reaction_time_Frame_2,reaction_time_Frame_2,reaction_time_Frame_3,reaction_time_Frame_3,reaction_time_Frame_3,RT_sentence,sentence_line1_value,sentence_line2_value,sentence1_value,sentence1_value,sentence1B_value,sentence2_column_nr,sentence2B_value,sentenceA_line2_value,trial_end,trial_start,word_high_value,word_high_value,word_low_value,word_low_value
1372722,1,1,block_1,1,instructions,1,"","","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1372722,1,1,block_1,1,prac_task,2,8,NO,"","","","","","","","","","","","","","",1,"","",0,"","",9,1,SI,"",undefined,7,"","","","","","","","","","","","",11262,No hemos llegado todavía,al parque de atracciones.,"","","",5,"","",1751023016078,1751023004816,"","","",""
1372722,1,1,block_1,1,end_practice,3,"","","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1372722,1,63,block_1,1,experimentaltask_B,4,8,SI,"","","","","","","","","","","","","","",1,"","",0,"","",9,1,SI,"",undefined,7,¿Se cotillea?,¿Se cotillea?,"","","","","","","","","","",3451,En la sala de espera los,rumores son silenciosos.,"","","",5,"","",1751023064984,1751023061534,"","","",""
1372722,1,1,block_1,1,outro,5,"","","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1372722,2,4,block_1,1,prac_task,2,8,"","","","","","","","","","","","","","","",1,"","",-1,"","",9,0,"","",undefined,7,"","","","","","","","","","","","",2905,Cuando suene la sirena,saldrán por la puerta.,"","","",5,"","",1751023021086,1751023018182,"","","",""
1372722,2,26,block_1,1,experimentaltask_B,4,8,"","","","","","","","","","","","","","","",1,"","",-1,"","",9,0,"","",undefined,7,"","","","","","","","","","","","",2894,Llegaremos lejos con,estas ideas de proyecto. ,"","","",5,"","",1751023070196,1751023067303,"","","",""
1372722,3,2,block_1,1,prac_task,2,8,"","","","","","","","","","","","","","","",1,"","",-1,"","",9,0,"","",undefined,7,"","","","","","","","","","","","",3763,Espero que este verano,sea algo más fresco.,"","","",5,"","",1751023025206,1751023021443,"","","",""
1372722,3,42,block_1,1,experimentaltask_B,4,8,"","","","","","","","","","","","","","","",1,"","",-1,"","",9,0,"","",undefined,7,"","","","","","","","","","","","",2305,Cuantos más metros,recorramos mejor. ,"","","",5,"","",1751023072795,1751023070491,"","","",""
1372722,4,5,block_1,1,prac_task,2,8,NO,"","","","","","","","","","","","","","",1,"","",0,"","",9,1,"","",undefined,7,"","","","","","","","","","","","",3064,La pared está manchada,de pintura verde.,"","","",5,"","",1751023028629,1751023025566,"","","",""
1372722,4,34,block_1,1,experimentaltask_B,4,8,"","","","","","","","","","","","","","","",1,"","",-1,"","",9,0,"","",undefined,7,"","","","","","","","","","","","",2872,El profesor dibujó un,número en la pizarra. ,"","","",5,"","",1751023075950,1751023073079,"","","",""
1372722,5,3,block_1,1,prac_task,2,8,SI,"","","","","","","","","","","","","","",1,"","",1,"","",9,1,"","",undefined,7,"","","","","","","","","","","","",2197,El niño no quería,quedarse en casa.,"","","",5,"","",1751023032636,1751023030439,"","","",""
1372722,5,76,block_1,1,experimentaltask_B,4,8,SI,"","","","","","","","","","","","","","",1,"","",1,"","",9,1,SI,"",undefined,7,¿Sucedió algo sorprendente?,¿Sucedió algo sorprendente?,"","","","","","","","","","",2893,Cuando la criatura,apareció fascinó a todos.,"","","",5,"","",1751023079140,1751023076247,"","","",""
1372722,6,92,block_1,1,experimentaltask_B,4,8,"","","","","","","","","","","","","","","",1,"","",-1,"","",9,0,"","",undefined,7,"","","","","","","","","","","","",2149,Son demasiados los,empleados en la empresa. ,"","","",5,"","",1751023083364,1751023081216,"","","",""
1372722,7,3,block_1,1,experimentaltask_B,4,8,"","","","","","","","","","","","","","","",1,"","",-1,"","",9,0,"","",undefined,7,"","","","","","","","","","","","",2229,No me ha gustado el modo,de hablar del médico. ,"","","",5,"","",1751023085902,1751023083673,"","","",""
1372722,8,100,block_1,1,experimentaltask_B,4,8,"","","","","","","","","","","","","","","",1,"","",-1,"","",9,0,"","",undefined,7,"","","","","","","","","","","","",2456,Esta semana tengo muchas ,reuniones por delante. ,"","","",5,"","",1751023088621,1751023086165,"","","",""
1372722,9,67,block_1,1,experimentaltask_B,4,8,"","","","","","","","","","","","","","","",1,"","",-1,"","",9,0,"","",undefined,7,"","","","","","","","","","","","",2499,Mientras las maletas,"llegan, esperaremos aquí.","","","",5,"","",1751023091420,1751023088921,"","","",""
1372722,10,48,block_1,1,experimentaltask_B,4,8,"","","","","","","","","","","","","","","",1,"","",-1,"","",9,0,"","",undefined,7,"","","","","","","","","","","","",2681,Tengo que revisar estas,clases antes de llegar. ,"","","",5,"","",1751023094413,1751023091733,"","","",""
1372722,11,8,block_1,1,experimentaltask_B,4,8,"","","","","","","","","","","","","","","",1,"","",-1,"","",9,0,"","",undefined,7,"","","","","","","","","","","","",2327,No se ha elegido dónde,hacer la obra todavía. ,"","","",5,"","",1751023097044,1751023094718,"","","",""
1372722,12,81,block_1,1,experimentaltask_B,4,8,"","","","","","","","","","","","","","","",1,"","",-1,"","",9,0,"","",undefined,7,"","","","","","","","","","","","",2508,Todos los abogados están,preocupados con el caso. ,"","","",5,"","",1751023099829,1751023097321,"","","",""
1372722,13,27,block_1,1,experimentaltask_B,4,8,NO,"","","","","","","","","","","","","","",1,"","",0,"","",9,1,NO,"",undefined,7,¿Preparan recetas?,¿Preparan recetas?,"","","","","","","","","","",2573,Están preparando las,leyes para el congreso. ,"","","",5,"","",1751023102708,1751023100135,"","","",""
1372722,14,38,block_1,1,experimentaltask_B,4,8,"","","","","","","","","","","","","","","",1,"","",-1,"","",9,0,SI,"",undefined,7,"","","","","","","","","","","","",2468,En mi pueblo la tierra es,muy fértil. ,"","","",5,"","",1751023107469,1751023105002,"","","",""
1372722,15,72,block_1,1,experimentaltask_B,4,8,"","","","","","","","","","","","","","","",1,"","",-1,"","",9,0,"","",undefined,7,"","","","","","","","","","","","",2022,Tengo que vigilar al,fantasma atentamente. ,"","","",5,"","",1751023109756,1751023107735,"","","",""
1372722,16,86,block_1,1,experimentaltask_B,4,8,"","","","","","","","","","","","","","","",1,"","",-1,"","",9,0,"","",undefined,7,"","","","","","","","","","","","",2802,Esperemos que estas,ventanas aíslen del frío.,"","","",5,"","",1751023112869,1751023110067,"","","",""
1372722,17,59,block_1,1,experimentaltask_B,4,8,SI,"","","","","","","","","","","","","","",1,"","",1,"","",9,1,SI,"",undefined,7,¿Está cerca de vencer?,¿Está cerca de vencer?,"","","","","","","","","","",1823,Estoy a una partida de,ganar el torneo. ,"","","",5,"","",1751023114993,1751023113170,"","","",""
1372722,18,35,block_1,1,experimentaltask_B,4,8,"","","","","","","","","","","","","","","",1,"","",-1,"","",9,0,"","",undefined,7,"","","","","","","","","","","","",2592,Mi padre dice que el,estado no se sostiene.,"","","",5,"","",1751023119605,1751023117012,"","","",""
