Always_Fullscreen,Browser_Spec,BrowserVersion_Spec,Completed,Crowdsourcing_Code,Crowdsourcing_SubjId,End_Time,End_Time_Local,Exp_Subject_Id,Experiment_Version,FaceDetectionRate,Group_Name,Group_Nr,Rec_Session_Id,Screen_Refresh_Rate,Session_Name,Session_Nr,Session_Token,Start_Time,Start_Time_Local,Subject_Code,Subject_Nr,Subject_Nr_Per_Group,System_Spec,TimeMeasure_Mean,TimeMeasure_Std,Window_Height_In_Pixels,Window_Width_In_Pixels
false,Chrome,137.0.0.0 Safari/537.36,true,"","",2025-07-01T10:39:24.617Z,2025-07-01 12:39:24+02,1171082,362,19.88862370723992,group_1,1,1374885,144.92753623188216,session_1,1,defa1ac1d54773cfb43e8ecd51a4d20e,2025-07-01T10:12:28.061Z,2025-07-01 12:12:25+02,21a,10,10,Windows-PC,141.365625,309.5535102261958,960,1707
